cluster,term,in_cluster,corpus_docfreq,cluster_size,expected,p,is_bigram,q
9,welcome,4,7,134,0.123,3.0297318973067047e-06,0,0.0008041591552545
9,champion formula,3,3,134,0.053,5.2629288272897815e-06,1,0.0012923785749794
9,formula 2022,3,3,134,0.053,5.2629288272897815e-06,1,0.0012923785749794
9,formula champion,3,3,134,0.053,5.2629288272897815e-06,1,0.0012923785749794
9,formula returns,3,3,134,0.053,5.2629288272897815e-06,1,0.0012923785749794
9,welcome formula,3,3,134,0.053,5.2629288272897815e-06,1,0.0012923785749794
9,season,11,122,134,2.138,8.502824577310531e-06,0,0.0019806153930296
9,victory,9,85,134,1.489,1.5884885881286177e-05,0,0.0033497476204492
9,win formula,3,4,134,0.07,2.0781133018588098e-05,1,0.0042591920927457
9,personal best,3,5,134,0.088,5.128558150348488e-05,1,0.0098648529364594
9,sport,3,5,134,0.088,5.128558150348488e-05,0,0.0098648529364594
9,win,11,148,134,2.593,5.258346508123696e-05,0,0.010084971253303
9,time year,3,6,134,0.105,0.0001012548113233,1,0.017976286611374
9,victory formula,3,6,134,0.105,0.0001012548113233,1,0.017976286611374
9,2023,3,7,134,0.123,0.0001749236208928,0,0.0289066234194013
9,stand,4,17,134,0.298,0.0001797317500866,0,0.0296266479289695
9,driving,5,31,134,0.543,0.0001806050065616,0,0.0296772082724316
9,best,7,73,134,1.279,0.0002698875815354,0,0.0415671171298975
10,chicane,60,91,62,0.738,3.805996918773695e-124,0,3.125104070005081e-120
10,second chicane,7,9,62,0.073,5.778097373598779e-14,1,4.313087048601779e-11
10,going chicane,6,7,62,0.057,1.5427460070349992e-12,1,1.0033653436645052e-09
10,goes chicane,3,3,62,0.024,5.076564415995029e-07,1,0.0001529675978705
10,braking,6,84,62,0.681,5.516850352770268e-05,0,0.0104737244500801
10,bold,3,12,62,0.097,0.0001060049638573,0,0.0187688788837225
10,chicane going,2,3,62,0.024,0.0001930363619182,1,0.0314644479942517
10,make chicane,2,3,62,0.024,0.0001930363619182,1,0.0314644479942517
11,thank,21,43,55,0.309,1.1840717085025306e-35,0,2.2222657825175492e-32
11,job,14,36,55,0.259,5.582607384070425e-22,0,6.5483984615146085e-19
11,mate,13,31,55,0.223,5.615384552806223e-21,0,6.1477230084122536e-18
11,weekend,15,61,55,0.439,4.959509475156681e-20,0,5.212484134465473e-17
11,guys,14,49,55,0.352,9.300050527266124e-20,0,9.696852683096144e-17
11,amazing,8,24,55,0.173,2.8387025290009937e-12,0,1.7929681896636275e-09
11,fantastic,7,15,55,0.108,4.1297272760099104e-12,0,2.5591842010050848e-09
11,thanks,7,19,55,0.137,3.163159603104856e-11,0,1.7534314599894665e-08
11,unbelievable,7,19,55,0.137,3.163159603104856e-11,0,1.7534314599894665e-08
11,great job,4,6,55,0.043,3.555121924518103e-08,1,1.3231096259362332e-05
11,thank guys,4,6,55,0.043,3.555121924518103e-08,1,1.3231096259362332e-05
11,drive,8,73,55,0.525,3.9636806654184434e-08,0,1.4605877630631642e-05
11,good job,4,7,55,0.05,8.251012629610776e-08,1,2.9139382667412504e-05
11,yeah,13,298,55,2.143,1.2238703807548824e-07,0,4.122748593385985e-05
11,awesome,3,3,55,0.022,3.521514210831031e-07,0,0.0001083620117074
11,deserve,3,3,55,0.022,3.521514210831031e-07,0,0.0001083620117074
11,job guys,3,3,55,0.022,3.521514210831031e-07,1,0.0001083620117074
11,job mate,3,3,55,0.022,3.521514210831031e-07,1,0.0001083620117074
11,weekend thank,3,3,55,0.022,3.521514210831031e-07,1,0.0001083620117074
11,great,9,133,55,0.957,3.586705569510919e-07,0,0.0001100951006775
11,love,5,25,55,0.18,7.613619905936681e-07,0,0.0002232694037415
11,nice,6,51,55,0.367,1.4698412583487072e-06,0,0.0004152728282942
11,good,10,215,55,1.546,2.4217703675043527e-06,0,0.0006587215399611
11,world champions,3,7,55,0.05,1.2075769834307554e-05,1,0.0027321214802921
11,yes,6,78,55,0.561,1.8065150347141367e-05,0,0.0037912574952173
11,difficult,4,24,55,0.173,2.28740101234719e-05,0,0.0046303481571359
11,beautiful,3,10,55,0.072,4.077290136464642e-05,0,0.0079592580827366
11,really really,3,10,55,0.072,4.077290136464642e-05,1,0.0079592580827366
11,champions,3,13,55,0.094,9.569843062431232e-05,0,0.0171520832492491
11,year,6,107,55,0.77,0.0001083441734606,0,0.0191287170907906
11,really good,3,14,55,0.101,0.0001211780746822,1,0.0205683342887069
11,really,7,160,55,1.151,0.0001343463254519,0,0.0226131385184894
11,congrats,2,3,55,0.022,0.0001516842413567,0,0.0251930074494063
11,executed,2,3,55,0.022,0.0001516842413567,0,0.0251930074494063
11,good weekend,2,3,55,0.022,0.0001516842413567,1,0.0251930074494063
11,yes yes,2,3,55,0.022,0.0001516842413567,1,0.0251930074494063
12,podium,127,185,139,3.363,1.910639514411779e-214,0,3.585888240648026e-210
12,podium places,14,18,139,0.327,6.360106216540184e-22,1,7.329520300913886e-19
12,home,22,90,139,1.636,1.774808867073894e-19,0,1.8216194509429681e-16
12,place podium,8,9,139,0.164,8.634772529543659e-14,1,6.373044246299594e-11
12,comes home,10,28,139,0.509,2.8245840324482257e-11,1,1.57907468871029e-08
12,podium place,6,6,139,0.109,3.239645456797348e-11,1,1.788284292152136e-08
12,completes,8,15,139,0.273,5.630424694060189e-11,0,3.0069214414912655e-08
12,places,15,94,139,1.709,9.979428237456986e-11,0,5.04252832355442e-08
12,finish,12,53,139,0.963,1.1386277984869751e-10,0,5.7313550059013356e-08
12,completes podium,7,11,139,0.2,1.7508749891378847e-10,1,8.624949724469573e-08
12,podium finish,6,8,139,0.145,8.802383222008822e-10,1,4.00145985527554e-07
12,complete podium,5,6,139,0.109,1.0923407539478942e-08,1,4.415611042789494e-06
12,step,7,19,139,0.345,2.3669808795709948e-08,0,9.092528655980088e-06
12,step podium,6,12,139,0.218,2.7353931306522796e-08,1,1.0356340286241322e-05
12,stand podium,5,7,139,0.127,3.7673446871512265e-08,1,1.3981318520315806e-05
12,come home,6,13,139,0.236,5.0043171869745975e-08,1,1.8161524164529687e-05
12,podium season,4,5,139,0.091,5.156074829371742e-07,1,0.0001543017054176
12,rostrum,4,5,139,0.091,5.156074829371742e-07,0,0.0001543017054176
12,complete,6,22,139,0.4,1.901175617377865e-06,0,0.0005247244703962
12,career podium,3,3,139,0.055,5.879109920669612e-06,1,0.00140688858066
12,double podium,3,3,139,0.055,5.879109920669612e-06,1,0.00140688858066
12,final podium,3,3,139,0.055,5.879109920669612e-06,1,0.00140688858066
12,gonna podium,3,3,139,0.055,5.879109920669612e-06,1,0.00140688858066
12,seventh podium,3,3,139,0.055,5.879109920669612e-06,1,0.00140688858066
12,home second,5,16,139,0.291,6.865516644253153e-06,1,0.0016164231445437
12,stand,5,17,139,0.309,9.584527014181198e-06,0,0.0022052133467864
12,season,11,122,139,2.218,1.2082591797967202e-05,0,0.0027321214802921
12,time,23,484,139,8.798,1.7728222927400827e-05,0,0.0037324727809458
12,home podium,3,4,139,0.073,2.3202641036991216e-05,1,0.004689646413655
12,career,6,34,139,0.618,2.8636529482920004e-05,0,0.0057437445761039
12,campaign,3,6,139,0.109,0.0001129414071024,0,0.0197573772296757
12,finish season,3,6,139,0.109,0.0001129414071024,1,0.0197573772296757
12,final,9,108,139,1.963,0.000142331577341,0,0.0238203226812237
12,home finish,3,7,139,0.127,0.000195016428517,1,0.0317478046008145
12,return,3,8,139,0.145,0.0003078760286445,0,0.0469773764682943
12,place,24,622,139,11.306,0.0003104170161697,0,0.0472553255113756
13,championship,74,170,158,3.512,2.5487695453510849e-85,0,1.594510227571639e-81
13,world,67,145,158,2.996,8.987306418325403e-79,0,4.373023585236734e-75
13,world championship,33,72,158,1.488,1.361631631277593e-37,1,2.839455828424206e-34
13,champion,33,75,158,1.55,7.630600325558294e-37,0,1.4962354453291737e-33
13,world champion,19,49,158,1.012,3.59674665812109e-20,1,3.841676332986312e-17
13,title,15,42,158,0.868,1.6666108145443913e-15,0,1.4217705348804153e-12
13,constructors,12,25,158,0.517,1.641467259960622e-14,0,1.2913137888897403e-11
13,win,23,148,158,3.058,2.0793670923741767e-14,0,1.6260650662366062e-11
13,time world,10,20,158,0.413,1.6496212873164648e-12,1,1.0675893903570831e-09
13,championship leader,10,22,158,0.455,5.57209680421697e-12,1,3.312397238691441e-09
13,trophy,7,10,158,0.207,1.6042799369592724e-10,0,7.98348034083187e-08
13,2025,8,16,158,0.331,3.1126569825971335e-10,0,1.481624723716236e-07
13,points,15,110,158,2.273,5.93016170556541e-09,0,2.4811494402240805e-06
13,leader,11,58,158,1.198,2.03857436568305e-08,0,7.90028748867187e-06
13,2024,6,11,158,0.227,3.0022485981035976e-08,0,1.1301530424769576e-05
13,seven time,6,12,158,0.248,5.902243211644968e-08,1,2.112842245703186e-05
13,champions,6,13,158,0.269,1.0774689957225677e-07,0,3.6482878036610325e-05
13,time champion,4,4,158,0.083,1.755454122102887e-07,1,5.794586450889168e-05
13,world title,4,4,158,0.083,1.755454122102887e-07,1,5.794586450889168e-05
13,championship battle,5,9,158,0.186,4.1668288108334557e-07,1,0.0001270119029819
13,champion world,4,5,158,0.103,8.635786934050301e-07,1,0.0002491989449986
13,championship lead,5,11,158,0.227,1.477366202909264e-06,1,0.0004165031379257
13,constructors championship,5,12,158,0.248,2.490468896332704e-06,1,0.0006760079374475
13,constructors title,3,3,158,0.062,8.65722019958353e-06,1,0.0020094539945944
13,gap world,3,3,158,0.062,8.65722019958353e-06,1,0.0020094539945944
13,2022,5,15,158,0.31,8.979612533105063e-06,0,0.0020806094817446
13,seven,7,45,158,0.93,3.3016253334955665e-05,0,0.0065820080396557
13,constructors champions,3,4,158,0.083,3.410224456170325e-05,1,0.0067676986125956
13,tally,3,4,158,0.083,3.410224456170325e-05,0,0.0067676986125956
13,win world,3,4,158,0.083,3.410224456170325e-05,1,0.0067676986125956
13,time,24,484,158,10.0,5.00209585605902e-05,0,0.0096498582259267
13,today,8,65,158,1.343,5.1682578266888486e-05,0,0.0099266818748402
13,championship points,3,5,158,0.103,8.396024336415057e-05,1,0.0153626196827418
13,score,4,13,158,0.269,0.0001084741066301,0,0.0191287170907906
13,contenders,4,15,158,0.31,0.0002005010933311,0,0.0326002866800369
13,winner,6,43,158,0.888,0.0002291809192924,0,0.0358012752116183
14,pit,139,235,185,5.685,1.2838551889027002e-189,0,1.2974443022867777e-185
14,pit stop,50,90,185,2.177,3.561775496004228e-59,1,1.1698295439076288e-55
14,lane,47,75,185,1.814,3.907736023110247e-59,0,1.2223398280288855e-55
14,pit lane,45,69,185,1.669,9.08489317603288e-58,1,2.775667269522083e-54
14,stop,63,254,185,6.145,1.932515592611335e-48,0,5.077723369898135e-45
14,pits,41,108,185,2.613,1.5315971915856653e-39,0,3.353585210695973e-36
14,coming pit,7,7,185,0.169,4.335822507184865e-12,1,2.674286468093516e-09
14,comes pit,6,8,185,0.194,4.9763513569803726e-09,1,2.102164424034256e-06
14,come pits,6,13,185,0.315,2.756007696732476e-07,1,8.745731090964388e-05
14,comes,23,286,185,6.919,3.409541373440812e-07,0,0.0001063971276667
14,coming,18,187,185,4.524,5.225482542803128e-07,0,0.0001560234078507
14,come pit,4,5,185,0.121,1.6276148442866943e-06,1,0.0004549564420915
14,pitted,7,27,185,0.653,2.552583253495368e-06,0,0.0006914395412602
14,stops,7,28,185,0.677,3.334377037731974e-06,0,0.0008749255532224
14,slow,10,67,185,1.621,4.038354720241241e-06,0,0.0010261951445385
14,fast lane,4,6,185,0.145,4.790401289592939e-06,1,0.0011896857463545
14,second pit,4,7,185,0.169,1.096613401619537e-05,1,0.0025055423000203
14,come,17,210,185,5.08,1.1732863772015193e-05,0,0.0026668109185333
14,coming pits,5,14,185,0.339,1.3165273144329834e-05,1,0.002937984120746
14,60 kilometers,3,3,185,0.073,1.3935988122618614e-05,1,0.0029818475172591
14,high pressure,3,3,185,0.073,1.3935988122618614e-05,1,0.0029818475172591
14,pit crew,3,3,185,0.073,1.3935988122618614e-05,1,0.0029818475172591
14,slow pit,3,3,185,0.073,1.3935988122618614e-05,1,0.0029818475172591
14,started pit,3,3,185,0.073,1.3935988122618614e-05,1,0.0029818475172591
14,starting pit,3,3,185,0.073,1.3935988122618614e-05,1,0.0029818475172591
14,time pit,3,3,185,0.073,1.3935988122618614e-05,1,0.0029818475172591
14,make pit,4,8,185,0.194,2.15176239656094e-05,1,0.0043895952889843
14,60,3,4,185,0.097,5.4748524767430266e-05,0,0.0104090335598349
14,called pits,3,4,185,0.097,5.4748524767430266e-05,1,0.0104090335598349
14,exit pit,3,4,185,0.097,5.4748524767430266e-05,1,0.0104090335598349
14,pits comes,3,4,185,0.097,5.4748524767430266e-05,1,0.0104090335598349
14,starting,5,21,185,0.508,0.0001165711520111,0,0.0203112091069188
14,cheap,3,5,185,0.121,0.0001344298896521,0,0.0226131385184894
14,crews,3,5,185,0.121,0.0001344298896521,0,0.0226131385184894
14,called,4,12,185,0.29,0.0001409951540479,0,0.0236267593854652
14,crew,4,12,185,0.29,0.0001409951540479,0,0.0236267593854652
14,pit stops,4,12,185,0.29,0.0001409951540479,1,0.0236267593854652
14,fast,5,24,185,0.581,0.0002295427266218,0,0.0358152081385682
14,going pit,3,6,185,0.145,0.0002640693780146,1,0.0407666023572961
14,kilometers hour,3,6,185,0.145,0.0002640693780146,1,0.0407666023572961
14,pits going,3,6,185,0.145,0.0002640693780146,1,0.0407666023572961
15,tires,170,207,379,10.259,8.548963210618656e-201,0,1.4039107384477957e-196
15,tire,96,120,379,5.947,8.063112635747663e-107,0,5.575260450705184e-103
15,tyres,58,67,379,3.321,7.58018174353541e-68,0,3.0177392628445704e-64
15,hard,74,123,379,6.096,1.5595679508024914e-66,0,6.026170561900828e-63
15,medium,49,63,379,3.122,1.06711671446037e-52,0,2.9828409676371397e-49
15,compound,31,35,379,1.735,4.662676931056549e-37,0,9.424059146069004e-34
15,tyre,30,36,379,1.784,3.4561501467214413e-34,0,6.135880833455081e-31
15,soft,31,43,379,2.131,9.506572204684592e-32,0,1.5611692874533032e-28
15,fresher,27,39,379,1.933,5.3917967985143846e-27,0,7.378673918766936e-24
15,compound tire,17,17,379,0.843,4.6461533039666614e-23,1,5.758424872282302e-20
15,fresher tires,18,21,379,1.041,2.55489503184338e-21,1,2.8206041151550917e-18
15,hard compound,16,17,379,0.843,1.5860789842265685e-20,1,1.7079730543586036e-17
15,medium tires,16,18,379,0.892,1.3635643736325708e-19,1,1.4105482925224616e-16
15,hard tires,17,24,379,1.189,1.166656354418519e-17,1,1.1353381127265731e-14
15,intermediate,16,21,379,1.041,1.5807283308022997e-17,0,1.5158377020984155e-14
15,temperature,15,19,379,0.942,6.610464263154614e-17,0,6.030946896084728e-14
15,hard tyres,12,12,379,0.595,1.858325504899571e-16,1,1.672187476244425e-13
15,set,19,37,379,1.834,8.072694498750775e-16,0,7.070388749785879e-13
15,hard tire,15,21,379,1.041,8.445767032941644e-16,1,7.348152912051267e-13
15,medium tire,13,15,379,0.743,8.562778251715265e-16,1,7.400944444719373e-13
15,tires going,11,13,379,0.644,2.747854811016274e-13,1,1.9304929072303424e-10
15,soft tire,10,11,379,0.545,8.393073004669757e-13,1,5.568931106371181e-10
15,soft tires,11,15,379,0.743,4.393469099331832e-12,1,2.6971794224010223e-09
15,intermediate tires,10,12,379,0.595,4.814703067718803e-12,1,2.928409399188081e-09
15,rubber,15,34,379,1.685,1.5945915553483096e-11,0,9.029787076527566e-09
15,hard tyre,8,8,379,0.396,3.392164019935993e-11,1,1.864639917502557e-08
15,fresh,10,15,379,0.743,1.9147176358145152e-10,0,9.282211960249733e-08
15,slick,10,15,379,0.743,1.9147176358145152e-10,0,9.282211960249733e-08
15,traction,17,55,379,2.726,5.559796214276131e-10,0,2.590155274633833e-07
15,medium compound,7,7,379,0.347,6.966702449545965e-10,1,3.234125445270497e-07
15,rear,20,85,379,4.213,3.503750236758121e-09,0,1.5092088232929017e-06
15,new,15,49,379,2.429,6.825192994984698e-09,0,2.837552388952879e-06
15,medium tyre,6,6,379,0.297,1.4271467404016276e-08,1,5.630415320330457e-06
15,set tires,6,6,379,0.297,1.4271467404016276e-08,1,5.630415320330457e-06
15,compound tires,6,7,379,0.347,9.572025035838637e-08,1,3.278924365381073e-05
15,fired,6,7,379,0.347,9.572025035838637e-08,0,3.278924365381073e-05
15,grip,16,70,379,3.469,2.049507943973627e-07,0,6.714617347817435e-05
15,pits,20,108,379,5.353,2.5515720649001305e-07,0,8.15609079314646e-05
15,new set,6,8,379,0.396,3.6687326999882173e-07,1,0.0001120891691148
15,pirelli,6,8,379,0.396,3.6687326999882173e-07,0,0.0001120891691148
15,set hard,5,6,379,0.297,1.6783093031108127e-06,1,0.0004651678544419
15,softs,5,6,379,0.297,1.6783093031108127e-06,0,0.0004651678544419
15,better,15,78,379,3.866,5.050185418029398e-06,0,0.0012518361499604
15,cold,5,7,379,0.347,5.63478193499188e-06,0,0.0013708798360953
15,warm,5,7,379,0.347,5.63478193499188e-06,0,0.0013708798360953
15,12 laps,4,4,379,0.198,5.94342316912019e-06,1,0.00140688858066
15,compound tyre,4,4,379,0.198,5.94342316912019e-06,1,0.00140688858066
15,new tires,4,4,379,0.198,5.94342316912019e-06,1,0.00140688858066
15,rear axle,4,4,379,0.198,5.94342316912019e-06,1,0.00140688858066
15,tire temperature,4,4,379,0.198,5.94342316912019e-06,1,0.00140688858066
15,tires got,4,4,379,0.198,5.94342316912019e-06,1,0.00140688858066
15,tires lot,4,4,379,0.198,5.94342316912019e-06,1,0.00140688858066
15,younger,4,4,379,0.198,5.94342316912019e-06,0,0.00140688858066
15,rid,6,12,379,0.595,1.0209229742781331e-05,0,0.0023366685830795
15,window,6,13,379,0.644,1.8170558400197155e-05,0,0.0037978289992105
15,axle,4,5,379,0.248,2.8550671418847013e-05,0,0.0057352798292392
15,try end,4,5,379,0.248,2.8550671418847013e-05,1,0.0057352798292392
15,end,18,127,379,6.294,4.88752080477419e-05,0,0.0094565969550517
15,harder,4,6,379,0.297,8.229539565031939e-05,0,0.015078995674974
15,soft compound,4,6,379,0.297,8.229539565031939e-05,1,0.015078995674974
15,tires just,4,6,379,0.297,8.229539565031939e-05,1,0.015078995674974
15,working,7,23,379,1.14,8.53819674437955e-05,0,0.0155577549998558
15,bring,7,24,379,1.189,0.0001154559485201,0,0.0201436131378181
15,bring tires,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,fresh tires,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,got tyres,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,intermediate tyres,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,laps younger,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,temperature window,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tire grip,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tire medium,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tire run,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tire way,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tires gets,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tires getting,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tires make,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tires ve,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tyres fired,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,tyres got,3,3,379,0.149,0.00012082852847,1,0.0205355352603969
15,warming,3,3,379,0.149,0.00012082852847,0,0.0205355352603969
15,faster,5,12,379,0.595,0.0001727352840191,0,0.028580945432371
15,fresher rubber,5,12,379,0.595,0.0001727352840191,1,0.028580945432371
15,mediums,5,13,379,0.644,0.000269338237531,0,0.0415311975280241
16,safety,106,138,122,2.202,4.705245785221953e-191,0,5.61960336617563e-187
16,safety car,105,134,122,2.138,1.9018827289077827e-190,1,2.082181211608241e-186
16,car,109,400,122,6.382,2.616874421554752e-130,0,2.2919632933745134e-126
16,virtual,34,38,122,0.606,3.698028432862923e-59,0,1.1849565448678036e-55
16,virtual safety,33,37,122,0.59,2.8293332371125475e-57,1,8.447874621793138e-54
16,deployed,14,18,122,0.287,9.36185839184222e-23,0,1.1283701909051957e-19
16,car deployed,11,14,122,0.223,3.7726343067660934e-18,1,3.783462631188566e-15
16,car safety,7,7,122,0.112,2.213882779127836e-13,1,1.5893500764519048e-10
16,ending,7,11,122,0.175,6.928510040445117e-11,0,3.670322318844829e-08
16,car ending,5,5,122,0.08,9.52506623089031e-10,1,4.315052072929122e-07
16,going safety,4,4,122,0.064,6.16949840700802e-08,1,2.1906054668083398e-05
16,got safety,4,4,122,0.064,6.16949840700802e-08,1,2.1906054668083398e-05
16,lapped cars,4,4,122,0.064,6.16949840700802e-08,1,2.1906054668083398e-05
16,timing,5,10,122,0.16,2.2511280560871977e-07,0,7.302325913494116e-05
16,car coming,4,5,122,0.08,3.04664893858045e-07,1,9.598478440166552e-05
16,lapped,4,5,122,0.08,3.04664893858045e-07,0,9.598478440166552e-05
16,allowed overtake,3,3,122,0.048,3.962995447325152e-06,1,0.0010089970734259
16,need safety,3,3,122,0.048,3.962995447325152e-06,1,0.0010089970734259
16,barrier,6,32,122,0.511,9.407639724816684e-06,0,0.0021683124148903
16,car ll,3,4,122,0.064,1.566689683709037e-05,1,0.003309090416189
16,impact,3,4,122,0.064,1.566689683709037e-05,0,0.003309090416189
16,end lap,4,14,122,0.223,5.4552082110891846e-05,1,0.0104090335598349
16,cars,8,87,122,1.388,6.797926369120997e-05,0,0.0126678634704913
16,surprised,3,7,122,0.112,0.0001323458656744,0,0.022348419600061
16,barriers,5,35,122,0.558,0.0002106769716966,0,0.0340023314909268
17,seconds,34,143,67,1.253,2.3530377503150905e-42,0,5.5202265622392006e-39
17,gap,22,89,67,0.78,3.162934359717772e-27,0,4.468103918734215e-24
17,tenths,8,28,67,0.245,6.112632399127658e-11,0,3.251227506347349e-08
17,hour,7,20,67,0.175,2.0370955419657407e-10,0,9.803130546567442e-08
17,miles hour,5,9,67,0.079,5.441924090712818e-09,1,2.284147665627754e-06
17,tenths second,6,19,67,0.166,8.934550610093985e-09,1,3.645296648918346e-06
17,gap seconds,4,7,67,0.061,1.8473024078166425e-07,1,6.06728002823298e-05
17,miles,5,17,67,0.149,2.531498146991089e-07,0,8.111660989246374e-05
17,half,6,46,67,0.403,2.5629341924986115e-06,0,0.0006928149022092
17,extra,5,28,67,0.245,3.73191415429702e-06,0,0.0009538598325582
17,20,4,17,67,0.149,1.1758453725367263e-05,0,0.002668011427675
17,pace,6,69,67,0.605,2.801700944439772e-05,0,0.0056540132607791
17,10 seconds,3,8,67,0.07,3.48937265284024e-05,1,0.0069143261182434
17,second,15,566,67,4.959,8.497236478913321e-05,0,0.0155046241618571
17,10,6,98,67,0.859,0.0002017148622469,0,0.0326763153422319
17,12 miles,2,3,67,0.026,0.0002256035562149,1,0.0353264514914097
17,gap come,2,3,67,0.026,0.0002256035562149,1,0.0353264514914097
17,gap tenths,2,3,67,0.026,0.0002256035562149,1,0.0353264514914097
17,second gap,2,3,67,0.026,0.0002256035562149,1,0.0353264514914097
17,tenths quicker,2,3,67,0.026,0.0002256035562149,1,0.0353264514914097
18,teammate,65,175,600,13.731,1.5131522709054223e-28,0,2.3387281499114207e-25
18,team,38,101,600,7.925,2.676740469653529e-17,0,2.5299241434618853e-14
18,ahead teammate,8,12,600,0.942,5.120275120071924e-07,1,0.0001539316393992
18,ahead,56,417,600,32.719,3.830506858175194e-05,0,0.0075222222570945
18,past,48,369,600,28.953,0.0002991218022169,0,0.0458546393092828
19,lead,68,325,115,4.888,3.497820913392372e-65,0,1.3129420580509609e-61
19,leads,39,98,115,1.474,1.116327926919348e-47,0,2.820359571672236e-44
19,leads second,5,8,115,0.12,3.8089366559157725e-08,1,1.409585527063635e-05
19,lead second,4,4,115,0.06,4.855965648468853e-08,1,1.7770399527388414e-05
19,maintains lead,5,9,115,0.135,8.467380833771857e-08,1,2.9823341137201372e-05
19,holds lead,5,10,115,0.15,1.6731819428642377e-07,1,5.579085048876449e-05
19,lead comes,4,5,115,0.075,2.399773367896337e-07,1,7.765335615289388e-05
19,holds,6,22,115,0.331,6.222174982850967e-07,0,0.0001838804613035
19,leads comes,4,7,115,0.105,1.6410558113628797e-06,1,0.0004577395929376
19,maintains,5,16,115,0.241,2.69796554611091e-06,0,0.0007263277081677
19,leads inside,3,3,115,0.045,3.3141965550799915e-06,1,0.0008725568870144
19,leads leads,3,4,115,0.06,1.3111107250865904e-05,1,0.002937984120746
19,takes lead,6,36,115,0.541,1.3681249770340612e-05,1,0.002965986583875
19,maintain lead,3,7,115,0.105,0.0001109862668676,1,0.019467198659546
20,wing,36,61,61,0.487,4.513681672100567e-65,0,1.6471928982052338e-61
20,puncture,14,23,61,0.183,6.590519124041368e-25,0,8.57263406376296e-22
20,damage,16,53,61,0.423,3.807340153093455e-22,0,4.506244323899151e-19
20,damaged,9,12,61,0.096,1.5272015052915582e-17,0,1.475276654111645e-14
20,got puncture,5,8,61,0.064,1.5029913659975386e-09,1,6.67925866386923e-07
20,contact,12,150,61,1.197,1.5909618660650215e-09,0,7.013899534099272e-07
20,bit contact,4,4,61,0.032,3.665536417247977e-09,1,1.5635178972479553e-06
20,damage wing,4,4,61,0.032,3.665536417247977e-09,1,1.5635178972479553e-06
20,damaged wing,4,4,61,0.032,3.665536417247977e-09,1,1.5635178972479553e-06
20,rear,8,85,61,0.678,3.043959014228055e-07,0,9.598478440166552e-05
20,wing endplate,3,3,61,0.024,4.830924202317852e-07,1,0.0001459005742537
20,think,11,210,61,1.675,6.463637766053763e-07,0,0.0001903961603482
20,endplate,3,4,61,0.032,1.9213730716753963e-06,0,0.0005280801436494
20,ripped,3,4,61,0.032,1.9213730716753963e-06,0,0.0005280801436494
20,rear wing,4,16,61,0.128,6.209363216972985e-06,1,0.0014645624811365
20,wing damage,2,3,61,0.024,0.0001868257585157,1,0.0305278866303032
21,braking,51,84,128,1.406,4.856621907715218e-73,0,2.2787269990999805e-69
21,brakes,39,105,128,1.758,4.100922247730853e-44,0,1.016533511731865e-40
21,braking zone,20,33,128,0.552,3.066335181913297e-28,1,4.526324166955521e-25
21,zone,20,51,128,0.854,3.2469929950827703e-23,0,4.062637635447562e-20
21,brake,13,25,128,0.418,1.9127683957440657e-17,0,1.8209555127483504e-14
21,late,18,112,128,1.875,2.399564887408324e-13,0,1.6948668636997634e-10
21,late braking,7,11,128,0.184,9.750164747136617e-11,1,4.9457051884935154e-08
21,brake pedal,5,5,128,0.084,1.2157058941376166e-09,1,5.488473455265415e-07
21,pedal,5,6,128,0.1,7.196399834219231e-09,0,2.954481951938705e-06
21,lock,8,56,128,0.937,3.58259840595825e-06,0,0.000921124045096
21,brakes just,3,3,128,0.05,4.582277245041565e-06,1,0.0011552888882317
21,way traffic,3,3,128,0.05,4.582277245041565e-06,1,0.0011552888882317
21,outside brakes,3,4,128,0.067,1.81043112346285e-05,1,0.0037934162563964
21,curb,5,23,128,0.385,3.209932128041182e-05,0,0.0064089368275613
21,brakes late,3,5,128,0.084,4.470607795809169e-05,1,0.0086883220381986
21,late brakes,5,27,128,0.452,7.298498316149794e-05,1,0.0135239423805711
21,rear,8,85,128,1.423,8.088300563675161e-05,0,0.0148824730371622
21,super late,3,6,128,0.1,8.831714845889272e-05,1,0.015981754402115
21,zone turn,3,6,128,0.1,8.831714845889272e-05,1,0.015981754402115
22,wheel,64,138,71,1.281,9.688405375126476e-111,0,7.487199673897739e-107
22,wheel wheel,51,90,71,0.836,1.5341493701818175e-89,1,1.0077520382850324e-85
22,going wheel,16,27,71,0.251,6.0203180736431184e-27,1,8.089149423643866e-24
