cluster,term,in_cluster,corpus_docfreq,cluster_size,expected,p,is_bigram,q
22,wheel turn,6,8,71,0.074,1.4257399817716707e-11,1,8.179389338219869e-09
22,wheel goes,3,3,71,0.028,7.671894214600634e-07,1,0.0002244772325918
22,goes wheel,3,4,71,0.037,3.04828324288135e-06,1,0.0008041591552545
22,went wheel,3,4,71,0.037,3.04828324288135e-06,1,0.0008041591552545
22,wheel action,3,4,71,0.037,3.04828324288135e-06,1,0.0008041591552545
22,wheel gets,3,4,71,0.037,3.04828324288135e-06,1,0.0008041591552545
22,wheels,5,29,71,0.269,5.975195195783857e-06,0,0.0014118655468368
22,went,7,100,71,0.928,3.550479713629857e-05,0,0.0070142529753058
23,racetrack,58,86,72,0.81,1.603602072534758e-110,0,1.1704156993407019e-106
23,corner racetrack,5,6,72,0.056,3.8293589188830467e-10,1,1.7967352047399257e-07
23,turn racetrack,4,6,72,0.056,1.0685672948469417e-07,1,3.63272319902291e-05
23,turns racetrack,2,3,72,0.028,0.0002606919184424,1,0.0403875724968131
24,car,42,400,60,3.138,7.207941405555886e-41,0,1.6326732932695004e-37
24,cars,13,87,60,0.683,7.106660184872667e-14,0,5.2748281833210806e-11
24,car length,6,7,60,0.055,1.2566712036630058e-12,1,8.254821802621553e-10
24,car lengths,6,8,60,0.063,4.9962358189817026e-12,1,2.983570349793365e-09
24,length,6,8,60,0.063,4.9962358189817026e-12,0,2.983570349793365e-09
24,lengths,6,8,60,0.063,4.9962358189817026e-12,0,2.983570349793365e-09
24,couple car,4,5,60,0.039,1.7025482354103232e-08,1,6.637209999266071e-06
24,width,4,6,60,0.047,5.0777099707839666e-08,0,1.837711363971665e-05
24,got car,4,9,60,0.071,4.190741997064134e-07,1,0.00012729468158
24,length ahead,3,3,60,0.024,4.593337766138284e-07,1,0.0001390447793465
24,car ahead,4,12,60,0.094,1.6176051344205832e-06,1,0.0004531225845194
24,car width,3,5,60,0.039,4.542110742305925e-06,1,0.0011497578822373
24,flat floor,3,6,60,0.047,9.033444384904008e-06,1,0.0020857254648702
24,floor,3,11,60,0.086,7.24678897993932e-05,0,0.0134470925004026
24,flat,3,12,60,0.094,9.60846513543841e-05,0,0.0171744451106579
24,couple,5,63,60,0.494,0.0001245225243864,0,0.0211087369855415
24,positions car,2,3,60,0.024,0.000180716162906,1,0.0296772082724316
25,driver,49,207,69,1.868,2.8583314421495315e-63,0,9.882003987995709e-60
25,nation driver,27,75,69,0.677,2.533029012140562e-38,1,5.367406766112555e-35
25,nation,28,127,69,1.146,6.196075134968726e-33,0,1.0571630739372097e-29
25,drivers,13,69,69,0.623,2.0941987648813825e-14,0,1.6279731179589138e-11
25,driver getting,3,3,69,0.027,7.032826970165087e-07,1,0.0002066990326694
25,board nation,3,4,69,0.036,2.7949138893207087e-06,1,0.0007493563410681
25,driver trying,3,4,69,0.036,2.7949138893207087e-06,1,0.0007493563410681
25,contract,2,3,69,0.027,0.0002393365488757,0,0.0372107437220082
26,fight,30,114,110,1.64,8.976054730324143e-31,0,1.43809532469642e-27
26,defend,19,40,110,0.575,2.0299433510792208e-25,0,2.6668583769138373e-22
26,battle,20,110,110,1.582,3.707750937769621e-17,0,3.454677214187387e-14
26,defensive,11,39,110,0.561,3.930718586880926e-12,0,2.4474032467775763e-09
26,going fight,6,10,110,0.144,1.548335449299253e-09,1,6.848960201587161e-07
26,try defend,3,4,110,0.058,1.1466121616566967e-05,1,0.0026106987755599
26,defended,3,5,110,0.072,2.836454482281913e-05,0,0.0057153687739918
26,try fight,4,15,110,0.216,4.8970301005364e-05,1,0.0094610621542363
26,defense,4,21,110,0.302,0.0002008798706073,0,0.0326215004708409
26,fights,4,22,110,0.316,0.0002428128914049,0,0.0377066033347671
26,going,26,894,110,12.86,0.000300542089104,0,0.0460186684127476
27,inside,126,469,762,46.734,1.9575379240874423e-27,0,2.7953641555968684e-24
27,door,22,47,762,4.683,9.141001197383428e-11,0,4.65468284227692e-08
27,corner,50,226,762,22.52,3.418611031601194e-08,0,1.2795539683408504e-05
27,gets away,10,14,762,1.395,6.2971651724882e-08,1,2.229909357684124e-05
27,past,69,369,762,36.77,1.213968507786273e-07,0,4.099905570152427e-05
27,outside,64,338,762,33.681,2.2313663619665026e-07,0,7.25613829627998e-05
27,open door,8,10,762,0.996,3.521996331072589e-07,1,0.0001083620117074
27,getaway,10,19,762,1.893,3.643996070937439e-06,0,0.0009332039528566
27,space,18,58,762,5.78,7.398922301346413e-06,0,0.0017326930771153
27,ahead,68,417,762,41.553,2.26894786866004e-05,0,0.0046000817159426
27,close,36,189,762,18.833,9.239731471083988e-05,0,0.0166057313508225
27,goes corner,4,4,762,0.399,9.78974645822363e-05,1,0.0174273405243304
27,leads corner,4,4,762,0.399,9.78974645822363e-05,1,0.0174273405243304
27,past outside,4,4,762,0.399,9.78974645822363e-05,1,0.0174273405243304
27,goes,67,431,762,42.948,0.0001193508869504,0,0.0205355352603969
27,inside goes,7,15,762,1.495,0.0002981442275881,1,0.0457581729481539
27,inside line,20,88,762,8.769,0.0003189726351721,1,0.0485015612481231
28,turn,71,574,82,6.155,1.4345387222237676e-69,0,6.079482553899023e-66
28,run turn,7,14,82,0.15,4.0596943043798645e-11,1,2.2039107393892936e-08
28,abreast,4,7,82,0.075,4.195484496723434e-07,0,0.00012729468158
28,way turn,5,21,82,0.225,2.22963052533874e-06,1,0.0006079353009495
28,run,8,104,82,1.115,1.3849597098965877e-05,0,0.0029818475172591
28,heading turn,4,15,82,0.161,1.532528229064524e-05,1,0.0032526240488139
28,outside turn,4,24,82,0.257,0.0001108457012522,1,0.019467198659546
29,turn,55,574,60,4.504,4.551194816366288e-57,0,1.32870615598875e-53
29,turn 11,17,20,60,0.157,1.5043882585724903e-34,1,2.7450071091419376e-31
29,11,17,30,60,0.235,1.498201619921332e-29,0,2.3714185062504202e-26
29,turn 10,7,9,60,0.071,4.5396248847336893e-14,1,3.407987193467275e-11
29,turn seven,6,8,60,0.063,4.9962358189817026e-12,1,2.983570349793365e-09
29,13,5,14,60,0.11,4.7595250877245306e-08,0,1.746612759566754e-05
29,turn 12,5,16,60,0.126,1.0260302036198633e-07,1,3.501188156643199e-05
29,12,6,35,60,0.275,2.458187953415956e-07,0,7.934813281768419e-05
29,inside turn,5,19,60,0.149,2.6825679767066144e-07,1,8.533294201157583e-05
29,seven,6,45,60,0.353,1.1608455943594666e-06,0,0.0003329852637654
29,heading turn,4,15,60,0.118,4.382784617909838e-06,1,0.0011115689420125
29,heading,6,58,60,0.455,5.3308109616553e-06,0,0.0013066056360045
29,coming turn,4,16,60,0.126,5.809511817092454e-06,1,0.00140688858066
29,turn 13,3,6,60,0.047,9.033444384904008e-06,1,0.0020857254648702
29,10,7,98,60,0.769,1.0143291925110652e-05,0,0.0023256284815939
29,14,4,20,60,0.157,1.5106670717045432e-05,0,0.003211414194373
29,turn 14,3,12,60,0.094,9.60846513543841e-05,1,0.0171744451106579
29,away turn,2,3,60,0.024,0.000180716162906,1,0.0296772082724316
30,lap,135,325,136,5.78,1.792944500783715e-197,0,2.617220852610681e-193
30,fastest lap,25,49,136,0.871,7.952331488702437e-32,1,1.3224626603288244e-28
30,fastest,25,70,136,1.245,6.034105495045509e-27,0,8.089149423643866e-24
30,opening,15,52,136,0.925,6.596226137535117e-15,0,5.349295092869219e-12
30,previous lap,8,8,136,0.142,8.14459329549935e-15,1,6.5244151755458696e-12
30,opening lap,11,21,136,0.373,1.1352018832423828e-14,1,8.984233892340439e-12
30,previous,8,11,136,0.196,1.2847044082508916e-12,0,8.39698140986911e-10
30,lap lap,6,7,136,0.124,1.9556809077100502e-10,1,9.445938784239544e-08
30,turn lap,5,7,136,0.124,3.37473350382736e-08,1,1.2667399679966378e-05
30,lap goes,4,6,136,0.107,1.397060203051244e-06,1,0.0003955607354225
30,lap going,4,6,136,0.107,1.397060203051244e-06,1,0.0003955607354225
30,lap time,4,6,136,0.107,1.397060203051244e-06,1,0.0003955607354225
30,quicker,6,23,136,0.409,2.23042880783157e-06,0,0.0006079353009495
30,end lap,5,14,136,0.249,2.9094497527241887e-06,1,0.0007768940461664
30,middle,6,33,136,0.587,2.114213809671677e-05,0,0.0043264322968757
30,corners lap,3,4,136,0.071,2.1728511993584583e-05,1,0.0044188931759584
30,sector lap,3,4,136,0.071,2.1728511993584583e-05,1,0.0044188931759584
30,seconds,11,143,136,2.543,4.3925144938822944e-05,0,0.0085491997651597
30,middle sector,4,13,136,0.231,6.042769852268755e-05,1,0.0114226608936929
30,lap number,3,6,136,0.107,0.0001058288759873,1,0.0187629884098764
30,sector,5,28,136,0.498,0.0001168849198402,0,0.020338904938976
30,point fastest,3,7,136,0.124,0.0001827894249576,1,0.0299428223107633
30,seconds away,3,8,136,0.142,0.000288658531969,1,0.0444060928524201
31,race,157,476,162,10.084,3.748911590902564e-193,0,4.925170091664153e-189
31,lead race,28,38,162,0.805,4.723288661428242e-40,1,1.0517402901420284e-36
31,lead,42,325,162,6.885,2.589556389131887e-22,0,3.0927778198053713e-19
31,race leader,10,27,162,0.572,8.533164270853936e-11,1,4.3620738881233735e-08
31,leader,13,58,162,1.229,1.477357288933089e-10,0,7.40798821339212e-08
31,takes lead,9,36,162,0.763,3.9689884865846855e-08,1,1.4605877630631642e-05
31,race lead,6,17,162,0.36,8.407597290217307e-07,1,0.0002432943836122
31,start race,5,11,162,0.233,1.6723067006270983e-06,1,0.0004651678544419
31,started race,4,6,162,0.127,2.8173784525012297e-06,1,0.0007538409604395
31,win race,4,9,162,0.191,2.251315397606341e-05,1,0.0045713881248211
31,going lead,4,10,162,0.212,3.690324037744735e-05,1,0.0072577845925561
31,race going,4,10,162,0.212,3.690324037744735e-05,1,0.0072577845925561
31,race control,4,11,162,0.233,5.703520247848749e-05,1,0.0108124917183459
31,lap race,5,21,162,0.445,6.202052294403191e-05,1,0.0117069083653665
31,race far,3,5,162,0.106,9.047057467645626e-05,1,0.0163264590916128
31,review,3,5,162,0.106,9.047057467645626e-05,0,0.0163264590916128
31,place race,4,15,162,0.318,0.0002207708771807,1,0.0352045692637203
31,retake lead,3,7,162,0.148,0.000306867629194,1,0.0468779554104573
32,fourth,15,157,45,0.924,5.017357541447522e-15,0,4.145662668963583e-12
32,place,23,622,45,3.66,4.3577494046890144e-14,0,3.290251067761057e-11
32,position,15,380,45,2.236,1.8595874751835094e-09,0,8.143505471323625e-07
32,fourth place,7,51,45,0.3,1.4329595932136816e-08,1,5.636422141258701e-06
32,second,13,566,45,3.331,1.3976656308533292e-05,0,0.0029856865027477
32,second place,7,155,45,0.912,2.9175526709370794e-05,1,0.0058429329222108
32,couple positions,2,4,45,0.024,0.0002016640905416,1,0.0326763153422319
33,seventh,27,67,122,1.069,3.5390953986426977e-32,0,5.960925603744654e-29
33,place,55,622,122,9.923,1.5378201430361335e-28,0,2.3492169664129657e-25
33,sixth,24,81,122,1.292,7.700267535394656e-25,0,9.917944585588318e-22
33,fifth,19,90,122,1.436,9.549017122301478e-17,0,8.651804644548131e-14
33,sixth place,12,26,122,0.415,1.255821938840234e-15,1,1.0783324381508145e-12
33,eighth,16,68,122,1.085,4.738311336521936e-15,0,3.939875887005733e-12
33,seventh place,10,21,122,0.335,2.238874216593241e-13,1,1.5985561906475737e-10
33,11th,10,26,122,0.415,3.152778691546268e-12,0,1.98181556641427e-09
33,position,28,380,122,6.063,4.788654517401778e-12,0,2.9261129110612834e-09
33,fifth place,9,34,122,0.542,1.865871349426632e-09,1,8.143877554892797e-07
33,sixth position,8,25,122,0.399,2.872530455605944e-09,1,1.2413867142621268e-06
33,10th,8,29,122,0.463,1.0807059324803622e-08,0,4.382062425479632e-06
33,ninth,8,55,122,0.877,2.1678667970799016e-06,0,0.0005945838587331
33,12th,5,16,122,0.255,3.613173901917572e-06,0,0.0009271178408951
33,seventh position,4,13,122,0.207,3.945120385881148e-05,1,0.0077242047066396
33,11th place,3,9,122,0.144,0.0003102788778063,1,0.0472553255113756
