pair_id,event_id,threshold,category_id,category_name,register,n_category,n_total,n_assigned,p_all,p_assigned
P03,2023_Singapore_GP,0.35,20,Wing & car damage,FULL_RACE,31,1635,1407,0.018960244648318,0.0220326936744847
P03,2023_Singapore_GP,0.35,21,Braking & lockups,FULL_RACE,39,1635,1407,0.0238532110091743,0.0277185501066098
P03,2023_Singapore_GP,0.35,22,Wheel-to-wheel,FULL_RACE,3,1635,1407,0.0018348623853211,0.0021321961620469
P03,2023_Singapore_GP,0.35,23,Circuit action,FULL_RACE,46,1635,1407,0.0281345565749235,0.0326936744847192
P03,2023_Singapore_GP,0.35,24,Inter-car distance,FULL_RACE,39,1635,1407,0.0238532110091743,0.0277185501066098
P03,2023_Singapore_GP,0.35,25,Driver & team references,FULL_RACE,60,1635,1407,0.036697247706422,0.0426439232409381
P03,2023_Singapore_GP,0.35,26,Defending & attacking,FULL_RACE,39,1635,1407,0.0238532110091743,0.0277185501066098
P03,2023_Singapore_GP,0.35,27,Overtake battles,FULL_RACE,201,1635,1407,0.1229357798165137,0.1428571428571428
P03,2023_Singapore_GP,0.35,28,Corner battles,FULL_RACE,11,1635,1407,0.0067278287461773,0.0078180525941719
P03,2023_Singapore_GP,0.35,29,Corner specific moves,FULL_RACE,21,1635,1407,0.0128440366972477,0.0149253731343283
P03,2023_Singapore_GP,0.35,30,Lap pace & timing,FULL_RACE,56,1635,1407,0.0342507645259938,0.0398009950248756
P03,2023_Singapore_GP,0.35,31,Race leader changes,FULL_RACE,71,1635,1407,0.0434250764525993,0.0504619758351101
P03,2023_Singapore_GP,0.35,32,Front position changes,FULL_RACE,34,1635,1407,0.0207951070336391,0.0241648898365316
P03,2023_Singapore_GP,0.35,33,Field position changes,FULL_RACE,35,1635,1407,0.0214067278287461,0.0248756218905472
P03,2023_Singapore_GP,0.4,0,DRS-assisted battles,FULL_RACE,39,1635,1313,0.0238532110091743,0.0297029702970297
P03,2023_Singapore_GP,0.4,1,Time penalties,FULL_RACE,12,1635,1313,0.0073394495412844,0.0091393754760091
P03,2023_Singapore_GP,0.4,2,Lights-out race starts,FULL_RACE,3,1635,1313,0.0018348623853211,0.0022848438690022
P03,2023_Singapore_GP,0.4,3,Mirror checks defending,FULL_RACE,4,1635,1313,0.0024464831804281,0.003046458492003
P03,2023_Singapore_GP,0.4,4,Race start launch,FULL_RACE,2,1635,1313,0.001223241590214,0.0015232292460015
P03,2023_Singapore_GP,0.4,5,Weather conditions,FULL_RACE,5,1635,1313,0.0030581039755351,0.0038080731150038
P03,2023_Singapore_GP,0.4,6,Grand Prix wins,FULL_RACE,94,1635,1313,0.0574923547400611,0.0715917745620716
P03,2023_Singapore_GP,0.4,7,Race start lights,FULL_RACE,4,1635,1313,0.0024464831804281,0.003046458492003
P03,2023_Singapore_GP,0.4,8,Race control flags,FULL_RACE,14,1635,1313,0.0085626911314984,0.0106626047220106
P03,2023_Singapore_GP,0.4,9,Formula 1 milestones,FULL_RACE,21,1635,1313,0.0128440366972477,0.0159939070830159
P03,2023_Singapore_GP,0.4,10,Chicane moves,FULL_RACE,0,1635,1313,0.0,0.0
P03,2023_Singapore_GP,0.4,11,Team radio celebrations,FULL_RACE,12,1635,1313,0.0073394495412844,0.0091393754760091
P03,2023_Singapore_GP,0.4,12,Podium finishes,FULL_RACE,31,1635,1313,0.018960244648318,0.0236100533130236
P03,2023_Singapore_GP,0.4,13,Championship & title,FULL_RACE,50,1635,1313,0.0305810397553516,0.038080731150038
P03,2023_Singapore_GP,0.4,14,Pit stops,FULL_RACE,53,1635,1313,0.0324159021406727,0.0403655750190403
P03,2023_Singapore_GP,0.4,15,Tires & compounds,FULL_RACE,107,1635,1313,0.0654434250764526,0.0814927646610814
P03,2023_Singapore_GP,0.4,16,Safety car deployment,FULL_RACE,46,1635,1313,0.0281345565749235,0.035034272658035
P03,2023_Singapore_GP,0.4,17,Gap & pace,FULL_RACE,56,1635,1313,0.0342507645259938,0.0426504188880426
P03,2023_Singapore_GP,0.4,18,Team dynamics,FULL_RACE,109,1635,1313,0.0666666666666666,0.083015993907083
P03,2023_Singapore_GP,0.4,19,Race lead holding,FULL_RACE,7,1635,1313,0.0042813455657492,0.0053313023610053
P03,2023_Singapore_GP,0.4,20,Wing & car damage,FULL_RACE,20,1635,1313,0.0122324159021406,0.0152322924600152
P03,2023_Singapore_GP,0.4,21,Braking & lockups,FULL_RACE,36,1635,1313,0.0220183486238532,0.0274181264280274
P03,2023_Singapore_GP,0.4,22,Wheel-to-wheel,FULL_RACE,3,1635,1313,0.0018348623853211,0.0022848438690022
P03,2023_Singapore_GP,0.4,23,Circuit action,FULL_RACE,43,1635,1313,0.0262996941896024,0.0327494287890327
P03,2023_Singapore_GP,0.4,24,Inter-car distance,FULL_RACE,39,1635,1313,0.0238532110091743,0.0297029702970297
P03,2023_Singapore_GP,0.4,25,Driver & team references,FULL_RACE,58,1635,1313,0.0354740061162079,0.0441736481340441
P03,2023_Singapore_GP,0.4,26,Defending & attacking,FULL_RACE,32,1635,1313,0.019571865443425,0.0243716679360243
P03,2023_Singapore_GP,0.4,27,Overtake battles,FULL_RACE,199,1635,1313,0.1217125382262997,0.1515613099771515
P03,2023_Singapore_GP,0.4,28,Corner battles,FULL_RACE,10,1635,1313,0.0061162079510703,0.0076161462300076
P03,2023_Singapore_GP,0.4,29,Corner specific moves,FULL_RACE,17,1635,1313,0.0103975535168195,0.0129474485910129
P03,2023_Singapore_GP,0.4,30,Lap pace & timing,FULL_RACE,55,1635,1313,0.0336391437308868,0.0418888042650418
P03,2023_Singapore_GP,0.4,31,Race leader changes,FULL_RACE,70,1635,1313,0.0428134556574923,0.0533130236100533
P03,2023_Singapore_GP,0.4,32,Front position changes,FULL_RACE,33,1635,1313,0.0201834862385321,0.0251332825590251
P03,2023_Singapore_GP,0.4,33,Field position changes,FULL_RACE,29,1635,1313,0.0177370030581039,0.022086824067022
P03,2023_Singapore_GP,0.45,0,DRS-assisted battles,FULL_RACE,39,1635,1229,0.0238532110091743,0.0317331163547599
P03,2023_Singapore_GP,0.45,1,Time penalties,FULL_RACE,10,1635,1229,0.0061162079510703,0.0081366965012205
P03,2023_Singapore_GP,0.45,2,Lights-out race starts,FULL_RACE,1,1635,1229,0.000611620795107,0.000813669650122
P03,2023_Singapore_GP,0.45,3,Mirror checks defending,FULL_RACE,3,1635,1229,0.0018348623853211,0.0024410089503661
P03,2023_Singapore_GP,0.45,4,Race start launch,FULL_RACE,2,1635,1229,0.001223241590214,0.0016273393002441
P03,2023_Singapore_GP,0.45,5,Weather conditions,FULL_RACE,3,1635,1229,0.0018348623853211,0.0024410089503661
P03,2023_Singapore_GP,0.45,6,Grand Prix wins,FULL_RACE,94,1635,1229,0.0574923547400611,0.0764849471114727
P03,2023_Singapore_GP,0.45,7,Race start lights,FULL_RACE,3,1635,1229,0.0018348623853211,0.0024410089503661
P03,2023_Singapore_GP,0.45,8,Race control flags,FULL_RACE,14,1635,1229,0.0085626911314984,0.0113913751017087
P03,2023_Singapore_GP,0.45,9,Formula 1 milestones,FULL_RACE,20,1635,1229,0.0122324159021406,0.016273393002441
P03,2023_Singapore_GP,0.45,10,Chicane moves,FULL_RACE,0,1635,1229,0.0,0.0
P03,2023_Singapore_GP,0.45,11,Team radio celebrations,FULL_RACE,10,1635,1229,0.0061162079510703,0.0081366965012205
P03,2023_Singapore_GP,0.45,12,Podium finishes,FULL_RACE,28,1635,1229,0.0171253822629969,0.0227827502034174
P03,2023_Singapore_GP,0.45,13,Championship & title,FULL_RACE,36,1635,1229,0.0220183486238532,0.0292921074043938
P03,2023_Singapore_GP,0.45,14,Pit stops,FULL_RACE,51,1635,1229,0.0311926605504587,0.0414971521562245
P03,2023_Singapore_GP,0.45,15,Tires & compounds,FULL_RACE,103,1635,1229,0.0629969418960244,0.0838079739625712
P03,2023_Singapore_GP,0.45,16,Safety car deployment,FULL_RACE,45,1635,1229,0.0275229357798165,0.0366151342554922
P03,2023_Singapore_GP,0.45,17,Gap & pace,FULL_RACE,51,1635,1229,0.0311926605504587,0.0414971521562245
P03,2023_Singapore_GP,0.45,18,Team dynamics,FULL_RACE,106,1635,1229,0.0648318042813455,0.0862489829129373
P03,2023_Singapore_GP,0.45,19,Race lead holding,FULL_RACE,6,1635,1229,0.0036697247706422,0.0048820179007323
P03,2023_Singapore_GP,0.45,20,Wing & car damage,FULL_RACE,15,1635,1229,0.0091743119266055,0.0122050447518307
P03,2023_Singapore_GP,0.45,21,Braking & lockups,FULL_RACE,34,1635,1229,0.0207951070336391,0.0276647681041497
P03,2023_Singapore_GP,0.45,22,Wheel-to-wheel,FULL_RACE,3,1635,1229,0.0018348623853211,0.0024410089503661
P03,2023_Singapore_GP,0.45,23,Circuit action,FULL_RACE,38,1635,1229,0.0232415902140672,0.0309194467046379
P03,2023_Singapore_GP,0.45,24,Inter-car distance,FULL_RACE,36,1635,1229,0.0220183486238532,0.0292921074043938
P03,2023_Singapore_GP,0.45,25,Driver & team references,FULL_RACE,55,1635,1229,0.0336391437308868,0.0447518307567127
P03,2023_Singapore_GP,0.45,26,Defending & attacking,FULL_RACE,29,1635,1229,0.0177370030581039,0.0235964198535394
P03,2023_Singapore_GP,0.45,27,Overtake battles,FULL_RACE,193,1635,1229,0.1180428134556575,0.1570382424735557
P03,2023_Singapore_GP,0.45,28,Corner battles,FULL_RACE,5,1635,1229,0.0030581039755351,0.0040683482506102
P03,2023_Singapore_GP,0.45,29,Corner specific moves,FULL_RACE,16,1635,1229,0.0097859327217125,0.0130187144019528
P03,2023_Singapore_GP,0.45,30,Lap pace & timing,FULL_RACE,52,1635,1229,0.0318042813455657,0.0423108218063466
P03,2023_Singapore_GP,0.45,31,Race leader changes,FULL_RACE,70,1635,1229,0.0428134556574923,0.0569568755085435
P03,2023_Singapore_GP,0.45,32,Front position changes,FULL_RACE,33,1635,1229,0.0201834862385321,0.0268510984540276
P03,2023_Singapore_GP,0.45,33,Field position changes,FULL_RACE,25,1635,1229,0.0152905198776758,0.0203417412530512
P04,2024_Bahrain_GP,0.35,0,DRS-assisted battles,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,1,Time penalties,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,2,Lights-out race starts,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,3,Mirror checks defending,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,4,Race start launch,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,5,Weather conditions,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,6,Grand Prix wins,HIGHLIGHT,5,72,71,0.0694444444444444,0.0704225352112676
P04,2024_Bahrain_GP,0.35,7,Race start lights,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,8,Race control flags,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,9,Formula 1 milestones,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,10,Chicane moves,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,11,Team radio celebrations,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,12,Podium finishes,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,13,Championship & title,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,14,Pit stops,HIGHLIGHT,2,72,71,0.0277777777777777,0.028169014084507
P04,2024_Bahrain_GP,0.35,15,Tires & compounds,HIGHLIGHT,2,72,71,0.0277777777777777,0.028169014084507
P04,2024_Bahrain_GP,0.35,16,Safety car deployment,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,17,Gap & pace,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,18,Team dynamics,HIGHLIGHT,15,72,71,0.2083333333333333,0.2112676056338028
P04,2024_Bahrain_GP,0.35,19,Race lead holding,HIGHLIGHT,3,72,71,0.0416666666666666,0.0422535211267605
P04,2024_Bahrain_GP,0.35,20,Wing & car damage,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,21,Braking & lockups,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,22,Wheel-to-wheel,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,23,Circuit action,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,24,Inter-car distance,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.35,25,Driver & team references,HIGHLIGHT,5,72,71,0.0694444444444444,0.0704225352112676
P04,2024_Bahrain_GP,0.35,26,Defending & attacking,HIGHLIGHT,4,72,71,0.0555555555555555,0.056338028169014
P04,2024_Bahrain_GP,0.35,27,Overtake battles,HIGHLIGHT,13,72,71,0.1805555555555555,0.1830985915492957
P04,2024_Bahrain_GP,0.35,28,Corner battles,HIGHLIGHT,0,72,71,0.0,0.0
P04,2024_Bahrain_GP,0.35,29,Corner specific moves,HIGHLIGHT,3,72,71,0.0416666666666666,0.0422535211267605
P04,2024_Bahrain_GP,0.35,30,Lap pace & timing,HIGHLIGHT,2,72,71,0.0277777777777777,0.028169014084507
P04,2024_Bahrain_GP,0.35,31,Race leader changes,HIGHLIGHT,4,72,71,0.0555555555555555,0.056338028169014
P04,2024_Bahrain_GP,0.35,32,Front position changes,HIGHLIGHT,3,72,71,0.0416666666666666,0.0422535211267605
P04,2024_Bahrain_GP,0.35,33,Field position changes,HIGHLIGHT,1,72,71,0.0138888888888888,0.0140845070422535
P04,2024_Bahrain_GP,0.4,0,DRS-assisted battles,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,1,Time penalties,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,2,Lights-out race starts,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,3,Mirror checks defending,HIGHLIGHT,1,72,68,0.0138888888888888,0.0147058823529411
P04,2024_Bahrain_GP,0.4,4,Race start launch,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,5,Weather conditions,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,6,Grand Prix wins,HIGHLIGHT,5,72,68,0.0694444444444444,0.0735294117647058
P04,2024_Bahrain_GP,0.4,7,Race start lights,HIGHLIGHT,1,72,68,0.0138888888888888,0.0147058823529411
P04,2024_Bahrain_GP,0.4,8,Race control flags,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,9,Formula 1 milestones,HIGHLIGHT,1,72,68,0.0138888888888888,0.0147058823529411
P04,2024_Bahrain_GP,0.4,10,Chicane moves,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,11,Team radio celebrations,HIGHLIGHT,1,72,68,0.0138888888888888,0.0147058823529411
P04,2024_Bahrain_GP,0.4,12,Podium finishes,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,13,Championship & title,HIGHLIGHT,1,72,68,0.0138888888888888,0.0147058823529411
P04,2024_Bahrain_GP,0.4,14,Pit stops,HIGHLIGHT,2,72,68,0.0277777777777777,0.0294117647058823
P04,2024_Bahrain_GP,0.4,15,Tires & compounds,HIGHLIGHT,2,72,68,0.0277777777777777,0.0294117647058823
P04,2024_Bahrain_GP,0.4,16,Safety car deployment,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,17,Gap & pace,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,18,Team dynamics,HIGHLIGHT,15,72,68,0.2083333333333333,0.2205882352941176
P04,2024_Bahrain_GP,0.4,19,Race lead holding,HIGHLIGHT,3,72,68,0.0416666666666666,0.0441176470588235
P04,2024_Bahrain_GP,0.4,20,Wing & car damage,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,21,Braking & lockups,HIGHLIGHT,1,72,68,0.0138888888888888,0.0147058823529411
P04,2024_Bahrain_GP,0.4,22,Wheel-to-wheel,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,23,Circuit action,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,24,Inter-car distance,HIGHLIGHT,1,72,68,0.0138888888888888,0.0147058823529411
P04,2024_Bahrain_GP,0.4,25,Driver & team references,HIGHLIGHT,5,72,68,0.0694444444444444,0.0735294117647058
P04,2024_Bahrain_GP,0.4,26,Defending & attacking,HIGHLIGHT,3,72,68,0.0416666666666666,0.0441176470588235
P04,2024_Bahrain_GP,0.4,27,Overtake battles,HIGHLIGHT,13,72,68,0.1805555555555555,0.1911764705882352
P04,2024_Bahrain_GP,0.4,28,Corner battles,HIGHLIGHT,0,72,68,0.0,0.0
P04,2024_Bahrain_GP,0.4,29,Corner specific moves,HIGHLIGHT,3,72,68,0.0416666666666666,0.0441176470588235
P04,2024_Bahrain_GP,0.4,30,Lap pace & timing,HIGHLIGHT,2,72,68,0.0277777777777777,0.0294117647058823
P04,2024_Bahrain_GP,0.4,31,Race leader changes,HIGHLIGHT,4,72,68,0.0555555555555555,0.0588235294117647
P04,2024_Bahrain_GP,0.4,32,Front position changes,HIGHLIGHT,3,72,68,0.0416666666666666,0.0441176470588235
P04,2024_Bahrain_GP,0.4,33,Field position changes,HIGHLIGHT,1,72,68,0.0138888888888888,0.0147058823529411
P04,2024_Bahrain_GP,0.45,0,DRS-assisted battles,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,1,Time penalties,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,2,Lights-out race starts,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,3,Mirror checks defending,HIGHLIGHT,1,72,65,0.0138888888888888,0.0153846153846153
P04,2024_Bahrain_GP,0.45,4,Race start launch,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,5,Weather conditions,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,6,Grand Prix wins,HIGHLIGHT,5,72,65,0.0694444444444444,0.0769230769230769
P04,2024_Bahrain_GP,0.45,7,Race start lights,HIGHLIGHT,1,72,65,0.0138888888888888,0.0153846153846153
P04,2024_Bahrain_GP,0.45,8,Race control flags,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,9,Formula 1 milestones,HIGHLIGHT,1,72,65,0.0138888888888888,0.0153846153846153
P04,2024_Bahrain_GP,0.45,10,Chicane moves,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,11,Team radio celebrations,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,12,Podium finishes,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,13,Championship & title,HIGHLIGHT,1,72,65,0.0138888888888888,0.0153846153846153
P04,2024_Bahrain_GP,0.45,14,Pit stops,HIGHLIGHT,2,72,65,0.0277777777777777,0.0307692307692307
P04,2024_Bahrain_GP,0.45,15,Tires & compounds,HIGHLIGHT,2,72,65,0.0277777777777777,0.0307692307692307
P04,2024_Bahrain_GP,0.45,16,Safety car deployment,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,17,Gap & pace,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,18,Team dynamics,HIGHLIGHT,15,72,65,0.2083333333333333,0.2307692307692307
P04,2024_Bahrain_GP,0.45,19,Race lead holding,HIGHLIGHT,3,72,65,0.0416666666666666,0.0461538461538461
P04,2024_Bahrain_GP,0.45,20,Wing & car damage,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,21,Braking & lockups,HIGHLIGHT,1,72,65,0.0138888888888888,0.0153846153846153
P04,2024_Bahrain_GP,0.45,22,Wheel-to-wheel,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,23,Circuit action,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,24,Inter-car distance,HIGHLIGHT,1,72,65,0.0138888888888888,0.0153846153846153
P04,2024_Bahrain_GP,0.45,25,Driver & team references,HIGHLIGHT,5,72,65,0.0694444444444444,0.0769230769230769
P04,2024_Bahrain_GP,0.45,26,Defending & attacking,HIGHLIGHT,3,72,65,0.0416666666666666,0.0461538461538461
P04,2024_Bahrain_GP,0.45,27,Overtake battles,HIGHLIGHT,12,72,65,0.1666666666666666,0.1846153846153846
P04,2024_Bahrain_GP,0.45,28,Corner battles,HIGHLIGHT,0,72,65,0.0,0.0
P04,2024_Bahrain_GP,0.45,29,Corner specific moves,HIGHLIGHT,3,72,65,0.0416666666666666,0.0461538461538461
P04,2024_Bahrain_GP,0.45,30,Lap pace & timing,HIGHLIGHT,2,72,65,0.0277777777777777,0.0307692307692307
P04,2024_Bahrain_GP,0.45,31,Race leader changes,HIGHLIGHT,4,72,65,0.0555555555555555,0.0615384615384615
P04,2024_Bahrain_GP,0.45,32,Front position changes,HIGHLIGHT,2,72,65,0.0277777777777777,0.0307692307692307
P04,2024_Bahrain_GP,0.45,33,Field position changes,HIGHLIGHT,1,72,65,0.0138888888888888,0.0153846153846153
P04,2024_Bahrain_GP,0.35,0,DRS-assisted battles,FULL_RACE,31,1322,1046,0.0234493192133131,0.0296367112810707
P04,2024_Bahrain_GP,0.35,1,Time penalties,FULL_RACE,4,1322,1046,0.0030257186081694,0.0038240917782026
P04,2024_Bahrain_GP,0.35,2,Lights-out race starts,FULL_RACE,12,1322,1046,0.0090771558245083,0.011472275334608
P04,2024_Bahrain_GP,0.35,3,Mirror checks defending,FULL_RACE,8,1322,1046,0.0060514372163388,0.0076481835564053
P04,2024_Bahrain_GP,0.35,4,Race start launch,FULL_RACE,7,1322,1046,0.0052950075642965,0.0066921606118546
P04,2024_Bahrain_GP,0.35,5,Weather conditions,FULL_RACE,3,1322,1046,0.002269288956127,0.002868068833652
P04,2024_Bahrain_GP,0.35,6,Grand Prix wins,FULL_RACE,68,1322,1046,0.0514372163388804,0.0650095602294455
P04,2024_Bahrain_GP,0.35,7,Race start lights,FULL_RACE,2,1322,1046,0.0015128593040847,0.0019120458891013
P04,2024_Bahrain_GP,0.35,8,Race control flags,FULL_RACE,12,1322,1046,0.0090771558245083,0.011472275334608
P04,2024_Bahrain_GP,0.35,9,Formula 1 milestones,FULL_RACE,35,1322,1046,0.0264750378214826,0.0334608030592734
P04,2024_Bahrain_GP,0.35,10,Chicane moves,FULL_RACE,0,1322,1046,0.0,0.0
P04,2024_Bahrain_GP,0.35,11,Team radio celebrations,FULL_RACE,28,1322,1046,0.021180030257186,0.0267686424474187
P04,2024_Bahrain_GP,0.35,12,Podium finishes,FULL_RACE,22,1322,1046,0.0166414523449319,0.0210325047801147
P04,2024_Bahrain_GP,0.35,13,Championship & title,FULL_RACE,46,1322,1046,0.0347957639939485,0.0439770554493307
P04,2024_Bahrain_GP,0.35,14,Pit stops,FULL_RACE,35,1322,1046,0.0264750378214826,0.0334608030592734
P04,2024_Bahrain_GP,0.35,15,Tires & compounds,FULL_RACE,66,1322,1046,0.0499243570347957,0.0630975143403441
P04,2024_Bahrain_GP,0.35,16,Safety car deployment,FULL_RACE,23,1322,1046,0.0173978819969742,0.0219885277246653
P04,2024_Bahrain_GP,0.35,17,Gap & pace,FULL_RACE,26,1322,1046,0.0196671709531013,0.0248565965583174
P04,2024_Bahrain_GP,0.35,18,Team dynamics,FULL_RACE,99,1322,1046,0.0748865355521936,0.0946462715105162
P04,2024_Bahrain_GP,0.35,19,Race lead holding,FULL_RACE,4,1322,1046,0.0030257186081694,0.0038240917782026
P04,2024_Bahrain_GP,0.35,20,Wing & car damage,FULL_RACE,31,1322,1046,0.0234493192133131,0.0296367112810707
P04,2024_Bahrain_GP,0.35,21,Braking & lockups,FULL_RACE,65,1322,1046,0.0491679273827534,0.0621414913957935
P04,2024_Bahrain_GP,0.35,22,Wheel-to-wheel,FULL_RACE,12,1322,1046,0.0090771558245083,0.011472275334608
P04,2024_Bahrain_GP,0.35,23,Circuit action,FULL_RACE,26,1322,1046,0.0196671709531013,0.0248565965583174
P04,2024_Bahrain_GP,0.35,24,Inter-car distance,FULL_RACE,20,1322,1046,0.0151285930408472,0.0191204588910133
P04,2024_Bahrain_GP,0.35,25,Driver & team references,FULL_RACE,48,1322,1046,0.0363086232980332,0.0458891013384321
P04,2024_Bahrain_GP,0.35,26,Defending & attacking,FULL_RACE,17,1322,1046,0.0128593040847201,0.0162523900573613
P04,2024_Bahrain_GP,0.35,27,Overtake battles,FULL_RACE,102,1322,1046,0.0771558245083207,0.0975143403441682
P04,2024_Bahrain_GP,0.35,28,Corner battles,FULL_RACE,15,1322,1046,0.0113464447806354,0.01434034416826
P04,2024_Bahrain_GP,0.35,29,Corner specific moves,FULL_RACE,16,1322,1046,0.0121028744326777,0.0152963671128107
P04,2024_Bahrain_GP,0.35,30,Lap pace & timing,FULL_RACE,54,1322,1046,0.0408472012102874,0.0516252390057361
P04,2024_Bahrain_GP,0.35,31,Race leader changes,FULL_RACE,61,1322,1046,0.0461422087745839,0.0583173996175908
P04,2024_Bahrain_GP,0.35,32,Front position changes,FULL_RACE,17,1322,1046,0.0128593040847201,0.0162523900573613
P04,2024_Bahrain_GP,0.35,33,Field position changes,FULL_RACE,31,1322,1046,0.0234493192133131,0.0296367112810707
P04,2024_Bahrain_GP,0.4,0,DRS-assisted battles,FULL_RACE,29,1322,949,0.0219364599092284,0.0305584826132771
P04,2024_Bahrain_GP,0.4,1,Time penalties,FULL_RACE,4,1322,949,0.0030257186081694,0.0042149631190727
P04,2024_Bahrain_GP,0.4,2,Lights-out race starts,FULL_RACE,5,1322,949,0.0037821482602118,0.0052687038988408
P04,2024_Bahrain_GP,0.4,3,Mirror checks defending,FULL_RACE,7,1322,949,0.0052950075642965,0.0073761854583772
P04,2024_Bahrain_GP,0.4,4,Race start launch,FULL_RACE,5,1322,949,0.0037821482602118,0.0052687038988408
P04,2024_Bahrain_GP,0.4,5,Weather conditions,FULL_RACE,3,1322,949,0.002269288956127,0.0031612223393045
P04,2024_Bahrain_GP,0.4,6,Grand Prix wins,FULL_RACE,67,1322,949,0.0506807866868381,0.0706006322444678
P04,2024_Bahrain_GP,0.4,7,Race start lights,FULL_RACE,2,1322,949,0.0015128593040847,0.0021074815595363
P04,2024_Bahrain_GP,0.4,8,Race control flags,FULL_RACE,11,1322,949,0.0083207261724659,0.0115911485774499
P04,2024_Bahrain_GP,0.4,9,Formula 1 milestones,FULL_RACE,35,1322,949,0.0264750378214826,0.0368809272918862
P04,2024_Bahrain_GP,0.4,10,Chicane moves,FULL_RACE,0,1322,949,0.0,0.0
P04,2024_Bahrain_GP,0.4,11,Team radio celebrations,FULL_RACE,18,1322,949,0.0136157337367624,0.0189673340358271
P04,2024_Bahrain_GP,0.4,12,Podium finishes,FULL_RACE,19,1322,949,0.0143721633888048,0.0200210748155953
P04,2024_Bahrain_GP,0.4,13,Championship & title,FULL_RACE,37,1322,949,0.0279878971255673,0.0389884088514225
