category_id,category_name,omitted_event,metric,n_events_used,median_delta,sign
31,Race leader changes,2024_SaoPaulo_GP,assigned,9,-0.0148821161587119,-1
31,Race leader changes,2025_Belgium_GP,all,9,-0.002976689251199,-1
31,Race leader changes,2025_Belgium_GP,assigned,9,-0.0148821161587119,-1
31,Race leader changes,2025_Japan_GP,all,9,-0.0128444881889763,-1
31,Race leader changes,2025_Japan_GP,assigned,9,-0.0246305418719211,-1
32,Front position changes,2023_Australia_GP,all,9,0.0097811176716168,1
32,Front position changes,2023_Australia_GP,assigned,9,0.0044193202922716,1
32,Front position changes,2023_Qatar_GP,all,9,0.0097811176716168,1
32,Front position changes,2023_Qatar_GP,assigned,9,0.0044193202922716,1
32,Front position changes,2023_Singapore_GP,all,9,0.0097811176716168,1
32,Front position changes,2023_Singapore_GP,assigned,9,0.0044193202922716,1
32,Front position changes,2024_Bahrain_GP,all,9,0.0097811176716168,1
32,Front position changes,2024_Bahrain_GP,assigned,9,0.0044193202922716,1
32,Front position changes,2024_Italy_GP,all,9,0.012380134535566,1
32,Front position changes,2024_Italy_GP,assigned,9,0.0071338903077788,1
32,Front position changes,2024_LasVegas_GP,all,9,0.0097811176716168,1
32,Front position changes,2024_LasVegas_GP,assigned,9,0.0044193202922716,1
32,Front position changes,2024_Qatar_GP,all,9,0.012380134535566,1
32,Front position changes,2024_Qatar_GP,assigned,9,0.0071338903077788,1
32,Front position changes,2024_SaoPaulo_GP,all,9,0.012380134535566,1
32,Front position changes,2024_SaoPaulo_GP,assigned,9,0.0071338903077788,1
32,Front position changes,2025_Belgium_GP,all,9,0.012380134535566,1
32,Front position changes,2025_Belgium_GP,assigned,9,0.0071338903077788,1
32,Front position changes,2025_Japan_GP,all,9,0.012380134535566,1
32,Front position changes,2025_Japan_GP,assigned,9,0.0071338903077788,1
33,Field position changes,2023_Australia_GP,all,9,0.0098877157700687,1
33,Field position changes,2023_Australia_GP,assigned,9,0.0047958596894767,1
33,Field position changes,2023_Qatar_GP,all,9,0.0010476978218913,1
33,Field position changes,2023_Qatar_GP,assigned,9,-0.0037220843672456,-1
33,Field position changes,2023_Singapore_GP,all,9,0.0098877157700687,1
33,Field position changes,2023_Singapore_GP,assigned,9,0.0047958596894767,1
33,Field position changes,2024_Bahrain_GP,all,9,0.0098877157700687,1
33,Field position changes,2024_Bahrain_GP,assigned,9,0.0047958596894767,1
33,Field position changes,2024_Italy_GP,all,9,0.0098877157700687,1
33,Field position changes,2024_Italy_GP,assigned,9,0.0047958596894767,1
33,Field position changes,2024_LasVegas_GP,all,9,0.0010476978218913,1
33,Field position changes,2024_LasVegas_GP,assigned,9,-0.0037220843672456,-1
33,Field position changes,2024_Qatar_GP,all,9,0.0010476978218913,1
33,Field position changes,2024_Qatar_GP,assigned,9,-0.0037220843672456,-1
33,Field position changes,2024_SaoPaulo_GP,all,9,0.0010476978218913,1
33,Field position changes,2024_SaoPaulo_GP,assigned,9,-0.0037220843672456,-1
33,Field position changes,2025_Belgium_GP,all,9,0.0098877157700687,1
33,Field position changes,2025_Belgium_GP,assigned,9,0.0047958596894767,1
33,Field position changes,2025_Japan_GP,all,9,0.0010476978218913,1
33,Field position changes,2025_Japan_GP,assigned,9,-0.0037220843672456,-1
