event_id,domain,metric,H_r,F_r,observed_effect,null_mean,null_sd,null_p2.5,null_p50,null_p97.5,p_one_sided_depletion,p_one_sided_enrichment,p_two_sided,z_vs_null,outside_central_95,below_null_p2.5
2025_Belgium_GP,Narrative & meta,assigned,65,2232,0.0328784119106696,0.0004743574099563,0.0639318501497689,-0.1197270471464019,-0.0008459282652831,0.130272952853598,0.7055294470552945,0.2945705429457054,0.5891410858914109,0.5068530697109876,False,False
2025_Belgium_GP,Strategy & technical,assigned,65,2232,-0.0074441687344914,0.000347899787222,0.0671461146114283,-0.1259431812427204,-0.0031017369727047,0.136641852770885,0.4628537146285371,0.5372462753724627,0.9257074292570744,-0.1160464543154265,False,False
2025_Belgium_GP,Regulatory,assigned,65,2232,0.0161290322580644,-0.0001180894572921,0.0308640421673529,-0.0483870967741935,-0.0049088359046283,0.0678919729932483,0.7259274072592741,0.2741725827417258,0.5483451654834517,0.5264093934054525,False,False
2025_Belgium_GP,Race dynamics,all,65,2232,0.0409636062861865,-0.0003917783291976,0.0535287988470848,-0.0974979321753515,-0.0051902398676592,0.1025020678246484,0.7391260873912608,0.260973902609739,0.521947805219478,0.7725819653365239,False,False
2025_Belgium_GP,Narrative & meta,all,65,2232,0.0947270471464016,0.0004055086848635,0.0483736782193551,-0.0898883374689826,0.0024193548387096,0.094727047146402,0.9594040595940406,0.0406959304069593,0.0813918608139186,1.9498525217335745,False,False
2025_Belgium_GP,Strategy & technical,all,65,2232,0.0693410532120206,0.0002995147504825,0.0514623264209301,-0.0998897160187482,-0.0075820237110559,0.1001102839812517,0.881011898810119,0.1190880911908809,0.2381761823817618,1.341593807804586,False,False
2025_Belgium_GP,Regulatory,all,65,2232,0.0265922249793216,-8.931348221670281e-05,0.0223586406075121,-0.0349462365591397,-0.004177005789909,0.0419768403639371,0.8111188881111889,0.188981101889811,0.377962203779622,1.1933435010612274,False,False
2025_Japan_GP,Race dynamics,assigned,81,1547,-0.00916618746406,-0.0002402736192888,0.0618806876414665,-0.1177402787967717,-0.0016145181476845,0.1226645188044272,0.4448555144485551,0.5552444755524447,0.8897110288971103,-0.1442439343351749,False,False
2025_Japan_GP,Narrative & meta,assigned,81,1547,0.1142380678550888,-0.0002698542944005,0.0575866945216846,-0.1106510003175611,-0.0011094224924012,0.1146739876458476,0.9734026597340266,0.0266973302669733,0.0533946605339466,1.988444085922848,False,False
2025_Japan_GP,Strategy & technical,assigned,81,1547,-0.1074180563542266,0.0005399449589005,0.0534663288263247,-0.0996960486322188,-0.0006177076183939,0.1083240014930944,0.0162983701629837,0.9838016198380162,0.0325967403259674,-2.01917737168393,True,True
2025_Japan_GP,Regulatory,assigned,81,1547,0.0023461759631972,-2.9817045211052552e-05,0.0191212125243446,-0.0246808510638297,-0.0071369914147069,0.0419858156028368,0.5443455654434557,0.4557544245575442,0.9115088491150884,0.1242595366472292,False,False
2025_Japan_GP,Race dynamics,all,81,1547,0.0575706065902138,-9.235637274855824e-05,0.0511805160782359,-0.1029232205702794,-0.0041577884715139,0.1069533226395971,0.8455154484551545,0.1545845415458454,0.3091690830916908,1.1266584900163417,False,False
2025_Japan_GP,Narrative & meta,all,81,1547,0.1513004062023665,-0.00013663083467,0.0459641039735915,-0.0832674950322009,0.0031522580542188,0.0895720111406385,0.9993000699930008,0.0007999200079992,0.0015998400159984,3.294680499462017,True,False
2025_Japan_GP,Strategy & technical,all,81,1547,-0.0607707470452572,0.0003934504856073,0.0418242729444797,-0.0731164260576025,0.0009576480164715,0.0873774011028912,0.0460953904609539,0.954004599540046,0.0921907809219078,-1.462409104207453,False,False
2025_Japan_GP,Regulatory,all,81,1547,0.0059453981022606,-1.2626589097178286e-05,0.0145607659007859,-0.0187459599224305,-0.0064002809100848,0.0306367561269522,0.5443455654434557,0.4557544245575442,0.9115088491150884,0.4091834682292542,False,False
