threshold,category_id,category_name,metric,n_events,mean_delta,median_delta,sd,q1,q3,iqr,min,max,n_positive,n_negative,n_zero,majority_sign,n_majority
0.4,32,Front position changes,all,10,0.0108605748122175,0.0110806261035914,0.022296469083562,-0.0076018912454491,0.0282432034569288,0.0358450947023779,-0.0232985898221949,0.0464831804281345,6,4,0,1,6
0.4,32,Front position changes,assigned,10,0.0071087723945726,0.0057766053000252,0.0236698243695705,-0.0111192868522441,0.0251442829154645,0.0362635697677086,-0.0310204081632653,0.0415333841076415,6,4,0,1,6
0.4,33,Field position changes,all,10,0.0077221850731896,0.00546770679598,0.0184219202982367,-0.0047265057157875,0.0189689371257485,0.023695442841536,-0.0177370030581039,0.0426843542723371,6,4,0,1,6
0.4,33,Field position changes,assigned,10,0.0019954092743164,0.0005368876611155,0.0192783550249588,-0.0144413775983758,0.0176973634805432,0.032138741078919,-0.022086824067022,0.034074074074074,5,5,0,0,5
0.45,0,DRS-assisted battles,all,10,2.9354328836533883e-05,-0.0022844075628271,0.0147299808692596,-0.0103347437634514,0.0099177481090665,0.0202524918725179,-0.021180030257186,0.0261467889908256,4,6,0,-1,6
0.45,0,DRS-assisted battles,assigned,10,-0.0047544538893939,-0.0062524821465964,0.0170515518044836,-0.0152061482820976,0.0076878901692305,0.0228940384513282,-0.033452807646356,0.0191143412723586,3,7,0,-1,7
0.45,1,Time penalties,all,10,0.0061279923759109,-0.0022547161626513,0.0246225492804634,-0.0073076407955534,0.0072983361559661,0.0146059769515196,-0.009191616766467,0.0716905412184382,3,7,0,-1,7
0.45,1,Time penalties,assigned,10,0.0017967128939372,-0.0035564054504569,0.0234271573648676,-0.0108961144238125,0.0066978816031596,0.0175939960269722,-0.0247139702930549,0.0602309083321741,3,7,0,-1,7
0.45,2,Lights-out race starts,all,10,0.0005668946387825,-0.0006661417336798,0.0038981402815346,-0.0013217702265665,-0.0006119957925289,0.0007097744340376,-0.0026881720430107,0.0083169291338582,2,8,0,-1,8
0.45,2,Lights-out race starts,assigned,10,0.0002194800955164,-0.0009712535344015,0.0046312516299432,-0.0020869260160952,-0.0008362920205933,0.0012506339955018,-0.0042342978122794,0.0087064676616915,2,8,0,-1,8
0.45,3,Mirror checks defending,all,10,0.0052663383196725,0.0041502211051152,0.0081629040000174,-0.0013648280897384,0.0108937959320813,0.0122586240218198,-0.0044642857142857,0.019251497005988,5,5,0,0,5
0.45,3,Mirror checks defending,assigned,10,0.0046157059254213,0.0033376622769733,0.0086038886750605,-0.0020878616796047,0.0107669028968386,0.0128547645764434,-0.0063965884861407,0.0200973504616619,5,5,0,0,5
0.45,4,Race start launch,all,10,0.0074170537955406,0.0038003788263347,0.0108900340103846,-0.0021990415260592,0.0156578575510929,0.0178568990771522,-0.002838605028386,0.0255561519651696,5,5,0,0,5
0.45,4,Race start launch,assigned,10,0.0070801247151045,0.0035918463406226,0.0117615844671008,-0.003169136706956,0.0155410528375874,0.0187101895445435,-0.0043532338308457,0.0267460317460317,5,5,0,0,5
0.45,5,Weather conditions,all,10,-0.0108996133625301,-0.0023511894902289,0.022425917588076,-0.0101414363822452,-0.0018905500811718,0.0082508863010733,-0.0582437275985663,0.017754491017964,1,9,0,-1,9
0.45,5,Weather conditions,assigned,10,-0.0181498211189794,-0.0036577863371315,0.0344612955360576,-0.0147633483317222,-0.0025807567127746,0.0121825916189476,-0.091743119266055,0.0177388598956242,1,9,0,-1,9
0.45,6,Grand Prix wins,all,10,0.0284250763421883,0.0206763851296817,0.0296521781129326,0.0184403731906266,0.0436525303217114,0.0252121571310848,-0.0327380952380952,0.0749758592895847,9,1,0,1,9
0.45,6,Grand Prix wins,assigned,10,0.0104581119724769,0.0034218200384838,0.034307385205475,-0.0033613113290532,0.0250378817710611,0.0283991931001144,-0.0556147832267235,0.0721691126969166,7,3,0,1,7
0.45,7,Race start lights,all,10,0.0012567971415201,-0.0016659341866725,0.0070869373085432,-0.0029178993326696,0.0029166227871207,0.0058345221197903,-0.0053763440860215,0.0151162142578451,3,7,0,-1,7
0.45,7,Race start lights,assigned,10,0.0001757487069785,-0.0023997497582019,0.0078116578208671,-0.0044382235851843,0.0016397851898848,0.0060780087750692,-0.0084685956245589,0.014709973570733,3,7,0,-1,7
0.45,8,Race control flags,all,10,0.0038477419821474,0.004809945631796,0.011318339631771,-0.0067020289746798,0.0081607964998547,0.0148628254745345,-0.0085626911314984,0.0231527433140336,6,4,0,1,6
0.45,8,Race control flags,assigned,10,0.00018224219327,-0.00033939079675,0.0114259581081681,-0.0100435313262815,0.0051106641961861,0.0151541955224676,-0.0129716981132075,0.0213361561985415,4,6,0,-1,6
0.45,9,Formula 1 milestones,all,10,0.0058145790088098,0.0043621951745571,0.0170390221961224,-0.0090488905900651,0.0107568561612679,0.019805746751333,-0.0118297192805513,0.0377675840978593,6,4,0,1,6
0.45,9,Formula 1 milestones,assigned,10,0.0004018698128817,-0.0018896375593545,0.0187460464644428,-0.0140869437143116,0.0087568502579334,0.022843793972245,-0.0252366510431026,0.0345740646246776,4,6,0,-1,6
0.45,10,Chicane moves,all,10,0.0043982225000045,0.0,0.0148031755507588,-0.0007113159104843,0.0,0.0007113159104843,-0.0022401433691756,0.0463112065366493,2,4,4,-1,4
0.45,10,Chicane moves,assigned,10,0.0038974387354953,0.0,0.0150365287631686,-0.0010256133437693,0.0,0.0010256133437693,-0.0035285815102328,0.0464920634920634,2,4,4,-1,4
0.45,11,Team radio celebrations,all,10,-0.0039524047577184,-0.0065049815100039,0.0086459418637448,-0.0091840495962806,-0.0043721579296954,0.0048118916665852,-0.0099737532808398,0.0188736463246267,2,8,0,-1,8
0.45,11,Team radio celebrations,assigned,10,-0.0076421911552715,-0.0094616204690831,0.0103423192083705,-0.0137284283513097,-0.0070006526009579,0.0067277757503517,-0.015531660692951,0.0200888649522014,1,9,0,-1,9
0.45,12,Podium finishes,all,10,-0.0026863144665366,-0.0005206424031752,0.0087356501509513,-0.0091942886411174,0.0046913081177352,0.0138855967588527,-0.0166261151662611,0.0080239520958083,4,6,0,-1,6
0.45,12,Podium finishes,assigned,10,-0.0077717355411523,-0.0051990123756952,0.0100656714711452,-0.0134385171790235,0.0007128272738159,0.0141513444528394,-0.0254975124378109,0.0025523406257351,3,7,0,-1,7
0.45,13,Championship & title,all,10,0.0122655076439709,0.0051656953080072,0.0215856121590173,-0.0040388009524013,0.02501657179966,0.0290553727520614,-0.0080475710203395,0.0572098152743314,6,4,0,1,6
0.45,13,Championship & title,assigned,10,0.0046014302337933,-0.0049399932537773,0.0242032373467394,-0.0130262149059814,0.0226729721528348,0.0356991870588162,-0.0192629353919676,0.0522818160432839,4,6,0,-1,6
0.45,14,Pit stops,all,10,0.0017659757758689,-0.0007307756684412,0.0147702824745484,-0.0018771015175051,0.0108725338027928,0.0127496353202979,-0.0245248313917841,0.025297619047619,5,5,0,0,5
0.45,14,Pit stops,assigned,10,-0.0070454569738357,-0.0101317249321494,0.0170863489528171,-0.0128334530167706,-0.0014916805914397,0.0113417724253309,-0.0361663652802893,0.0275408670931058,3,7,0,-1,7
0.45,15,Tires & compounds,all,10,0.0011043417934144,-0.0144373534541195,0.0571409829974609,-0.0185297735341218,-0.0040597464379452,0.0144700270961766,-0.0629969418960244,0.1489247311827957,2,8,0,-1,8
0.45,15,Tires & compounds,assigned,10,-0.0175569187479227,-0.0326512275032538,0.0606460197614715,-0.0446128109795659,-0.0150840340965859,0.0295287768829799,-0.0838079739625712,0.1362150082333568,2,8,0,-1,8
0.45,16,Safety car deployment,all,10,0.0005570205654773,0.0028097834816866,0.015648964653615,-0.0082396384479717,0.0075718181307997,0.0158114565787715,-0.0275904353157572,0.0300360892388451,5,5,0,0,5
0.45,16,Safety car deployment,assigned,10,-0.0063399918158005,-0.0058584145853732,0.0180247646893271,-0.0141698786288338,0.0036878134821048,0.0178576921109386,-0.0406871609403255,0.0264660563763255,3,7,0,-1,7
0.45,17,Gap & pace,all,10,-0.0128536448578191,-0.0151370126899275,0.0097285148338353,-0.0194354594382663,-0.0047700294712007,0.0146654299670655,-0.02650290885585,0.0011993382961124,2,8,0,-1,8
0.45,17,Gap & pace,assigned,10,-0.0227561465971484,-0.0238163683015694,0.0098195632321289,-0.0300167168845949,-0.0147119294722135,0.0153047874123814,-0.0386427898209236,-0.0092539682539682,0,10,0,-1,10
0.45,18,Team dynamics,all,10,0.0436457949452185,0.0367924954656862,0.050796553904626,0.0076809734720659,0.068035232075527,0.060354258603461,-0.0135856079404466,0.1500882501260716,8,2,0,1,8
0.45,18,Team dynamics,assigned,10,0.025133873076669,0.0192835519415778,0.0534279821923037,-0.0082393360779908,0.0532834700349538,0.0615228061129447,-0.0365325805692778,0.1387740097417517,5,5,0,0,5
0.45,19,Race lead holding,all,10,0.0121010122394957,0.0110552794263893,0.0123711387925559,0.0079695891434432,0.0155617650615073,0.0075921759180641,-0.0044910179640718,0.0386409480584972,8,2,0,1,8
0.45,19,Race lead holding,assigned,10,0.0114961404266652,0.0108201567916698,0.0137475942067456,0.0060302881198403,0.015474308400435,0.0094440202805947,-0.0070754716981132,0.0413748736329381,8,2,0,1,8
0.45,20,Wing & car damage,all,10,-0.0007890847017136,-0.0057537729658792,0.0140280940938825,-0.0075444798753476,-0.0028113292463387,0.0047331506290089,-0.0150891632373113,0.0283930661613065,2,8,0,-1,8
0.45,20,Wing & car damage,assigned,10,-0.0039739849169745,-0.0083538394315019,0.0149194527290831,-0.0119086866842496,-0.0042958235030799,0.0076128631811697,-0.022,0.0267074697454444,2,8,0,-1,8
0.45,21,Braking & lockups,all,10,0.0152354993659434,0.0109389376188431,0.03143929157259,-0.0022119250001224,0.0205917774656208,0.0228037024657432,-0.0239325937132291,0.0857784431137724,6,4,0,1,6
0.45,21,Braking & lockups,assigned,10,0.0080863471545591,0.0045088465614805,0.035056335235544,-0.0073257072543123,0.0112171269123848,0.0185428341666971,-0.0443525411267346,0.0839773183460457,6,4,0,1,6
0.45,22,Wheel-to-wheel,all,10,0.0183659190493577,0.018479300482654,0.0220559340963474,-0.0029041858678955,0.0328974017692024,0.0358015876370979,-0.0060514372163388,0.0532634730538922,6,4,0,1,6
0.45,22,Wheel-to-wheel,assigned,10,0.0173606194125498,0.0181270876690192,0.022757195044566,-0.0042568686961402,0.0312516799356652,0.0355085486318055,-0.009557945041816,0.0532165796868727,6,4,0,1,6
0.45,23,Circuit action,all,10,0.0034550204973223,0.0011274949817285,0.0167454092326105,-0.0078937308868501,0.0182302146765866,0.0261239455634367,-0.0173978819969742,0.0270860168885072,6,4,0,1,6
0.45,23,Circuit action,assigned,10,-0.004503747509381,-0.0074195126654836,0.0193906673888174,-0.013898118631649,0.0130031616917712,0.0269012803234202,-0.0327334744765937,0.0226190476190476,3,7,0,-1,7
0.45,24,Inter-car distance,all,10,0.0023712178474233,-0.0023760064045651,0.0173614137112891,-0.0068281646583376,0.0024670025254797,0.0092951671838173,-0.0173228346456692,0.0426029292495587,5,5,0,0,5
0.45,24,Inter-car distance,assigned,10,-0.0028871149875191,-0.0083109856504351,0.0187293912240929,-0.0119105180333081,-0.0029717407269469,0.0089387773063612,-0.0254237288135593,0.0366628396479142,2,8,0,-1,8
0.45,25,Driver & team references,all,10,0.0109313171603449,0.0092842932827479,0.0214204337087692,-0.0066136256853168,0.0310105777895965,0.0376242034749134,-0.018011811023622,0.0393588092171175,6,4,0,1,6
0.45,25,Driver & team references,assigned,10,0.0005243136249813,-0.0067973596078484,0.0225581558921952,-0.0161315862323159,0.0224383464643459,0.0385699326966619,-0.0334813740596392,0.0316877152698048,4,6,0,-1,6
0.45,26,Defending & attacking,all,10,0.0149034619696304,0.0134655450001543,0.0211216409154938,-0.0039638206569991,0.0312066628845184,0.0351704835415175,-0.0089163237311385,0.0495209580838323,6,4,0,1,6
0.45,26,Defending & attacking,assigned,10,0.0124541971187821,0.0107012852236043,0.0228710129240951,-0.0074839763196759,0.0298453795264098,0.0373293558460857,-0.013,0.0473203532717784,5,5,0,0,5
0.45,27,Overtake battles,all,10,0.0394234488473245,0.0469721613716711,0.0414223823340629,0.0168236140452822,0.0623839279150467,0.0455603138697645,-0.0341017964071856,0.0970751386787695,8,2,0,1,8
0.45,27,Overtake battles,assigned,10,0.0082364036990202,0.0124326819311486,0.0504642621570631,-0.0237311102551928,0.0422378166130733,0.0659689268682661,-0.0741920915295062,0.0746990166345005,6,4,0,1,6
0.45,28,Corner battles,all,10,0.0102628956655016,0.0112239563888384,0.0147286889327107,-0.0028720752155287,0.0213013749930327,0.0241734502085614,-0.0082335329341317,0.0307356519250035,6,4,0,1,6
0.45,28,Corner battles,assigned,10,0.0088892883132871,0.010267469596981,0.0158902861227354,-0.0042401178100578,0.0229010869632917,0.0271412047733496,-0.0129716981132075,0.0298299568341355,6,4,0,1,6
0.45,29,Corner specific moves,all,10,0.0089787443370432,-0.0021822978825045,0.020659831251488,-0.0053713482911775,0.0233582883445707,0.0287296366357482,-0.0097859327217125,0.0499021993225514,4,6,0,-1,6
0.45,29,Corner specific moves,assigned,10,0.0072526513232858,-0.0032124773960217,0.0214166206719215,-0.0079497843940251,0.0242545596850556,0.0322043440790807,-0.0138592750533049,0.0478568694986605,4,6,0,-1,6
0.45,30,Lap pace & timing,all,10,-0.0054676214936114,-0.0066290488593297,0.0152195218272285,-0.0147783266660496,0.0083220775817913,0.0231004042478409,-0.0299107142857142,0.0138023952095808,4,6,0,-1,6
0.45,30,Lap pace & timing,assigned,10,-0.0185474968691406,-0.0181877687911359,0.0161287136446905,-0.0295683780626614,-0.0079675034445676,0.0216008746180937,-0.0445984363894811,0.0039155261488262,2,8,0,-1,8
0.45,31,Race leader changes,all,10,-0.0054277575643592,-0.0067999809397254,0.0247940693978806,-0.0245884912048051,0.0069700877340559,0.031558578938861,-0.0351796407185628,0.0451183873084034,4,6,0,-1,6
0.45,31,Race leader changes,assigned,10,-0.0215020126796009,-0.0226836443556218,0.0273529328312233,-0.0438839456563337,-0.0059090487254681,0.0379748969308655,-0.0554245283018867,0.0342380952380952,1,9,0,-1,9
0.45,32,Front position changes,all,10,0.010544313782247,0.0120944136137293,0.0209491724514196,-0.0064625931335196,0.0232585031651271,0.0297210962986467,-0.0220723482526057,0.0464831804281345,6,4,0,1,6
0.45,32,Front position changes,assigned,10,0.0060332352941339,0.0057526561332531,0.0230078559089878,-0.0106781595919977,0.0180356068908081,0.0287137664828059,-0.0325497287522604,0.0409455117154638,6,4,0,1,6
0.45,33,Field position changes,all,10,0.0107755020531423,0.0093974424619585,0.0188163658482512,-0.0032467747176317,0.0217724818220701,0.0250192565397018,-0.0152905198776758,0.0475893205506939,6,4,0,1,6
0.45,33,Field position changes,assigned,10,0.0045351380733113,0.0045649726656479,0.0204780500089453,-0.0142938893209716,0.0203669592296065,0.0346608485505781,-0.0203417412530512,0.0398525525107803,5,5,0,0,5
