fr_cluster,term,in_cluster,cluster_size,p_value,significant,weight
9,radio,64,69,1.7322752149968205e-146,True,0.927536231884058
9,radio message,6,69,1.0404286798393233e-13,True,0.0869565217391304
9,team radio,6,69,1.0404286798393233e-13,True,0.0869565217391304
9,message,7,69,1.0618443665834707e-10,True,0.1014492753623188
9,radio saying,4,69,3.174839897317167e-08,True,0.0579710144927536
9,hear,6,69,2.803512935270288e-07,True,0.0869565217391304
9,heard,5,69,1.4733398641168477e-06,True,0.072463768115942
9,chatter,3,69,3.6100367535719615e-06,True,0.0434782608695652
9,engineer,4,69,1.2177136950897732e-05,True,0.0579710144927536
9,broadcast,3,69,1.8168393924834043e-05,True,0.0434782608695652
9,headphones,2,69,4.929635717234996e-05,True,0.0289855072463768
9,reporting,3,69,7.094815407869941e-05,True,0.0434782608695652
9,loud,2,69,0.0001634527765424,True,0.0289855072463768
10,qualifying,66,74,1.5899873837482323e-133,True,0.8918918918918919
10,yesterday,15,74,6.446084132493766e-17,True,0.2027027027027027
10,qualifying yesterday,5,74,2.947183783178913e-11,True,0.0675675675675675
10,qualifying performance,4,74,3.4058206590703944e-10,True,0.054054054054054
10,session,5,74,1.7695880517985019e-09,True,0.0675675675675675
10,qualified,5,74,4.100952713406651e-09,True,0.0675675675675675
10,yesterday qualifying,4,74,5.074875914041658e-09,True,0.054054054054054
10,qualifying session,4,74,2.3525838962238232e-08,True,0.054054054054054
10,worst qualifying,3,74,3.227326874952071e-07,True,0.0405405405405405
10,best qualifying,3,74,1.6034967870062571e-06,True,0.0405405405405405
10,performance,5,74,4.9552126183616494e-06,True,0.0675675675675675
10,result year,2,74,5.674470938872095e-05,True,0.027027027027027
10,worst,3,74,7.456625747092981e-05,True,0.0405405405405405
10,good qualifying,2,74,0.0001131666860899,True,0.027027027027027
10,practice,3,74,0.0001957098949034,True,0.0405405405405405
11,pole,57,61,2.2364478113938184e-130,True,0.9344262295081968
11,pole position,26,61,6.132147253731523e-55,True,0.4262295081967213
11,position,28,61,2.593953938682309e-28,True,0.4590163934426229
11,pole sitter,8,61,2.2942990906048088e-17,True,0.1311475409836065
11,sitter,8,61,2.2942990906048088e-17,True,0.1311475409836065
11,took pole,4,61,2.304507145929411e-09,True,0.0655737704918032
11,fourth pole,3,61,4.4936759798101356e-08,True,0.0491803278688524
11,pole year,3,61,4.4936759798101356e-08,True,0.0491803278688524
11,position season,3,61,4.4936759798101356e-08,True,0.0491803278688524
11,time career,4,61,3.549282845849073e-07,True,0.0655737704918032
11,career,6,61,4.90369212226739e-07,True,0.0983606557377049
11,yesterday,7,61,9.269603419171736e-07,True,0.1147540983606557
11,convert,3,61,5.295881988154967e-06,True,0.0491803278688524
11,fourth,7,61,5.358896863048891e-06,True,0.1147540983606557
11,took,5,61,6.065858809622184e-06,True,0.081967213114754
11,row,5,61,1.812906240293956e-05,True,0.081967213114754
11,41st,2,61,3.846586638717476e-05,True,0.0327868852459016
11,pole positions,2,61,7.675244913800218e-05,True,0.0327868852459016
11,merit,2,61,0.0001909881676688,True,0.0327868852459016
12,restart,66,117,2.6550403133076605e-119,True,0.5641025641025641
12,aborted,14,117,4.9123646146786035e-25,True,0.1196581196581196
12,procedure,15,117,8.0042688680026e-24,True,0.1282051282051282
12,order,17,117,2.926193574581912e-19,True,0.1452991452991453
12,aborted start,10,117,7.236575849070605e-18,True,0.0854700854700854
12,going restart,7,117,6.419775830167806e-16,True,0.0598290598290598
12,start,24,117,8.366606004924611e-14,True,0.2051282051282051
12,start aborted,5,117,8.769538853966276e-11,True,0.0427350427350427
12,standing start,6,117,1.692463717602928e-09,True,0.0512820512820512
12,restart going,4,117,2.1944358678887383e-09,True,0.0341880341880341
12,start procedure,5,117,6.567878261011294e-09,True,0.0427350427350427
12,restart order,4,117,1.0913390516999066e-08,True,0.0341880341880341
12,standing,7,117,1.683840108842981e-08,True,0.0598290598290598
12,restart procedure,4,117,3.256478077391788e-08,True,0.0341880341880341
12,reset,4,117,1.5034555345254496e-07,True,0.0341880341880341
12,couldn establish,3,117,3.2479575788497093e-07,True,0.0256410256410256
12,establish order,3,117,3.2479575788497093e-07,True,0.0256410256410256
12,procedures,3,117,3.215129224065045e-06,True,0.0256410256410256
12,establish,3,117,1.1139280787550555e-05,True,0.0256410256410256
12,minutes,5,117,3.877275272056786e-05,True,0.0427350427350427
12,rolling,4,117,0.0001088978849439,True,0.0341880341880341
12,going,20,117,0.0001758519228903,True,0.1709401709401709
13,tyres,242,758,2.41363895808e-312,True,0.3192612137203166
13,tires,175,758,3.801875413428253e-210,True,0.2308707124010554
13,tyre,170,758,2.1417045353057418e-207,True,0.2242744063324538
13,tire,143,758,1.652148061276652e-173,True,0.1886543535620052
13,hard,173,758,2.952645428580492e-157,True,0.2282321899736147
13,medium,89,758,3.1289015431879385e-87,True,0.1174142480211081
13,soft,64,758,4.803969170456591e-61,True,0.0844327176781002
13,hard tyre,50,758,1.1750851916338264e-59,True,0.0659630606860158
13,hard tyres,40,758,4.979494767715598e-51,True,0.0527704485488126
13,hard tires,33,758,5.607843571092027e-44,True,0.0435356200527704
13,hard tire,28,758,3.4614932183598364e-34,True,0.0369393139841688
13,soft tire,23,758,7.333221839447687e-32,True,0.0303430079155672
13,medium tyre,23,758,2.019915004844447e-29,True,0.0303430079155672
13,new,45,758,1.2677585310560922e-25,True,0.0593667546174142
13,medium tire,18,758,4.558160427277171e-25,True,0.0237467018469656
13,intermediate,25,758,7.248428523882623e-24,True,0.0329815303430079
13,fresher,18,758,1.2403386744467807e-20,True,0.0237467018469656
13,medium tyres,14,758,1.743071764888402e-18,True,0.0184696569920844
13,medium tires,13,758,3.683001816547402e-17,True,0.0171503957783641
13,new tyres,12,758,6.201373248105196e-17,True,0.0158311345646438
13,soft tyres,12,758,6.201373248105196e-17,True,0.0158311345646438
13,rubber,23,758,3.535708165625031e-16,True,0.0303430079155672
13,use,21,758,1.1642273873485595e-14,True,0.0277044854881266
13,intermediate tyres,11,758,1.611883847351873e-14,True,0.0145118733509234
13,laps hard,10,758,3.156923901812016e-14,True,0.0131926121372031
13,fresh,12,758,3.115625517404795e-13,True,0.0158311345646438
13,pirelli,10,758,3.332608045903132e-13,True,0.0131926121372031
13,degrading,9,758,7.109190314000437e-13,True,0.0118733509234828
13,laps,49,758,7.441944497682337e-13,True,0.0646437994722955
13,life,16,758,1.2491304269990766e-12,True,0.021108179419525
13,temperature,18,758,1.413482746747926e-12,True,0.0237467018469656
13,soft tires,10,758,1.918970635174285e-12,True,0.0131926121372031
13,tyre life,9,758,6.825067162837357e-12,True,0.0118733509234828
13,fresher tyres,8,758,1.5989042962207916e-11,True,0.0105540897097625
13,medium hard,10,758,2.680652426155836e-11,True,0.0131926121372031
13,fresher tires,8,758,1.382140344086709e-10,True,0.0105540897097625
13,tyre temperature,8,758,1.382140344086709e-10,True,0.0105540897097625
13,c3,7,758,3.5914669204991386e-10,True,0.0092348284960422
13,tyres end,7,758,3.5914669204991386e-10,True,0.0092348284960422
13,set,22,758,3.6097247216591886e-10,True,0.0290237467018469
13,compound,11,758,6.263913512103511e-10,True,0.0145118733509234
13,soft medium,7,758,2.761250235663855e-09,True,0.0092348284960422
13,soft tyre,7,758,2.761250235663855e-09,True,0.0092348284960422
13,new tires,6,758,8.056921136811233e-09,True,0.0079155672823219
13,old hard,6,758,8.056921136811233e-09,True,0.0079155672823219
13,durable,7,758,1.1941876940057004e-08,True,0.0092348284960422
13,longer,14,758,1.4041105838405134e-08,True,0.0184696569920844
13,compounds,8,758,1.6823637412104633e-08,True,0.0105540897097625
13,new medium,7,758,3.8257460025608656e-08,True,0.0092348284960422
13,new set,7,758,1.0111700310394157e-07,True,0.0092348284960422
13,rid,7,758,1.0111700310394157e-07,True,0.0092348284960422
13,stint,16,758,1.1226299108338085e-07,True,0.021108179419525
13,tyre management,5,758,1.8051569256194198e-07,True,0.0065963060686015
13,tyres going,5,758,1.8051569256194198e-07,True,0.0065963060686015
13,slick tyres,6,758,2.0869052051452493e-07,True,0.0079155672823219
13,slick,10,758,2.8995373879750257e-07,True,0.0131926121372031
13,graining,8,758,4.678752818579956e-07,True,0.0105540897097625
13,struggling,14,758,4.716449963871117e-07,True,0.0184696569920844
13,management,9,758,5.049914864916805e-07,True,0.0118733509234828
13,end,40,758,5.198540734096883e-07,True,0.0527704485488126
13,manage,9,758,7.57697121372157e-07,True,0.0118733509234828
13,intermediate tire,5,758,1.042809549687596e-06,True,0.0065963060686015
13,set hard,5,758,1.042809549687596e-06,True,0.0065963060686015
13,tires end,5,758,1.042809549687596e-06,True,0.0065963060686015
13,walled,5,758,1.042809549687596e-06,True,0.0065963060686015
13,worn,5,758,1.042809549687596e-06,True,0.0065963060686015
13,fired,7,758,1.6829358732658906e-06,True,0.0092348284960422
13,gone,19,758,1.83522781576572e-06,True,0.025065963060686
13,just,97,758,1.8904701896300565e-06,True,0.1279683377308707
13,wear,6,758,3.064442920339798e-06,True,0.0079155672823219
13,38,5,758,3.5142245043931373e-06,True,0.0065963060686015
13,tyre end,5,758,3.5142245043931373e-06,True,0.0065963060686015
13,c2,4,758,4.039337884489503e-06,True,0.0052770448548812
13,c3 c2,4,758,4.039337884489503e-06,True,0.0052770448548812
13,c4,4,758,4.039337884489503e-06,True,0.0052770448548812
13,c4 c3,4,758,4.039337884489503e-06,True,0.0052770448548812
13,durable tyre,4,758,4.039337884489503e-06,True,0.0052770448548812
13,fresh tyres,4,758,4.039337884489503e-06,True,0.0052770448548812
13,got tyres,4,758,4.039337884489503e-06,True,0.0052770448548812
13,laps medium,4,758,4.039337884489503e-06,True,0.0052770448548812
13,looking tyres,4,758,4.039337884489503e-06,True,0.0052770448548812
13,older,4,758,4.039337884489503e-06,True,0.0052770448548812
13,pirelli rubber,4,758,4.039337884489503e-06,True,0.0052770448548812
13,pressure tires,4,758,4.039337884489503e-06,True,0.0052770448548812
13,tires going,4,758,4.039337884489503e-06,True,0.0052770448548812
13,tyre just,4,758,4.039337884489503e-06,True,0.0052770448548812
13,tyres aren,4,758,4.039337884489503e-06,True,0.0052770448548812
13,17,8,758,4.290409583385719e-06,True,0.0105540897097625
13,18 laps,6,758,5.89563595351035e-06,True,0.0079155672823219
13,pressure,19,758,6.870840213168719e-06,True,0.025065963060686
13,available,7,758,7.392569135392741e-06,True,0.0092348284960422
13,traction,8,758,8.73625816616713e-06,True,0.0105540897097625
13,softer,5,758,9.023447810857486e-06,True,0.0065963060686015
13,different,16,758,1.1973333642484797e-05,True,0.021108179419525
13,push,11,758,1.2815754105755004e-05,True,0.0145118733509234
13,end race,9,758,1.3516123096416584e-05,True,0.0118733509234828
13,grip,19,758,1.4674270667845312e-05,True,0.025065963060686
13,30,7,758,1.6641464079388964e-05,True,0.0092348284960422
13,warm,6,758,1.7731855805026248e-05,True,0.0079155672823219
13,38 laps,4,758,1.947462665219974e-05,True,0.0052770448548812
13,nurse,4,758,1.947462665219974e-05,True,0.0052770448548812
13,tire just,4,758,1.947462665219974e-05,True,0.0052770448548812
13,wet tire,4,758,1.947462665219974e-05,True,0.0052770448548812
13,got,75,758,2.0760868840922315e-05,True,0.0989445910290237
13,18,8,758,2.22690114817026e-05,True,0.0105540897097625
13,managing,8,758,2.22690114817026e-05,True,0.0105540897097625
13,run,21,758,3.3341437739607696e-05,True,0.0277044854881266
13,choice,7,758,3.3837402549033964e-05,True,0.0092348284960422
13,really struggling,5,758,3.76519623005798e-05,True,0.0065963060686015
13,saving,5,758,3.76519623005798e-05,True,0.0065963060686015
13,new hard,4,758,5.633826085722406e-05,True,0.0052770448548812
13,later,12,758,6.898192575569457e-05,True,0.0158311345646438
13,better tyre,3,758,9.027251407283628e-05,True,0.0039577836411609
13,bit tyre,3,758,9.027251407283628e-05,True,0.0039577836411609
13,c5,3,758,9.027251407283628e-05,True,0.0039577836411609
13,c5 c4,3,758,9.027251407283628e-05,True,0.0039577836411609
13,fresh tires,3,758,9.027251407283628e-05,True,0.0039577836411609
13,kind tyres,3,758,9.027251407283628e-05,True,0.0039577836411609
13,manage tyres,3,758,9.027251407283628e-05,True,0.0039577836411609
13,managing tires,3,758,9.027251407283628e-05,True,0.0039577836411609
13,managing tyres,3,758,9.027251407283628e-05,True,0.0039577836411609
13,marbles,3,758,9.027251407283628e-05,True,0.0039577836411609
13,starting hard,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tire going,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tire medium,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tire offset,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tires got,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tires moment,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tread,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tyre going,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tyre year,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tyres early,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tyres gone,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tyres let,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tyres really,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tyres right,3,758,9.027251407283628e-05,True,0.0039577836411609
13,tyres try,3,758,9.027251407283628e-05,True,0.0039577836411609
13,way hard,3,758,9.027251407283628e-05,True,0.0039577836411609
13,gone hard,4,758,0.0001267703093276,True,0.0052770448548812
13,intermediate tires,4,758,0.0001267703093276,True,0.0052770448548812
13,early,14,758,0.0001477374893062,True,0.0184696569920844
13,window,11,758,0.0001565378554597,True,0.0145118733509234
13,track position,8,758,0.0001576400458802,True,0.0105540897097625
13,want,20,758,0.0002032301304093,True,0.0263852242744063
14,flag,147,194,3.494990668322521e-271,True,0.7577319587628866
14,red,62,194,5.271207970768341e-88,True,0.3195876288659793
14,red flag,54,194,3.079682794533606e-87,True,0.2783505154639175
14,yellow,45,194,5.2234533232655306e-74,True,0.2319587628865979
14,green,38,194,3.3431767089245066e-59,True,0.1958762886597938
14,yellow flag,24,194,7.395329424713539e-43,True,0.1237113402061855
14,green flag,24,194,3.6618479761794056e-42,True,0.1237113402061855
14,flags,17,194,4.9796862032262956e-29,True,0.0876288659793814
14,black,15,194,7.429699397549906e-25,True,0.0773195876288659
14,chequered,13,194,9.324236858846914e-23,True,0.0670103092783505
14,chequered flag,13,194,9.324236858846914e-23,True,0.0670103092783505
14,green light,12,194,1.6683752111394429e-21,True,0.0618556701030927
14,light,12,194,2.5045311431396178e-15,True,0.0618556701030927
14,yellow flags,8,194,1.1644753329337703e-14,True,0.0412371134020618
14,black white,8,194,1.2559401372118838e-13,True,0.0412371134020618
14,white flag,7,194,8.405382567947831e-13,True,0.0360824742268041
14,gantry,6,194,5.868133439193758e-11,True,0.0309278350515463
14,checkered,6,194,1.7436292666222315e-10,True,0.0309278350515463
14,checkered flag,6,194,1.7436292666222315e-10,True,0.0309278350515463
14,red flags,6,194,1.7436292666222315e-10,True,0.0309278350515463
14,black flag,5,194,1.9070277803443807e-10,True,0.0257731958762886
14,flag sector,5,194,1.1335347806337195e-09,True,0.0257731958762886
14,white,8,194,4.762242485816685e-09,True,0.0412371134020618
14,slow yellow,4,194,8.390922233515275e-08,True,0.0206185567010309
14,shown,5,194,3.509075474965902e-07,True,0.0257731958762886
14,sector,9,194,1.0128993366136485e-06,True,0.0463917525773195
14,failing,4,194,1.1432854316624989e-06,True,0.0206185567010309
14,shown black,3,194,1.495990806655636e-06,True,0.0154639175257731
14,end pit,4,194,5.245649921014979e-06,True,0.0206185567010309
14,wave,4,194,5.245649921014979e-06,True,0.0206185567010309
14,failing slow,3,194,5.93316000655417e-06,True,0.0154639175257731
14,flag conditions,3,194,5.93316000655417e-06,True,0.0154639175257731
14,flag racing,3,194,5.93316000655417e-06,True,0.0154639175257731
14,formation,7,194,7.643888060257922e-06,True,0.0360824742268041
14,flown,3,194,1.4707036182882696e-05,True,0.0154639175257731
14,flagged,3,194,2.91646117683212e-05,True,0.0154639175257731
14,illuminated,3,194,5.060544489127872e-05,True,0.0154639175257731
14,lights,6,194,5.259956723711889e-05,True,0.0309278350515463
14,accident,3,194,0.0001691341193975,True,0.0154639175257731
15,strategy,32,44,4.1623281120922214e-64,True,0.7272727272727273
15,strategic,4,44,3.9465810211788574e-08,True,0.0909090909090909
15,play,4,44,8.480560611337136e-06,True,0.0909090909090909
15,choices,2,44,1.989792731755041e-05,True,0.0454545454545454
15,audacious,2,44,3.9729829868618165e-05,True,0.0454545454545454
15,different strategy,2,44,3.9729829868618165e-05,True,0.0454545454545454
15,strategy work,2,44,3.9729829868618165e-05,True,0.0454545454545454
15,options,2,44,9.899535264700776e-05,True,0.0454545454545454
15,stop strategy,2,44,9.899535264700776e-05,True,0.0454545454545454
15,tactical,2,44,9.899535264700776e-05,True,0.0454545454545454
15,like ve,2,44,0.0002364090374141,True,0.0454545454545454
16,drink,3,131,4.571650435197504e-07,True,0.0229007633587786
16,cup tea,3,131,1.8182558964335571e-06,True,0.0229007633587786
16,tea,3,131,1.8182558964335571e-06,True,0.0229007633587786
16,traveled,3,131,1.8182558964335571e-06,True,0.0229007633587786
16,party,4,131,9.75297408251395e-06,True,0.0305343511450381
16,cup,3,131,1.563990244100993e-05,True,0.0229007633587786
16,moment,11,131,0.0001213578829884,True,0.0839694656488549
16,venue,3,131,0.0002377454376318,True,0.0229007633587786
17,circuit,78,94,8.590542408953788e-139,True,0.8297872340425532
17,degradation,10,94,7.408751900337454e-19,True,0.1063829787234042
17,circuits,6,94,4.224131197312024e-11,True,0.0638297872340425
17,street circuit,3,94,9.184552618751124e-06,True,0.0319148936170212
17,street,3,94,1.3721165121094093e-05,True,0.0319148936170212
17,high,5,94,6.110024587905775e-05,True,0.0531914893617021
17,fans,4,94,7.0746841456878e-05,True,0.0425531914893617
17,fans circuit,2,94,9.175660082092244e-05,True,0.0212765957446808
17,handers,2,94,9.175660082092244e-05,True,0.0212765957446808
17,right handers,2,94,9.175660082092244e-05,True,0.0212765957446808
17,week,4,94,0.0001708558953411,True,0.0425531914893617
17,corners circuit,2,94,0.0001828464454963,True,0.0212765957446808
17,debris circuit,2,94,0.0001828464454963,True,0.0212765957446808
18,rain,126,405,2.076949692615508e-184,True,0.3111111111111111
18,wet,56,405,1.716912514700766e-63,True,0.1382716049382716
18,dry,45,405,2.9652370891755065e-52,True,0.1111111111111111
18,weather,23,405,1.9109458700814925e-29,True,0.0567901234567901
18,drying,18,405,3.2122756059962127e-26,True,0.0444444444444444
18,water,22,405,4.605708093318642e-26,True,0.0543209876543209
18,heavy,15,405,1.0249620620227398e-18,True,0.037037037037037
18,raining,11,405,1.3303368216402495e-18,True,0.0271604938271604
18,sun,13,405,6.662046690639321e-16,True,0.0320987654320987
18,temperature,17,405,6.703866161688096e-16,True,0.0419753086419753
18,degrees,11,405,1.6653051589990265e-15,True,0.0271604938271604
18,shower,10,405,3.591113032607633e-15,True,0.0246913580246913
18,rain coming,8,405,1.0279982060779175e-13,True,0.019753086419753
18,standing water,9,405,1.2750685172558166e-13,True,0.0222222222222222
18,surface,13,405,1.66238242821353e-13,True,0.0320987654320987
18,blue sky,7,405,4.357110989529746e-12,True,0.0172839506172839
18,air temperature,8,405,4.434479692923902e-12,True,0.019753086419753
18,sky,8,405,1.591974060278608e-11,True,0.019753086419753
18,track,31,405,1.9165974940455232e-11,True,0.0765432098765432
18,minutes,14,405,2.991369388965462e-11,True,0.0345679012345679
18,radar,7,405,3.4137289171983435e-11,True,0.0172839506172839
18,tarmac,8,405,1.1903656332309323e-10,True,0.019753086419753
18,conditions,21,405,1.6061500182886283e-10,True,0.0518518518518518
18,track temperature,7,405,4.91144053827938e-10,True,0.0172839506172839
18,quickly,15,405,8.973368475440071e-10,True,0.037037037037037
18,paddock,8,405,1.117301155211638e-09,True,0.019753086419753
18,rain shower,6,405,1.2634093058762746e-09,True,0.0148148148148148
18,blue,8,405,3.6418269572107405e-09,True,0.019753086419753
18,standing,11,405,3.8319443158891755e-09,True,0.0271604938271604
18,heavy rain,5,405,7.770011184451706e-09,True,0.0123456790123456
18,little,29,405,8.024265867578373e-09,True,0.0716049382716049
18,umbrella,5,405,4.569895855541489e-08,True,0.0123456790123456
18,visibility,8,405,1.0984577444675146e-07,True,0.019753086419753
18,track drying,5,405,1.5678783167926149e-07,True,0.0123456790123456
18,wetter,6,405,2.739471564606174e-07,True,0.0148148148148148
18,bit rain,4,405,3.2692176734181826e-07,True,0.0098765432098765
18,break weather,4,405,3.2692176734181826e-07,True,0.0098765432098765
18,coat,4,405,3.2692176734181826e-07,True,0.0098765432098765
18,drainage,4,405,3.2692176734181826e-07,True,0.0098765432098765
18,drying quickly,4,405,3.2692176734181826e-07,True,0.0098765432098765
18,going dry,4,405,3.2692176734181826e-07,True,0.0098765432098765
18,going wet,4,405,3.2692176734181826e-07,True,0.0098765432098765
18,intensity,4,405,3.2692176734181826e-07,True,0.0098765432098765
18,little bit,23,405,4.481913432771078e-07,True,0.0567901234567901
18,drier,5,405,9.039689182854836e-07,True,0.0123456790123456
18,air,12,405,1.0846776530897195e-06,True,0.0296296296296296
18,patches,4,405,1.603528791971285e-06,True,0.0098765432098765
18,wet dry,4,405,1.603528791971285e-06,True,0.0098765432098765
18,expecting,9,405,1.7691452424206824e-06,True,0.0222222222222222
18,moisture,4,405,4.719188458803023e-06,True,0.0098765432098765
18,rainfall,4,405,4.719188458803023e-06,True,0.0098765432098765
18,flat,8,405,5.928758044364065e-06,True,0.019753086419753
18,10 minutes,4,405,1.080238929496804e-05,True,0.0098765432098765
18,dark,4,405,1.080238929496804e-05,True,0.0098765432098765
18,bit,32,405,1.211586985681839e-05,True,0.0790123456790123
18,band rain,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,carbs,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,clouds,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,deluge,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,know rain,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,light rain,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,like rain,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,look dry,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,rain falling,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,rain getting,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,rain going,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,rain heavy,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,rain moment,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,tent,3,405,1.3721768607856964e-05,True,0.0074074074074074
18,coming,20,405,1.4959889503305245e-05,True,0.0493827160493827
18,earlier,14,405,1.5560808789356655e-05,True,0.0345679012345679
18,31,4,405,2.119492974771804e-05,True,0.0098765432098765
18,atmosphere,4,405,3.742769841126406e-05,True,0.0098765432098765
18,wet conditions,5,405,3.7868760372321466e-05,True,0.0123456790123456
18,wind,5,405,3.7868760372321466e-05,True,0.0123456790123456
18,mean,12,405,4.049043770667807e-05,True,0.0296296296296296
18,17 degrees,3,405,5.390630912940242e-05,True,0.0074074074074074
18,band,3,405,5.390630912940242e-05,True,0.0074074074074074
18,darker,3,405,5.390630912940242e-05,True,0.0074074074074074
18,drizzle,3,405,5.390630912940242e-05,True,0.0074074074074074
18,rain came,3,405,5.390630912940242e-05,True,0.0074074074074074
18,rain come,3,405,5.390630912940242e-05,True,0.0074074074074074
18,temperature 17,3,405,5.390630912940242e-05,True,0.0074074074074074
18,water surface,3,405,5.390630912940242e-05,True,0.0074074074074074
18,wet just,3,405,5.390630912940242e-05,True,0.0074074074074074
18,commentary,8,405,6.063132830938204e-05,True,0.019753086419753
18,commentary box,7,405,6.651949365150076e-05,True,0.0172839506172839
18,parts,5,405,6.8394425711029e-05,True,0.0123456790123456
18,degrees air,3,405,0.0001323604796355,True,0.0074074074074074
18,spirits,3,405,0.0001323604796355,True,0.0074074074074074
18,stopped,5,405,0.0001459642654978,True,0.0123456790123456
18,light,6,405,0.0001656521011412,True,0.0148148148148148
18,17,5,405,0.0001828590358462,True,0.0123456790123456
19,battle,44,76,2.874278719766501e-66,True,0.5789473684210527
19,fight,20,76,9.021391593209927e-25,True,0.2631578947368421
19,got battle,3,76,3.499642815257581e-07,True,0.0394736842105263
19,battle second,3,76,1.7384869705236024e-06,True,0.0394736842105263
19,looking battle,3,76,1.7384869705236024e-06,True,0.0394736842105263
19,battle win,3,76,1.0296295719282355e-05,True,0.0394736842105263
19,fighting,5,76,2.487480484140031e-05,True,0.0657894736842105
19,interesting,4,76,5.369451352149565e-05,True,0.0526315789473684
19,battle fifth,2,76,5.987027266871072e-05,True,0.0263157894736842
19,ll fight,2,76,5.987027266871072e-05,True,0.0263157894736842
19,really interesting,2,76,5.987027266871072e-05,True,0.0263157894736842
20,thank,41,72,5.2911949613296885e-87,True,0.5694444444444444
20,thanks,7,72,4.623854233385171e-11,True,0.0972222222222222
20,company,5,72,1.00722311765539e-08,True,0.0694444444444444
20,appreciate,3,72,2.969501113141171e-07,True,0.0416666666666666
20,good job,4,72,1.124533905178361e-06,True,0.0555555555555555
20,job,6,72,2.604182102634621e-06,True,0.0833333333333333
20,congratulations,3,72,4.007001852232631e-05,True,0.0416666666666666
20,thank having,2,72,5.370269177340497e-05,True,0.0277777777777777
20,good,8,72,0.0001035481131926,True,0.1111111111111111
20,meet,2,72,0.0001071084334354,True,0.0277777777777777
20,really good,3,72,0.0002259509631719,True,0.0416666666666666
21,lap,354,366,0.0,True,0.9672131147540984
21,fastest lap,41,366,1.193905315041368e-40,True,0.1120218579234972
21,quicker lap,22,366,3.5216874462487757e-35,True,0.0601092896174863
21,fastest,42,366,3.680349721565463e-33,True,0.1147540983606557
21,quicker,33,366,1.4594935085232198e-29,True,0.0901639344262295
21,lap lap,16,366,1.146646388566306e-22,True,0.0437158469945355
21,opening lap,15,366,2.408279960747337e-18,True,0.040983606557377
21,tenths,24,366,1.671765261143627e-17,True,0.0655737704918032
21,lap time,14,366,6.183030227296406e-17,True,0.0382513661202185
21,restart lap,9,366,9.633379118724333e-16,True,0.0245901639344262
21,lap times,11,366,1.7054059393229994e-15,True,0.0300546448087431
21,point fastest,9,366,9.449872584613575e-15,True,0.0245901639344262
21,tenths quicker,11,366,1.195044905749562e-14,True,0.0300546448087431
21,second lap,10,366,1.888819825152073e-14,True,0.0273224043715847
21,bonus point,10,366,5.5577752000139246e-14,True,0.0273224043715847
21,bonus,10,366,1.4536499543483297e-13,True,0.0273224043715847
21,opening,15,366,1.0598943448453044e-12,True,0.040983606557377
21,half,18,366,6.992438685761866e-11,True,0.0491803278688524
21,lap got,6,366,2.697074045209286e-09,True,0.0163934426229508
21,second quicker,6,366,2.697074045209286e-09,True,0.0163934426229508
21,did lap,5,366,4.670897239458178e-09,True,0.0136612021857923
21,lap half,5,366,4.670897239458178e-09,True,0.0136612021857923
21,lap slower,5,366,4.670897239458178e-09,True,0.0136612021857923
21,end lap,8,366,7.21269487278656e-09,True,0.0218579234972677
21,seconds,28,366,1.1607492498676963e-08,True,0.0765027322404371
21,middle lap,5,366,2.7525651973455727e-08,True,0.0136612021857923
21,got fastest,5,366,9.462271407841703e-08,True,0.0136612021857923
21,lap fastest,5,366,9.462271407841703e-08,True,0.0136612021857923
21,half lap,4,366,2.176999398456862e-07,True,0.0109289617486338
21,going lap,5,366,2.478321141337633e-07,True,0.0136612021857923
21,final lap,6,366,2.58976651263684e-07,True,0.0163934426229508
21,seven tenths,6,366,4.237543614665063e-07,True,0.0163934426229508
21,lap just,5,366,1.0758907548699758e-06,True,0.0136612021857923
21,half second,7,366,1.7034541065285338e-06,True,0.0191256830601092
21,middle,9,366,2.9650048629440623e-06,True,0.0245901639344262
