pair_id,event_id,threshold,category_id,category_name,register,n_category,n_total,n_assigned,p_all,p_assigned
P06,2024_Italy_GP,0.35,21,Braking & lockups,HIGHLIGHT,2,69,69,0.028985507246376812,0.028985507246376812
P06,2024_Italy_GP,0.35,22,Wheel-to-wheel,HIGHLIGHT,2,69,69,0.028985507246376812,0.028985507246376812
P06,2024_Italy_GP,0.35,23,Circuit action,HIGHLIGHT,3,69,69,0.043478260869565216,0.043478260869565216
P06,2024_Italy_GP,0.35,24,Inter-car distance,HIGHLIGHT,0,69,69,0.0,0.0
P06,2024_Italy_GP,0.35,25,Driver & team references,HIGHLIGHT,3,69,69,0.043478260869565216,0.043478260869565216
P06,2024_Italy_GP,0.35,26,Defending & attacking,HIGHLIGHT,2,69,69,0.028985507246376812,0.028985507246376812
P06,2024_Italy_GP,0.35,27,Overtake battles,HIGHLIGHT,11,69,69,0.15942028985507245,0.15942028985507245
P06,2024_Italy_GP,0.35,28,Corner battles,HIGHLIGHT,1,69,69,0.014492753623188406,0.014492753623188406
P06,2024_Italy_GP,0.35,29,Corner specific moves,HIGHLIGHT,0,69,69,0.0,0.0
P06,2024_Italy_GP,0.35,30,Lap pace & timing,HIGHLIGHT,3,69,69,0.043478260869565216,0.043478260869565216
P06,2024_Italy_GP,0.35,31,Race leader changes,HIGHLIGHT,6,69,69,0.08695652173913043,0.08695652173913043
P06,2024_Italy_GP,0.35,32,Front position changes,HIGHLIGHT,2,69,69,0.028985507246376812,0.028985507246376812
P06,2024_Italy_GP,0.35,33,Field position changes,HIGHLIGHT,1,69,69,0.014492753623188406,0.014492753623188406
P06,2024_Italy_GP,0.35,0,DRS-assisted battles,FULL_RACE,12,1458,1187,0.00823045267489712,0.010109519797809604
P06,2024_Italy_GP,0.35,1,Time penalties,FULL_RACE,6,1458,1187,0.00411522633744856,0.005054759898904802
P06,2024_Italy_GP,0.35,2,Lights-out race starts,FULL_RACE,10,1458,1187,0.006858710562414266,0.008424599831508003
P06,2024_Italy_GP,0.35,3,Mirror checks defending,FULL_RACE,5,1458,1187,0.003429355281207133,0.004212299915754001
P06,2024_Italy_GP,0.35,4,Race start launch,FULL_RACE,5,1458,1187,0.003429355281207133,0.004212299915754001
P06,2024_Italy_GP,0.35,5,Weather conditions,FULL_RACE,4,1458,1187,0.0027434842249657062,0.003369839932603201
P06,2024_Italy_GP,0.35,6,Grand Prix wins,FULL_RACE,87,1458,1187,0.059670781893004114,0.07329401853411963
P06,2024_Italy_GP,0.35,7,Race start lights,FULL_RACE,1,1458,1187,0.0006858710562414266,0.0008424599831508003
P06,2024_Italy_GP,0.35,8,Race control flags,FULL_RACE,7,1458,1187,0.004801097393689987,0.005897219882055603
P06,2024_Italy_GP,0.35,9,Formula 1 milestones,FULL_RACE,15,1458,1187,0.0102880658436214,0.012636899747262006
P06,2024_Italy_GP,0.35,10,Chicane moves,FULL_RACE,18,1458,1187,0.012345679012345678,0.015164279696714406
P06,2024_Italy_GP,0.35,11,Team radio celebrations,FULL_RACE,19,1458,1187,0.013031550068587106,0.016006739679865205
P06,2024_Italy_GP,0.35,12,Podium finishes,FULL_RACE,20,1458,1187,0.013717421124828532,0.016849199663016005
P06,2024_Italy_GP,0.35,13,Championship & title,FULL_RACE,71,1458,1187,0.04869684499314129,0.05981465880370682
P06,2024_Italy_GP,0.35,14,Pit stops,FULL_RACE,49,1458,1187,0.033607681755829906,0.041280539174389216
P06,2024_Italy_GP,0.35,15,Tires & compounds,FULL_RACE,91,1458,1187,0.062414266117969824,0.07666385846672283
P06,2024_Italy_GP,0.35,16,Safety car deployment,FULL_RACE,13,1458,1187,0.008916323731138546,0.010951979780960405
P06,2024_Italy_GP,0.35,17,Gap & pace,FULL_RACE,56,1458,1187,0.038408779149519894,0.04717775905644482
P06,2024_Italy_GP,0.35,18,Team dynamics,FULL_RACE,120,1458,1187,0.0823045267489712,0.10109519797809605
P06,2024_Italy_GP,0.35,19,Race lead holding,FULL_RACE,13,1458,1187,0.008916323731138546,0.010951979780960405
P06,2024_Italy_GP,0.35,20,Wing & car damage,FULL_RACE,31,1458,1187,0.021262002743484224,0.02611625947767481
P06,2024_Italy_GP,0.35,21,Braking & lockups,FULL_RACE,33,1458,1187,0.02263374485596708,0.02780117944397641
P06,2024_Italy_GP,0.35,22,Wheel-to-wheel,FULL_RACE,10,1458,1187,0.006858710562414266,0.008424599831508003
P06,2024_Italy_GP,0.35,23,Circuit action,FULL_RACE,40,1458,1187,0.027434842249657063,0.03369839932603201
P06,2024_Italy_GP,0.35,24,Inter-car distance,FULL_RACE,14,1458,1187,0.009602194787379973,0.011794439764111205
P06,2024_Italy_GP,0.35,25,Driver & team references,FULL_RACE,30,1458,1187,0.0205761316872428,0.02527379949452401
P06,2024_Italy_GP,0.35,26,Defending & attacking,FULL_RACE,19,1458,1187,0.013031550068587106,0.016006739679865205
P06,2024_Italy_GP,0.35,27,Overtake battles,FULL_RACE,181,1458,1187,0.12414266117969822,0.15248525695029486
P06,2024_Italy_GP,0.35,28,Corner battles,FULL_RACE,6,1458,1187,0.00411522633744856,0.005054759898904802
P06,2024_Italy_GP,0.35,29,Corner specific moves,FULL_RACE,7,1458,1187,0.004801097393689987,0.005897219882055603
P06,2024_Italy_GP,0.35,30,Lap pace & timing,FULL_RACE,60,1458,1187,0.0411522633744856,0.05054759898904802
P06,2024_Italy_GP,0.35,31,Race leader changes,FULL_RACE,64,1458,1187,0.0438957475994513,0.05391743892165122
P06,2024_Italy_GP,0.35,32,Front position changes,FULL_RACE,29,1458,1187,0.019890260631001373,0.02443133951137321
P06,2024_Italy_GP,0.35,33,Field position changes,FULL_RACE,41,1458,1187,0.028120713305898493,0.03454085930918281
P07,2024_LasVegas_GP,0.35,0,DRS-assisted battles,HIGHLIGHT,3,105,97,0.02857142857142857,0.030927835051546393
P07,2024_LasVegas_GP,0.35,1,Time penalties,HIGHLIGHT,0,105,97,0.0,0.0
P07,2024_LasVegas_GP,0.35,2,Lights-out race starts,HIGHLIGHT,2,105,97,0.01904761904761905,0.020618556701030927
P07,2024_LasVegas_GP,0.35,3,Mirror checks defending,HIGHLIGHT,0,105,97,0.0,0.0
P07,2024_LasVegas_GP,0.35,4,Race start launch,HIGHLIGHT,0,105,97,0.0,0.0
P07,2024_LasVegas_GP,0.35,5,Weather conditions,HIGHLIGHT,1,105,97,0.009523809523809525,0.010309278350515464
P07,2024_LasVegas_GP,0.35,6,Grand Prix wins,HIGHLIGHT,5,105,97,0.047619047619047616,0.05154639175257732
P07,2024_LasVegas_GP,0.35,7,Race start lights,HIGHLIGHT,1,105,97,0.009523809523809525,0.010309278350515464
P07,2024_LasVegas_GP,0.35,8,Race control flags,HIGHLIGHT,1,105,97,0.009523809523809525,0.010309278350515464
P07,2024_LasVegas_GP,0.35,9,Formula 1 milestones,HIGHLIGHT,3,105,97,0.02857142857142857,0.030927835051546393
P07,2024_LasVegas_GP,0.35,10,Chicane moves,HIGHLIGHT,1,105,97,0.009523809523809525,0.010309278350515464
P07,2024_LasVegas_GP,0.35,11,Team radio celebrations,HIGHLIGHT,1,105,97,0.009523809523809525,0.010309278350515464
P07,2024_LasVegas_GP,0.35,12,Podium finishes,HIGHLIGHT,3,105,97,0.02857142857142857,0.030927835051546393
P07,2024_LasVegas_GP,0.35,13,Championship & title,HIGHLIGHT,8,105,97,0.0761904761904762,0.08247422680412371
P07,2024_LasVegas_GP,0.35,14,Pit stops,HIGHLIGHT,5,105,97,0.047619047619047616,0.05154639175257732
P07,2024_LasVegas_GP,0.35,15,Tires & compounds,HIGHLIGHT,3,105,97,0.02857142857142857,0.030927835051546393
P07,2024_LasVegas_GP,0.35,16,Safety car deployment,HIGHLIGHT,0,105,97,0.0,0.0
P07,2024_LasVegas_GP,0.35,17,Gap & pace,HIGHLIGHT,0,105,97,0.0,0.0
P07,2024_LasVegas_GP,0.35,18,Team dynamics,HIGHLIGHT,10,105,97,0.09523809523809523,0.10309278350515463
P07,2024_LasVegas_GP,0.35,19,Race lead holding,HIGHLIGHT,3,105,97,0.02857142857142857,0.030927835051546393
P07,2024_LasVegas_GP,0.35,20,Wing & car damage,HIGHLIGHT,3,105,97,0.02857142857142857,0.030927835051546393
P07,2024_LasVegas_GP,0.35,21,Braking & lockups,HIGHLIGHT,3,105,97,0.02857142857142857,0.030927835051546393
P07,2024_LasVegas_GP,0.35,22,Wheel-to-wheel,HIGHLIGHT,0,105,97,0.0,0.0
P07,2024_LasVegas_GP,0.35,23,Circuit action,HIGHLIGHT,1,105,97,0.009523809523809525,0.010309278350515464
P07,2024_LasVegas_GP,0.35,24,Inter-car distance,HIGHLIGHT,4,105,97,0.0380952380952381,0.041237113402061855
P07,2024_LasVegas_GP,0.35,25,Driver & team references,HIGHLIGHT,2,105,97,0.01904761904761905,0.020618556701030927
P07,2024_LasVegas_GP,0.35,26,Defending & attacking,HIGHLIGHT,5,105,97,0.047619047619047616,0.05154639175257732
P07,2024_LasVegas_GP,0.35,27,Overtake battles,HIGHLIGHT,14,105,97,0.13333333333333333,0.14432989690721648
P07,2024_LasVegas_GP,0.35,28,Corner battles,HIGHLIGHT,5,105,97,0.047619047619047616,0.05154639175257732
P07,2024_LasVegas_GP,0.35,29,Corner specific moves,HIGHLIGHT,0,105,97,0.0,0.0
P07,2024_LasVegas_GP,0.35,30,Lap pace & timing,HIGHLIGHT,1,105,97,0.009523809523809525,0.010309278350515464
P07,2024_LasVegas_GP,0.35,31,Race leader changes,HIGHLIGHT,0,105,97,0.0,0.0
P07,2024_LasVegas_GP,0.35,32,Front position changes,HIGHLIGHT,5,105,97,0.047619047619047616,0.05154639175257732
P07,2024_LasVegas_GP,0.35,33,Field position changes,HIGHLIGHT,4,105,97,0.0380952380952381,0.041237113402061855
P07,2024_LasVegas_GP,0.35,0,DRS-assisted battles,FULL_RACE,18,1344,1113,0.013392857142857142,0.016172506738544475
P07,2024_LasVegas_GP,0.35,1,Time penalties,FULL_RACE,13,1344,1113,0.009672619047619048,0.011680143755615454
P07,2024_LasVegas_GP,0.35,2,Lights-out race starts,FULL_RACE,18,1344,1113,0.013392857142857142,0.016172506738544475
P07,2024_LasVegas_GP,0.35,3,Mirror checks defending,FULL_RACE,7,1344,1113,0.005208333333333333,0.006289308176100629
P07,2024_LasVegas_GP,0.35,4,Race start launch,FULL_RACE,6,1344,1113,0.004464285714285714,0.005390835579514825
P07,2024_LasVegas_GP,0.35,5,Weather conditions,FULL_RACE,8,1344,1113,0.005952380952380952,0.0071877807726864335
