event_id,threshold,category_id,delta_all,delta_assigned
2024_Bahrain_GP,0.4,8,-0.00832072617246596,-0.011591148577449948
2024_Bahrain_GP,0.4,9,-0.012586148932593712,-0.02217504493894502
2024_Bahrain_GP,0.4,10,0.0,0.0
2024_Bahrain_GP,0.4,11,0.0002731551521264076,-0.004261451682886011
2024_Bahrain_GP,0.4,12,-0.014372163388804841,-0.020021074815595362
2024_Bahrain_GP,0.4,13,-0.014099008236678433,-0.024282526498481376
2024_Bahrain_GP,0.4,14,0.0020591696083375327,-0.006415421806235666
2024_Bahrain_GP,0.4,15,-0.02063371995293327,-0.03802764519928097
2024_Bahrain_GP,0.4,16,-0.015128593040847202,-0.02107481559536354
2024_Bahrain_GP,0.4,17,-0.01664145234493192,-0.023182297154899896
2024_Bahrain_GP,0.4,18,0.13874180534543623,0.12364408355544536
2024_Bahrain_GP,0.4,19,0.03864094805849722,0.03990268393975083
2024_Bahrain_GP,0.4,20,-0.01361573373676248,-0.018967334035827187
2024_Bahrain_GP,0.4,21,-0.029227601277525633,-0.04535734209384491
2024_Bahrain_GP,0.4,22,-0.007564296520423601,-0.01053740779768177
2024_Bahrain_GP,0.4,23,-0.018910741301059002,-0.026343519494204427
2024_Bahrain_GP,0.4,24,-0.00048327449991595293,-0.005315192462654186
2024_Bahrain_GP,0.4,25,0.033892250798453524,0.024003595115601566
2024_Bahrain_GP,0.4,26,0.029563792233988903,0.0272577945825327
2024_Bahrain_GP,0.4,27,0.10642544965540426,0.08790987417095393
2024_Bahrain_GP,0.4,28,-0.009077155824508321,-0.012644889357218124
2024_Bahrain_GP,0.4,29,0.031076651538073624,0.029365276142069054
2024_Bahrain_GP,0.4,30,-0.01231299378046731,-0.026436496621831028
2024_Bahrain_GP,0.4,31,0.009413346780971589,-0.0054546581540941
2024_Bahrain_GP,0.4,32,0.029563792233988903,0.0272577945825327
2024_Bahrain_GP,0.4,33,-0.005021852412170114,-0.01163763714126325
2024_Bahrain_GP,0.45,0,-0.02118003025718608,-0.03345280764635603
2024_Bahrain_GP,0.45,1,-0.0022692889561270802,-0.0035842293906810036
2024_Bahrain_GP,0.45,2,-0.0015128593040847202,-0.0023894862604540022
2024_Bahrain_GP,0.45,3,0.009350310976634729,0.008216156603253378
2024_Bahrain_GP,0.45,4,-0.0015128593040847202,-0.0023894862604540022
2024_Bahrain_GP,0.45,5,-0.0022692889561270802,-0.0035842293906810036
2024_Bahrain_GP,0.45,6,0.021032946713733403,0.0004595165885488556
2024_Bahrain_GP,0.45,7,0.012376029584804167,0.012995129124161384
2024_Bahrain_GP,0.45,8,-0.007564296520423601,-0.011947431302270013
