n_events,mean_delta,median_delta,sd,q1,q3,iqr,min,max,n_negative,n_positive,n_zero,threshold,category_id,metric,category_name,majority_sign,n_majority
10,-0.01216651900252514,-0.014345437542515212,0.013628546934455069,-0.021999370149907355,-0.011902920630010569,0.010096449519896786,-0.02341772151898734,0.021610881232332336,9,1,0,0.35,11,assigned,Team radio celebrations,-1,9
10,-0.0025360126995704916,-0.0017612798013949306,0.009324221147694038,-0.008505430870141965,0.004220336485544766,0.01272576735568673,-0.019059205190592052,0.009970238095238095,6,4,0,0.35,12,all,Podium finishes,-1,6
10,-0.0055696998686283455,-0.004470264108194332,0.009944212652478612,-0.011174453172437173,0.0017788022029013957,0.01295325537533857,-0.024152106885919837,0.00846602013690129,6,4,0,0.35,12,assigned,Podium finishes,-1,6
10,0.00011046733318221952,-0.007192405779823219,0.02470368716187536,-0.019115954051927276,0.011901469989705291,0.031017424041632567,-0.022477064220183484,0.04914529914529915,7,3,0,0.35,13,all,Championship & title,-1,7
10,-0.0072018289945242255,-0.01518255695422103,0.02616520565574199,-0.027918008384828958,0.005660760168078089,0.03357876855290705,-0.03082915155733001,0.04429720606191194,7,3,0,0.35,13,assigned,Championship & title,-1,7
10,0.0008167696533978554,-0.0011197764366226992,0.015302979303157542,-0.0048903708916023065,0.010994072648747173,0.01588444354034948,-0.026364193746167996,0.023809523809523808,5,5,0,0.35,14,all,Pit stops,0,5
10,-0.0045085885557512835,-0.006515765623441376,0.015965876823851855,-0.012299351000971515,0.00582314172911406,0.018122492730085576,-0.03182827535159141,0.022795268661831583,6,4,0,0.35,14,assigned,Pit stops,-1,6
10,-0.0015434034932253614,-0.016924009632342966,0.055862883097873246,-0.021819515281086846,-0.004443823233347846,0.017375692047739,-0.06666666666666667,0.14265232974910397,8,2,0,0.35,15,all,Tires & compounds,-1,8
10,-0.012220751753139084,-0.0244186549143851,0.05700656391201185,-0.039564601939601624,-0.012495170267020095,0.02706943167258153,-0.07746979388770434,0.13395101630395745,8,2,0,0.35,15,assigned,Tires & compounds,-1,8
10,-0.001902129727648326,-0.0017738914976642194,0.02070650740018336,-0.013947830932784636,0.0042455380517677065,0.018193368984552344,-0.03249540159411404,0.045620078740157485,5,5,0,0.35,16,all,Safety car deployment,0,5
10,-0.006264905300000724,-0.00628849437945528,0.021698383502453063,-0.01814928318593311,0.00046420451688566206,0.018613487702818773,-0.03923019985196151,0.04317556411667584,7,3,0,0.35,16,assigned,Safety car deployment,-1,7
10,-0.020482355662025577,-0.02168373838174946,0.008241110658941864,-0.027467386655260904,-0.013175200102708333,0.014292186552552572,-0.03126916002452483,-0.009423271903143082,10,0,0,0.35,17,all,Gap & pace,-1,10
10,-0.027476191299650628,-0.02754912272834136,0.007438771027578468,-0.0341938483059811,-0.020553772015082093,0.013640076290899007,-0.03774981495188749,-0.01819225181006801,10,0,0,0.35,17,assigned,Gap & pace,-1,10
10,0.03866686341896404,0.031133580310814604,0.04986614314928769,0.006399536425241027,0.06256177946230114,0.05616224303706011,-0.022546181417149154,0.13344679778113971,2,8,0,0.35,18,all,Team dynamics,1,8
10,0.025432635450612456,0.017249427553950793,0.04814902518917705,-0.0051065256114146695,0.051623277259488946,0.056729802870903616,-0.03556166056166056,0.11662133412328655,4,6,0,0.35,18,assigned,Team dynamics,1,6
10,0.013479100107596658,0.013444207286983992,0.013065690492847703,0.007671760346370337,0.019218554303095367,0.01154679395672503,-0.005239520958083832,0.03864094805849722,2,8,0,0.35,19,all,Race lead holding,1,8
10,0.012760378338323447,0.012884453053426836,0.013380724920512939,0.006664942188510716,0.017663213975605687,0.010998271787094971,-0.006692160611854685,0.038429429348557885,2,8,0,0.35,19,assigned,Race lead holding,1,8
10,-0.003623535872241427,-0.00542405737589253,0.014329011987512793,-0.0166102910673446,0.009329349617339812,0.025939640684684413,-0.021262002743484224,0.01613065046541441,6,4,0,0.35,20,all,Wing & car damage,-1,6
10,-0.006892597140270086,-0.007600757800262479,0.015316715470805316,-0.020412571315567847,0.008068935792693644,0.028481507108261493,-0.02611625947767481,0.012610686185815716,7,3,0,0.35,20,assigned,Wing & car damage,-1,7
10,0.011579826000054586,0.003886136807421262,0.03395804923816147,0.001029702483183053,0.012469802054201782,0.01144009957101873,-0.03527903849386452,0.07080838323353295,2,8,0,0.35,21,all,Braking & lockups,1,8
10,0.0055640710093872265,-0.0005656616098639773,0.03501343481701493,-0.004505779493864733,0.005875691858987811,0.010381471352852544,-0.04805698435353998,0.06526071967248437,5,5,0,0.35,21,assigned,Braking & lockups,0,5
10,0.017685898038763664,0.018479300482654056,0.0226153866157366,-0.0036529034690799397,0.03215789566731917,0.03581079913639911,-0.009077155824508321,0.053263473053892216,4,6,0,0.35,22,all,Wheel-to-wheel,1,6
10,0.01671778077959769,0.017547688959744283,0.022753735919252213,-0.004447368495639432,0.03177730913662147,0.0362246776322609,-0.011472275334608031,0.051395793499043975,4,6,0,0.35,22,assigned,Wheel-to-wheel,1,6
10,-0.0006492583059135151,-0.0054860100322180454,0.0160186174156952,-0.01124228647881171,0.01418151409616471,0.02542380057497642,-0.020009649848359526,0.023841896856066032,6,4,0,0.35,23,all,Circuit action,-1,6
10,-0.005925505541961178,-0.010668849495039032,0.01681069325604675,-0.01586346810063314,0.008236106944661462,0.0240995750452946,-0.028810242045536165,0.020460115424144203,6,4,0,0.35,23,assigned,Circuit action,-1,6
10,0.00017746859589296474,-0.00421312424723298,0.016986964277732254,-0.009447155072570908,-0.0003449582398772485,0.00910219683269366,-0.01784776902887139,0.03976432422117265,8,2,0,0.35,24,all,Inter-car distance,-1,8
10,-0.002919074145103993,-0.008043917644351504,0.017589260796596045,-0.011713898656735411,-0.0038876850062464227,0.007826213650488988,-0.021518987341772152,0.037386354652541705,8,2,0,0.35,24,assigned,Inter-car distance,-1,8
10,0.007833947207752863,0.0062929641131302325,0.021820951973743216,-0.009223684131772368,0.028202596515764088,0.037426280647536454,-0.022736220472440945,0.03611468918467631,4,6,0,0.35,25,all,Driver & team references,1,6
10,0.0015640601189834112,-0.0029106902357942735,0.022102894145868957,-0.014941921506684771,0.022568172913056676,0.037510094419741444,-0.030792515134837647,0.03276148312119535,5,5,0,0.35,25,assigned,Driver & team references,0,5
