cache,embedding_sha256,mcs,seed,umap_seed,n_train_races,n_heldout_races,train_races,heldout_races,aligned_categories,train_total,heldout_total,train_assigned,heldout_assigned,train_noise_fraction,is_degenerate,n_categories,n_not_reconstructed,n_pass,pass_vector,elapsed_sec
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,11,42,80,33,2021_Austria_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_France_GP;2021_Italy_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_USA_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Mexico_GP;2022_Miami_GP;2022_Netherlands_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_China_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_SaoPaulo_GP;2024_Singapore_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Spain_GP;2025_USA_GP,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Britain_GP;2021_Imola_GP;2021_Mexico_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_Turkey_GP;2022_AbuDhabi_GP;2022_Britain_GP;2022_Japan_GP;2022_Monaco_GP;2022_SaoPaulo_GP;2022_USA_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Britain_GP;2023_Mexico_GP;2023_Miami_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Qatar_GP;2024_SaudiArabia_GP;2024_Spain_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Japan_GP;2025_Singapore_GP,30,5410,2237,3128,1189,0.421811,False,34,4,17,0;1;3;8;9;12;15;16;20;21;22;23;27;28;29;30;33,10.9
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,12,42,80,33,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Monaco_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Azerbaijan_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Japan_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Mexico_GP;2023_Miami_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_Australia_GP;2024_Austria_GP;2024_Bahrain_GP;2024_Britain_GP;2024_Canada_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_Spain_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaudiArabia_GP;2025_Singapore_GP,2021_Austria_GP;2021_Bahrain_GP;2021_Mexico_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Spain_GP;2022_Australia_GP;2022_Austria_GP;2022_Bahrain_GP;2022_Italy_GP;2022_Mexico_GP;2023_Australia_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Monaco_GP;2023_Netherlands_GP;2024_AbuDhabi_GP;2024_Azerbaijan_GP;2024_Belgium_GP;2024_China_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Canada_GP;2025_China_GP;2025_Japan_GP;2025_SaoPaulo_GP;2025_Spain_GP;2025_USA_GP,4,5385,2262,5385,2262,0.0,True,34,30,3,0;1;27,10.6
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,13,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_Styria_GP;2022_AbuDhabi_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_Australia_GP;2024_Austria_GP;2024_Belgium_GP;2024_Britain_GP;2024_Hungarian_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_Singapore_GP;2025_USA_GP,2021_Portugal_GP;2021_Qatar_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Turkey_GP;2021_USA_GP;2022_Australia_GP;2022_Japan_GP;2022_Singapore_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_LasVegas_GP;2024_AbuDhabi_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Imola_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_SaudiArabia_GP;2025_AbuDhabi_GP;2025_Austria_GP;2025_Britain_GP;2025_Imola_GP;2025_Japan_GP;2025_Miami_GP;2025_Monaco_GP;2025_SaudiArabia_GP;2025_Spain_GP,28,5306,2341,3492,1345,0.341877,False,34,6,15,1;8;12;13;14;15;18;19;21;22;23;25;26;31;33,10.7
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,14,42,80,33,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_Italy_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Turkey_GP;2022_AbuDhabi_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_France_GP;2022_Hungary_GP;2022_Italy_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Canada_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Spain_GP;2023_USA_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Belgium_GP;2024_Britain_GP;2024_China_GP;2024_Imola_GP;2024_Italy_GP;2024_Japan_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_Netherlands_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_Austria_GP;2021_France_GP;2021_Imola_GP;2021_Mexico_GP;2021_Portugal_GP;2021_Styria_GP;2021_USA_GP;2022_Australia_GP;2022_Canada_GP;2022_Imola_GP;2022_Japan_GP;2022_Netherlands_GP;2022_Singapore_GP;2023_Bahrain_GP;2023_Britain_GP;2023_Hungary_GP;2023_Italy_GP;2023_Monaco_GP;2023_Singapore_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Bahrain_GP;2024_Canada_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_LasVegas_GP;2024_SaoPaulo_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Qatar_GP;2025_SaoPaulo_GP,27,5288,2359,3412,1422,0.354766,False,34,7,15,0;1;2;8;10;11;12;15;18;20;22;26;27;30;33,11.3
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,15,42,80,33,2021_Austria_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Japan_GP;2022_Mexico_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Hungary_GP;2023_Italy_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_China_GP;2024_Dutch_GP;2024_Imola_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Spain_GP,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Portugal_GP;2021_Russia_GP;2021_Turkey_GP;2022_Canada_GP;2022_Miami_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2023_Australia_GP;2023_Azerbaijan_GP;2023_Britain_GP;2023_Canada_GP;2023_Japan_GP;2023_Miami_GP;2023_Netherlands_GP;2023_SaudiArabia_GP;2024_Austria_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_Hungarian_GP;2024_SaoPaulo_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Japan_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Singapore_GP;2025_USA_GP,30,5398,2249,3516,1349,0.348648,False,34,4,22,1;2;3;6;8;9;11;12;13;15;16;17;18;20;21;22;24;25;27;30;31;33,11.0
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,16,42,80,33,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_France_GP;2021_Imola_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Austria_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Italy_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2022_USA_GP;2023_Australia_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_China_GP;2024_Hungarian_GP;2024_Italy_GP;2024_Japan_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2025_AbuDhabi_GP;2025_Azerbaijan_GP;2025_Britain_GP;2025_Hungary_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_Austria_GP;2021_Belgium_GP;2021_Britain_GP;2021_Italy_GP;2021_Spain_GP;2022_Australia_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Imola_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Singapore_GP;2023_AbuDhabi_GP;2023_Azerbaijan_GP;2023_Canada_GP;2023_Miami_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_Spain_GP;2024_Dutch_GP;2024_Imola_GP;2024_LasVegas_GP;2024_USA_GP;2025_Australia_GP;2025_Austria_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Canada_GP;2025_China_GP;2025_Imola_GP;2025_Japan_GP,28,5470,2177,3511,1181,0.358135,False,34,6,14,1;4;6;8;10;12;15;16;17;19;22;23;26;30,11.0
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,17,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_Mexico_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Canada_GP;2023_Italy_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_Imola_GP;2024_Italy_GP;2024_Japan_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_Austria_GP;2025_Bahrain_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Imola_GP;2025_Mexico_GP;2025_Miami_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP,2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Monaco_GP;2021_Russia_GP;2021_Turkey_GP;2022_Britain_GP;2022_Canada_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2023_Austria_GP;2023_Britain_GP;2023_Hungary_GP;2023_Japan_GP;2023_Singapore_GP;2023_Spain_GP;2024_Australia_GP;2024_China_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_LasVegas_GP;2024_Qatar_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Belgium_GP;2025_Hungary_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Monaco_GP;2025_USA_GP,4,5288,2359,5261,2347,0.005106,True,34,30,3,1;2;27,10.5
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,18,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Bahrain_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2022_AbuDhabi_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Canada_GP;2022_Hungary_GP;2022_Italy_GP;2022_Japan_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Britain_GP;2023_Hungary_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Imola_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Spain_GP;2024_USA_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP,2021_Azerbaijan_GP;2021_Belgium_GP;2021_Italy_GP;2021_Portugal_GP;2021_Turkey_GP;2021_USA_GP;2022_Australia_GP;2022_Austria_GP;2022_Britain_GP;2022_France_GP;2022_Imola_GP;2022_Mexico_GP;2022_SaoPaulo_GP;2022_USA_GP;2023_Bahrain_GP;2023_Canada_GP;2023_Italy_GP;2023_SaoPaulo_GP;2023_USA_GP;2024_Belgium_GP;2024_Britain_GP;2024_Hungarian_GP;2024_Italy_GP;2024_Mexico_GP;2024_Miami_GP;2024_Singapore_GP;2025_AbuDhabi_GP;2025_Britain_GP;2025_Canada_GP;2025_Japan_GP;2025_Netherlands_GP;2025_Spain_GP;2025_USA_GP,29,5431,2216,3340,1262,0.385012,False,34,5,21,0;1;2;4;8;10;12;14;15;16;17;18;19;22;25;26;27;28;30;31;33,10.8
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,19,42,80,33,2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_France_GP;2021_Monaco_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Azerbaijan_GP;2022_Belgium_GP;2022_France_GP;2022_Hungary_GP;2022_Italy_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_Singapore_GP;2022_USA_GP;2023_Australia_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Japan_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Austria_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_Dutch_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_AbuDhabi_GP;2021_Belgium_GP;2021_Britain_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Netherlands_GP;2021_Turkey_GP;2022_Austria_GP;2022_Bahrain_GP;2022_Britain_GP;2022_Canada_GP;2022_Imola_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2023_AbuDhabi_GP;2023_Azerbaijan_GP;2023_Italy_GP;2023_LasVegas_GP;2023_Singapore_GP;2024_Australia_GP;2024_Azerbaijan_GP;2024_China_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Miami_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP,25,5437,2210,3936,1463,0.276071,False,34,9,12,1;2;3;5;8;15;16;18;22;27;30;31,11.4
B,d3daea4626a81cdec5f6408c15f5fbca688dd685e8363f0d46c10fc6c7aa1b7f,30,20,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_France_GP;2021_Imola_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Portugal_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Miami_GP;2023_Netherlands_GP;2023_SaoPaulo_GP;2023_Singapore_GP;2023_Spain_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Belgium_GP;2024_Britain_GP;2024_China_GP;2024_Dutch_GP;2024_Imola_GP;2024_Italy_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2025_AbuDhabi_GP;2025_Austria_GP;2025_Belgium_GP;2025_Canada_GP;2025_China_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaudiArabia_GP;2025_Singapore_GP,2021_Azerbaijan_GP;2021_Britain_GP;2021_Italy_GP;2021_Netherlands_GP;2021_Russia_GP;2021_Styria_GP;2022_Canada_GP;2022_Italy_GP;2022_Netherlands_GP;2022_Spain_GP;2023_Austria_GP;2023_Hungary_GP;2023_Mexico_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaudiArabia_GP;2023_USA_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Canada_GP;2024_Hungarian_GP;2024_Japan_GP;2024_Miami_GP;2024_USA_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Britain_GP;2025_Hungary_GP;2025_Miami_GP;2025_SaoPaulo_GP;2025_Spain_GP;2025_USA_GP,4,5359,2288,5359,2288,0.0,True,34,30,3,0;1;27,10.7
