cache,embedding_sha256,mcs,seed,umap_seed,n_train_races,n_heldout_races,train_races,heldout_races,aligned_categories,train_total,heldout_total,train_assigned,heldout_assigned,train_noise_fraction,is_degenerate,n_categories,n_not_reconstructed,n_pass,pass_vector,elapsed_sec
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,29,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Portugal_GP;2021_SaoPaulo_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Belgium_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Austria_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Canada_GP;2024_China_GP;2024_Imola_GP;2024_Italy_GP;2024_LasVegas_GP;2024_Miami_GP;2024_Monaco_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Britain_GP;2025_Imola_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_Netherlands_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Spain_GP;2022_Bahrain_GP;2022_Britain_GP;2022_Italy_GP;2022_Japan_GP;2022_Netherlands_GP;2022_USA_GP;2023_Australia_GP;2023_Japan_GP;2023_Netherlands_GP;2023_Singapore_GP;2024_Australia_GP;2024_Azerbaijan_GP;2024_Britain_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Japan_GP;2024_Mexico_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_USA_GP;2025_Austria_GP;2025_Belgium_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Italy_GP;2025_Mexico_GP;2025_SaoPaulo_GP,30,5382,2265,3602,1311,0.330732,False,34,4,20,0;1;3;4;8;9;10;11;13;15;16;18;19;21;22;25;26;28;29;33,19.2
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,30,42,80,33,2021_AbuDhabi_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Japan_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Britain_GP;2023_Hungary_GP;2023_Japan_GP;2023_Mexico_GP;2023_Miami_GP;2023_Qatar_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Britain_GP;2024_Imola_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_Austria_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP,2021_Austria_GP;2021_Azerbaijan_GP;2021_France_GP;2021_Russia_GP;2021_Styria_GP;2022_Canada_GP;2022_Italy_GP;2022_Mexico_GP;2023_Australia_GP;2023_Belgium_GP;2023_Canada_GP;2023_Italy_GP;2023_LasVegas_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2024_Australia_GP;2024_Austria_GP;2024_Belgium_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Hungarian_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Spain_GP;2025_USA_GP,28,5339,2308,3331,1281,0.3761,False,34,6,20,0;1;4;6;8;9;11;12;13;15;16;18;22;23;25;26;27;28;31;33,22.4
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,31,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_France_GP;2021_Italy_GP;2021_Portugal_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Azerbaijan_GP;2022_Belgium_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Japan_GP;2022_Monaco_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_Spain_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Miami_GP;2023_Monaco_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Belgium_GP;2024_Britain_GP;2024_Canada_GP;2024_China_GP;2024_Hungarian_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP,2021_Britain_GP;2021_Imola_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2022_Australia_GP;2022_Austria_GP;2022_Bahrain_GP;2022_Britain_GP;2022_Canada_GP;2022_Mexico_GP;2022_Miami_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Bahrain_GP;2023_Mexico_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2024_Bahrain_GP;2024_Dutch_GP;2024_Imola_GP;2024_Italy_GP;2024_Monaco_GP;2025_Austria_GP;2025_Italy_GP;2025_Japan_GP;2025_Netherlands_GP;2025_USA_GP,29,5490,2157,3292,1116,0.400364,False,34,5,14,1;3;8;9;11;12;16;19;21;23;25;27;32;33,16.7
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,32,42,80,33,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Belgium_GP;2021_Britain_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2022_AbuDhabi_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Britain_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_Singapore_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Japan_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_USA_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Britain_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Imola_GP;2024_LasVegas_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_Miami_GP;2025_Monaco_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP,2021_Austria_GP;2021_Bahrain_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Portugal_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_Australia_GP;2022_Belgium_GP;2022_Canada_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2023_Australia_GP;2023_Italy_GP;2023_LasVegas_GP;2023_Netherlands_GP;2023_Singapore_GP;2023_Spain_GP;2024_AbuDhabi_GP;2024_Belgium_GP;2024_Hungarian_GP;2024_Italy_GP;2024_Japan_GP;2024_Mexico_GP;2025_AbuDhabi_GP;2025_Belgium_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Netherlands_GP;2025_USA_GP,28,5401,2246,3210,1206,0.405666,False,34,6,16,1;2;4;6;8;9;12;13;15;18;19;22;25;31;32;33,14.8
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,33,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Qatar_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Mexico_GP;2022_Miami_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Netherlands_GP;2023_SaoPaulo_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Britain_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_SaoPaulo_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_SaudiArabia_GP;2025_Singapore_GP,2021_Portugal_GP;2021_Russia_GP;2022_Italy_GP;2022_Japan_GP;2022_Monaco_GP;2022_Singapore_GP;2023_Australia_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Italy_GP;2023_Miami_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Imola_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaudiArabia_GP;2025_AbuDhabi_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_Spain_GP;2025_USA_GP,5,5425,2222,5402,2209,0.00424,True,34,29,2,1;27,19.1
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,34,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Belgium_GP;2021_Britain_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Belgium_GP;2022_Britain_GP;2022_France_GP;2022_Italy_GP;2022_Japan_GP;2022_Miami_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2022_Spain_GP;2022_USA_GP;2023_Australia_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_USA_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Canada_GP;2024_China_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_SaoPaulo_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Japan_GP;2025_Miami_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_Bahrain_GP;2021_SaoPaulo_GP;2021_Styria_GP;2021_Turkey_GP;2022_Australia_GP;2022_Bahrain_GP;2022_Canada_GP;2022_Hungary_GP;2022_Imola_GP;2022_Mexico_GP;2022_Monaco_GP;2022_Singapore_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Britain_GP;2023_SaoPaulo_GP;2023_Spain_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Belgium_GP;2024_Britain_GP;2024_Dutch_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaudiArabia_GP;2025_AbuDhabi_GP;2025_Bahrain_GP;2025_Imola_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Monaco_GP;2025_SaudiArabia_GP,3,5325,2322,5325,2322,0.0,True,34,31,3,0;1;27,24.0
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,35,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Imola_GP;2021_Mexico_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Turkey_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Italy_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_SaoPaulo_GP;2022_Singapore_GP;2022_Spain_GP;2022_USA_GP;2023_Australia_GP;2023_Azerbaijan_GP;2023_Bahrain_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2024_Australia_GP;2024_Austria_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_China_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_USA_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_China_GP;2025_Imola_GP;2025_Italy_GP;2025_LasVegas_GP;2025_Miami_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_SaoPaulo_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_Britain_GP;2021_France_GP;2021_Italy_GP;2021_Monaco_GP;2021_Spain_GP;2021_Styria_GP;2021_USA_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Imola_GP;2022_Japan_GP;2022_Netherlands_GP;2022_SaudiArabia_GP;2023_AbuDhabi_GP;2023_Austria_GP;2023_Netherlands_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Azerbaijan_GP;2024_Britain_GP;2024_Canada_GP;2024_Japan_GP;2024_Spain_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_Hungary_GP;2025_Japan_GP;2025_Mexico_GP;2025_Qatar_GP,4,5363,2284,5363,2284,0.0,True,34,30,4,0;1;2;27,15.4
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,36,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_SaudiArabia_GP;2021_Spain_GP;2021_Styria_GP;2021_Turkey_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Japan_GP;2022_Mexico_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_Singapore_GP;2022_Spain_GP;2022_USA_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Canada_GP;2023_Italy_GP;2023_Japan_GP;2023_Mexico_GP;2023_Miami_GP;2023_Netherlands_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Bahrain_GP;2024_Belgium_GP;2024_Britain_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_LasVegas_GP;2024_Mexico_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2024_Spain_GP;2024_USA_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Britain_GP;2025_Canada_GP;2025_China_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_USA_GP,2021_Azerbaijan_GP;2021_Britain_GP;2021_Mexico_GP;2021_Monaco_GP;2021_USA_GP;2022_Azerbaijan_GP;2022_Britain_GP;2022_Imola_GP;2022_Italy_GP;2022_Miami_GP;2022_Monaco_GP;2022_SaudiArabia_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Bahrain_GP;2023_Britain_GP;2023_Hungary_GP;2023_LasVegas_GP;2023_Monaco_GP;2023_Qatar_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Japan_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2025_Hungary_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_Spain_GP,30,5390,2257,3398,1260,0.369573,False,34,4,22,0;1;2;3;6;8;9;13;14;15;17;18;20;21;22;23;25;26;28;29;30;33,14.7
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,37,42,80,33,2021_AbuDhabi_GP;2021_Austria_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Belgium_GP;2021_Britain_GP;2021_Imola_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Qatar_GP;2021_Russia_GP;2021_SaudiArabia_GP;2021_Styria_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Imola_GP;2022_Japan_GP;2022_Mexico_GP;2022_Miami_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaoPaulo_GP;2022_SaudiArabia_GP;2023_AbuDhabi_GP;2023_Australia_GP;2023_Austria_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_Qatar_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Spain_GP;2023_USA_GP;2024_AbuDhabi_GP;2024_Austria_GP;2024_Bahrain_GP;2024_Britain_GP;2024_Canada_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_Mexico_GP;2024_Miami_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_SaudiArabia_GP;2024_Singapore_GP;2025_AbuDhabi_GP;2025_Australia_GP;2025_Azerbaijan_GP;2025_Bahrain_GP;2025_Belgium_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Miami_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP;2025_USA_GP,2021_France_GP;2021_Italy_GP;2021_SaoPaulo_GP;2021_Spain_GP;2022_Bahrain_GP;2022_Hungary_GP;2022_Italy_GP;2022_Singapore_GP;2022_Spain_GP;2022_USA_GP;2023_Bahrain_GP;2023_Hungary_GP;2023_Netherlands_GP;2023_Singapore_GP;2024_Australia_GP;2024_Azerbaijan_GP;2024_Belgium_GP;2024_China_GP;2024_Dutch_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Monaco_GP;2024_Spain_GP;2024_USA_GP;2025_Austria_GP;2025_Britain_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Monaco_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP,30,5342,2305,3285,1236,0.385062,False,34,4,14,0;1;8;11;13;15;16;18;19;22;25;30;31;33,20.9
A,afad0da43887d42bb201ac9db635393d87a4d30214207c505fcd501175822a46,30,38,42,80,33,2021_Austria_GP;2021_Belgium_GP;2021_France_GP;2021_Imola_GP;2021_Italy_GP;2021_Mexico_GP;2021_Monaco_GP;2021_Netherlands_GP;2021_Portugal_GP;2021_Russia_GP;2021_SaoPaulo_GP;2021_Spain_GP;2021_Turkey_GP;2021_USA_GP;2022_AbuDhabi_GP;2022_Australia_GP;2022_Austria_GP;2022_Azerbaijan_GP;2022_Bahrain_GP;2022_Belgium_GP;2022_Britain_GP;2022_Canada_GP;2022_France_GP;2022_Hungary_GP;2022_Imola_GP;2022_Italy_GP;2022_Japan_GP;2022_Mexico_GP;2022_Monaco_GP;2022_Netherlands_GP;2022_SaudiArabia_GP;2022_Singapore_GP;2022_USA_GP;2023_AbuDhabi_GP;2023_Azerbaijan_GP;2023_Belgium_GP;2023_Britain_GP;2023_Canada_GP;2023_Hungary_GP;2023_Italy_GP;2023_Japan_GP;2023_LasVegas_GP;2023_Mexico_GP;2023_Miami_GP;2023_Monaco_GP;2023_SaoPaulo_GP;2023_SaudiArabia_GP;2023_Singapore_GP;2023_Spain_GP;2024_AbuDhabi_GP;2024_Australia_GP;2024_Austria_GP;2024_Azerbaijan_GP;2024_Belgium_GP;2024_Canada_GP;2024_China_GP;2024_Dutch_GP;2024_Hungarian_GP;2024_Imola_GP;2024_Italy_GP;2024_Mexico_GP;2024_SaudiArabia_GP;2024_USA_GP;2025_Australia_GP;2025_Austria_GP;2025_Azerbaijan_GP;2025_Belgium_GP;2025_Canada_GP;2025_China_GP;2025_Hungary_GP;2025_Imola_GP;2025_Italy_GP;2025_Japan_GP;2025_LasVegas_GP;2025_Mexico_GP;2025_Miami_GP;2025_Monaco_GP;2025_SaudiArabia_GP;2025_Singapore_GP;2025_Spain_GP,2021_AbuDhabi_GP;2021_Azerbaijan_GP;2021_Bahrain_GP;2021_Britain_GP;2021_Qatar_GP;2021_SaudiArabia_GP;2021_Styria_GP;2022_Miami_GP;2022_SaoPaulo_GP;2022_Spain_GP;2023_Australia_GP;2023_Austria_GP;2023_Bahrain_GP;2023_Netherlands_GP;2023_Qatar_GP;2023_USA_GP;2024_Bahrain_GP;2024_Britain_GP;2024_Japan_GP;2024_LasVegas_GP;2024_Miami_GP;2024_Monaco_GP;2024_Qatar_GP;2024_SaoPaulo_GP;2024_Singapore_GP;2024_Spain_GP;2025_AbuDhabi_GP;2025_Bahrain_GP;2025_Britain_GP;2025_Netherlands_GP;2025_Qatar_GP;2025_SaoPaulo_GP;2025_USA_GP,26,5329,2318,3396,1258,0.362732,False,34,8,13,0;1;8;12;15;16;17;22;23;26;27;28;30,22.0
