cluster_id,thematic_label,term,train_obs,train_z,train_p,train_q,train_log2fc,test_obs,test_z,test_p,test_q_subset_fdr,test_log2fc,replicated_strict,replicated_lenient,direction_ok
15,(no label),window,5,6.16734773122407,0.0,0.0,1.9443415726854583,1,1.7654922732658018,0.182,0.24527038626609443,0.7333633574860104,False,False,True
16,(no label),barrier,7,11.008896241684585,0.0,0.0,2.5353317329965557,1,3.2817805257265182,0.076,0.11151401869158879,0.8903051351740702,False,True,True
16,(no label),car,103,38.518863062034114,0.0,0.0,4.055660498878139,31,23.662634370988076,0.0,0.0,3.780908941753803,True,True,True
16,(no label),deployed,12,19.389231195395595,0.0,0.0,3.256833066665478,3,11.178457092601327,0.0,0.0,1.9118584031309824,True,True,True
16,(no label),ending,6,13.241835301823652,0.0,0.0,2.5299652232467404,0,-0.17886236067447916,1.0,1.0,-0.044044332706021136,False,False,False
16,(no label),pit,12,4.349270512301542,0.0,0.0,1.509192928424825,0,-1.0156377142177924,1.0,1.0,-1.0969364825029573,False,False,False
16,(no label),safety,91,48.60491848445706,0.0,0.0,4.641505885088387,27,26.95050496396459,0.0,0.0,4.023269779322847,True,True,True
16,(no label),stop,11,3.770945024113932,0.0,0.0,1.3930840581747947,1,-0.010900733880276571,0.604,0.7466771653543306,-0.008630305143439997,False,False,False
16,(no label),talk,2,7.35757892658757,0.0,0.0,1.4819685073978306,0,0.0,1.0,1.0,0.0,False,False,False
16,(no label),things,4,8.37753043084761,0.0,0.0,2.038598926835721,0,-0.327491346849168,1.0,1.0,-0.14535138557262012,False,False,False
16,(no label),virtual,29,28.976266014166008,0.0,0.0,4.0053961405609435,5,14.943915664589394,0.0,0.0,2.4357031352215333,True,True,True
17,(no label),exactly,4,6.109212326660199,0.0,0.0,1.8986188576449754,0,-0.18181818181818182,1.0,1.0,-0.045442970761167156,False,False,False
17,(no label),gap,16,15.315605140601505,0.0,0.0,3.1202942337177118,4,7.089779801255188,0.001,0.002396946564885496,1.9850734557618972,True,True,True
17,(no label),hour,6,10.595826380952891,0.0,0.0,2.479667557881557,3,10.590866667040332,0.0,0.0,1.8943219221054628,True,True,True
17,(no label),middle,6,8.142234211388171,0.0,0.0,2.3405973063314325,1,4.030059467345962,0.058,0.08840776699029126,0.9186603725480612,False,True,True
17,(no label),miles,5,11.011955225786965,0.0,0.0,2.321928094887362,1,4.453666973119295,0.045,0.07321243523316062,0.9351171484151456,False,True,True
