min_cluster_size,n_clusters,noise_pct,largest_cluster,selected_setting
10,87,30.2471557473519,468,False
15,55,24.9509611612397,975,False
20,44,31.24100954622728,631,False
25,37,29.21407087746829,778,False
30,35,32.01255394272264,743,False
35,34,31.12331633320256,825,True
40,32,33.21564012030862,792,False
45,30,33.35948738067216,765,False
50,29,33.79102916176278,789,False
55,27,35.81796783052177,750,False
60,3,0.0,7324,False
75,3,0.0,7324,False
90,3,0.0,7324,False
120,2,0.0,7442,False
