pipeline,n_clusters,noise_rate,dbcv,silhouette,davies_bouldin,calinski_harabasz
P1_HDBSCAN_MiniLM_UMAP,35,0.3201255394272264,0.4872617455044181,0.6510910391807556,0.38955742900805446,8633.1962890625
P2_KMeans_MiniLM_UMAP,34,0.0,-0.33561985677160405,0.427249938249588,0.8544463801241039,6022.4677734375
P3_Ward_MiniLM_UMAP,34,0.0,-0.28468313043976234,0.4090198874473572,0.8888319560001429,5359.73583984375
P4_HDBSCAN_BGE_UMAP,31,0.38524911730090233,0.41806418295424286,0.521587610244751,0.5321028329006546,4135.7294921875
P5_GMM_MiniLM_PCA,34,0.0,-0.458857628924544,0.13928119838237762,1.4214086488058049,763.1083984375
P6_Spectral_MiniLM_UMAP,34,0.0,-0.330408068801202,0.3534800410270691,0.6489147683219577,3353.5732421875
P7_GMM_MiniLM_UMAP,34,0.0,-0.34991573290331024,0.3503659665584564,1.0610763741327667,3937.736083984375
