n_clusters,noise_pct,dbcv,silhouette,davies_bouldin,calinski_harabasz,mcs,degenerate
78,46.397279979076764,0.31484147984688204,0.5453025698661804,0.5500922186073033,3779.52099609375,10,False
72,50.54269648228063,0.38483235409208333,0.5746167898178101,0.5092875294252457,4265.10009765625,12,True
43,40.95723813260102,0.1985389889053814,0.4069468677043915,0.6578859807371771,1632.5252685546875,15,False
35,38.851837321825556,0.21213509331515437,0.4968637228012085,0.5411067489315536,2234.23388671875,20,False
