,P1_HDBSCAN_MiniLM_UMAP,P2_KMeans_MiniLM_UMAP,P3_Ward_MiniLM_UMAP,P4_HDBSCAN_BGE_UMAP,P5_GMM_MiniLM_PCA,P6_Spectral_MiniLM_UMAP,P7_GMM_MiniLM_UMAP
P1_HDBSCAN_MiniLM_UMAP,1.0,0.560238190618485,0.5377536473232594,0.3860169677150483,0.3018857067154308,0.5184256446156013,0.4855292074784643
P2_KMeans_MiniLM_UMAP,0.559143499868622,1.0,0.724671077466264,0.35442150884572743,0.36027299339903757,0.5312274584841634,0.5905261979738593
P3_Ward_MiniLM_UMAP,0.54012075846319,0.724671077466264,1.0,0.35277571675709346,0.37987336448761466,0.47444588367336565,0.6629291128169558
P4_HDBSCAN_BGE_UMAP,0.3860169677150483,0.3544215088457275,0.3527757167570934,1.0,0.26867620796759173,0.362634433232549,0.3121813985999336
P5_GMM_MiniLM_PCA,0.29978486637929636,0.36144012691911226,0.3798733644876147,0.2750149503611008,1.0,0.3017673486499433,0.37151583896334467
P6_Spectral_MiniLM_UMAP,0.5184980873858127,0.5291990609182405,0.4710800811189221,0.362634433232549,0.3017673486499433,1.0,0.4560406548058927
P7_GMM_MiniLM_UMAP,0.48184552357165666,0.5964085509150358,0.6629291128169558,0.31218139859993355,0.3715158389633447,0.4608363661938962,1.0
