encoder_a,encoder_b,n_domains,nmi,best_mapping_agreement,permutation_null_mean_nmi,permutations,p_value
all-MiniLM-L6-v2,all-mpnet-base-v2,4,0.697,0.7941,0.1289,2000,0.0
