tau,pooled_coverage_pct,bootstrap_mean_pct,ci95_lo,ci95_hi,ci_width_pp,sessions,per_session_min_pct,per_session_max_pct,resamples,resampling_unit
0.4,94.86,94.86,93.86,95.84,1.98,56,83.82,100.0,10000,session
