mcs,n_clusters,noise_rate,dbcv,silhouette,mean_enriched,frac_interp,recomputed,reproduces_frozen_mcs35,check_mcs35_dbcv_frozen,check_mcs35_dbcv_here,check_mcs35_silhouette_frozen,check_mcs35_silhouette_here,environment,note
10,83,0.3181639858768144,0.3143942473082313,0.604509174823761,9.903614457831326,0.8072289156626506,True,False,0.3477196566649765,0.132191,0.662434995174408,0.65988,"python 3.13.9, hdbscan 0.8.43, sklearn 1.7.2","Internal-quality indices at minimum cluster size 10, computed on outputs/_umap_minilm_seed42.npy with the sweep recipe. The partition reproduces the frozen run exactly (83 clusters, noise 0.318164); the quality indices do NOT - rerunning size 35 here gives DBCV 0.132191 against the frozen 0.347720. These three values are therefore not comparable with the frozen rows of mcs_sensitivity.csv and are plotted as recomputed."
