cluster_id,term,is_bigram,in_cluster,corpus_docfreq,cluster_size,expected,p_value,q_value_fdr,significant
0,right drs,1,3,3,205,0.08,1.8992283865244655e-05,0.0038986410704380963,True
0,second drs,1,5,5,205,0.134,1.3198971213243274e-08,5.238755414232775e-06,True
0,slipstream,0,11,80,205,2.145,8.148109183883437e-06,0.001904743758259556,True
0,slipstream drs,1,5,5,205,0.134,1.3198971213243274e-08,5.238755414232775e-06,True
0,speed,0,15,91,205,2.44,1.4485862186625193e-08,5.680879494418123e-06,True
0,speed advantage,1,3,4,205,0.107,7.446346774481713e-05,0.013739764801184122,True
0,speed drs,1,3,4,205,0.107,7.446346774481713e-05,0.013739764801184122,True
0,straight,0,18,146,205,3.914,5.634026279931092e-08,2.0223383512355932e-05,True
0,straight drs,1,3,3,205,0.08,1.8992283865244655e-05,0.0038986410704380963,True
0,wing open,1,3,3,205,0.08,1.8992283865244655e-05,0.0038986410704380963,True
0,zone,0,17,51,205,1.367,6.5084549869857784e-15,5.310899269380395e-12,True
1,10,0,28,98,118,1.512,6.985615690985131e-29,1.0925502940700746e-25,True
1,10 second,1,27,29,118,0.447,2.0130350498347347e-48,5.185578288374277e-45,True
1,advantage,0,11,62,118,0.957,1.9331868337071805e-09,8.409746803480614e-07,True
1,causing,0,20,23,118,0.355,1.8597310812106549e-34,3.3469045277415206e-31,True
1,causing collision,1,19,19,118,0.293,8.395579530041334e-36,1.59851834251987e-32,True
1,collision,0,21,25,118,0.386,1.6866068058445042e-35,3.120840221473628e-32,True
1,driver track,1,5,5,118,0.077,8.03972397232534e-10,3.6674540853757427e-07,True
1,forcing,0,11,19,118,0.293,5.01430795082952e-16,4.451079198298507e-13,True
1,forcing driver,1,6,7,118,0.108,8.217120069007293e-11,4.232456643366798e-08,True
1,gaining,0,8,33,118,0.509,2.5476552288721996e-08,9.673432177696938e-06,True
1,gaining advantage,1,8,11,118,0.17,4.018929377098735e-13,2.7643500829619026e-10,True
1,gets second,1,3,6,118,0.093,6.925932971174835e-05,0.012888121388400356,True
1,given,0,13,49,118,0.756,2.3651405720893754e-13,1.6795822043179121e-10,True
1,given 10,1,5,5,118,0.077,8.03972397232534e-10,3.6674540853757427e-07,True
1,given second,1,8,8,118,0.123,2.531686884375588e-15,2.118489784214823e-12,True
1,got penalty,1,4,5,118,0.077,2.662911732202039e-07,8.491327469169298e-05,True
1,got second,1,10,14,118,0.216,4.945026495737952e-16,4.4194408224766607e-13,True
1,leaving,0,8,14,118,0.216,7.037209733014189e-12,4.145831685580592e-09,True
1,leaving track,1,8,11,118,0.17,4.018929377098735e-13,2.7643500829619026e-10,True
1,penalty,0,107,111,118,1.713,4.3090580962817013e-222,9.435113607618412e-218,True
1,penalty causing,1,19,19,118,0.293,8.395579530041334e-36,1.59851834251987e-32,True
1,penalty forcing,1,9,9,118,0.139,3.645576086939581e-17,3.421008599984103e-14,True
1,penalty hanging,1,3,3,118,0.046,3.582803457587863e-06,0.0009211240450960139,True
1,penalty leaving,1,6,6,118,0.093,1.1888102707050032e-11,6.85004991772546e-09,True
1,penalty speeding,1,5,5,118,0.077,8.03972397232534e-10,3.6674540853757427e-07,True
1,penalty unsafe,1,3,3,118,0.046,3.582803457587863e-06,0.0009211240450960139,True
1,release,0,8,12,118,0.185,1.1902484248780518e-12,7.857792817426078e-10,True
1,risk penalty,1,3,3,118,0.046,3.582803457587863e-06,0.0009211240450960139,True
1,second,0,83,566,118,8.734,4.649299476250304e-68,1.9087698999745622e-64,True
1,second penalty,1,39,40,118,0.617,7.992273600740579e-73,3.6206652985203253e-69,True
1,second time,1,41,63,118,0.972,9.105283686544096e-62,3.0672198707779928e-58,True
1,speeding,0,5,7,118,0.108,1.646995054278465e-08,6.439750662228798e-06,True
1,speeding pit,1,5,5,118,0.077,8.03972397232534e-10,3.6674540853757427e-07,True
1,time,0,45,484,118,7.469,1.961514598789298e-24,2.5019023488402215e-21,True
1,time penalty,1,43,44,118,0.679,9.474632608801935e-81,4.978957334455852e-77,True
1,track,0,23,192,118,2.963,9.30098579611743e-15,7.405613999701354e-12,True
1,track gaining,1,8,11,118,0.17,4.018929377098735e-13,2.7643500829619026e-10,True
1,unsafe,0,7,9,118,0.139,6.114634043252299e-12,3.6185412705689823e-09,True
1,unsafe release,1,7,7,118,0.108,1.7425304321287832e-13,1.2647882765268013e-10,True
2,away,0,41,194,54,1.37,3.7779529760634417e-56,1.078983369963719e-52,True
2,away ahead,1,3,4,54,0.028,1.3251085570329306e-06,0.0003776300689560917,True
2,away comes,1,2,3,54,0.021,0.00014618125626815142,0.02443347165837743,True
2,away gets,1,6,7,54,0.049,6.487360881147077e-13,4.326312300109535e-10,True
2,away getting,1,4,5,54,0.035,1.104868857322297e-08,4.452553711643377e-06,True
2,better,0,5,78,54,0.551,0.00020762032311651634,0.033550218412983335,True
2,better start,1,3,8,54,0.056,1.8183187496220507e-05,0.0037978289992105967,True
2,gets away,1,3,14,54,0.099,0.00011469234710388791,0.020036997065319653,True
2,gets better,1,2,4,54,0.028,0.00029103740397926986,0.04471968419319363,True
2,getting away,1,3,7,54,0.049,1.1421592032052388e-05,0.002605074782643949,True
2,lights,0,45,105,54,0.741,1.2837403509069726e-79,6.48664124387517e-76,True
2,lights away,1,41,56,54,0.395,3.913882098276145e-85,2.337228066105122e-81,True
2,lights lights,1,3,3,54,0.021,3.329431617512975e-07,0.00010414462099580587,True
2,reaction,0,4,42,54,0.297,0.00020377598280043566,0.03296954866550497,True
2,start,0,11,205,54,1.448,1.370653572208984e-07,4.593647543431823e-05,True
2,start good,1,3,4,54,0.028,1.3251085570329306e-06,0.0003776300689560917,True
3,check,0,3,15,47,0.092,9.4026950642819e-05,0.01687552550225545,True
3,checking,0,11,16,47,0.098,5.724423045985567e-22,6.655325682207079e-19,True
3,checking left,1,5,6,47,0.037,4.209781518344629e-11,2.26665678997559e-08,True
3,checking mirrors,1,6,6,47,0.037,3.873862314764348e-14,2.9762136576870235e-11,True
3,checks,0,8,10,47,0.061,4.8529535625019025e-17,4.489870614276408e-14,True
3,checks mirror,1,3,4,47,0.025,8.66854812632244e-07,0.0002491989449986295,True
3,checks mirrors,1,3,3,47,0.018,2.1765333687297566e-07,7.095390765514653e-05,True
3,doesn need,1,2,3,47,0.018,0.00011049534401918067,0.019432980342521926,True
3,driving mirrors,1,3,4,47,0.025,8.66854812632244e-07,0.0002491989449986295,True
3,hand,0,5,64,47,0.393,4.0998531395724966e-05,0.007991428873360183,True
3,hand mirror,1,5,6,47,0.037,4.209781518344629e-11,2.26665678997559e-08,True
3,having look,1,2,4,47,0.025,0.0002201238332257291,0.03520456926372036,True
3,left,0,10,132,47,0.811,5.020738601732565e-09,2.1141171619910816e-06,True
3,left hand,1,5,37,47,0.227,2.6528396490195897e-06,0.0007156457119704264,True
3,left mirror,1,4,4,47,0.025,1.2528449532196404e-09,5.617534422327081e-07,True
3,looking,0,8,122,47,0.75,6.228443953239511e-07,0.00018388046130354924,True
3,looking mirrors,1,4,4,47,0.025,1.2528449532196404e-09,5.617534422327081e-07,True
3,mirror,0,18,24,47,0.148,4.916019857261533e-37,9.785560981327138e-34,True
3,mirrors,0,22,25,47,0.154,1.432135924619428e-48,3.839761004751061e-45,True
3,rival title,1,2,4,47,0.025,0.0002201238332257291,0.03520456926372036,True
3,scarlet,0,9,14,47,0.086,1.0876529971307716e-17,1.066354478739196e-14,True
3,sees,0,4,22,47,0.135,8.450298191988534e-06,0.001971876332629992,True
3,trying retake,1,2,4,47,0.025,0.0002201238332257291,0.03520456926372036,True
4,chop,0,3,10,42,0.055,1.8002036483094508e-05,0.0037840568720048386,True
4,chops,0,3,9,42,0.049,1.2649786079222804e-05,0.0028408175999042307,True
4,gets launch,1,3,5,42,0.027,1.5291865165733828e-06,0.0004292701021396255,True
4,good,0,15,215,42,1.181,1.6810494858170068e-13,1.2269419847149726e-10,True
4,good launch,1,13,17,42,0.093,1.2320400544452285e-27,1.798449935475515e-24,True
4,got,0,13,668,42,3.669,3.605240787901284e-05,0.007111743449719506,True
4,got good,1,4,11,42,0.06,2.5230990257982103e-07,8.104514856070065e-05,True
4,got launch,1,3,4,42,0.022,6.140238315501128e-07,0.0001820947965998366,True
4,great launch,1,2,4,42,0.022,0.0001754787338723714,0.02896192731308626,True
4,initial launch,1,2,3,42,0.016,8.804637885196075e-05,0.015981754402115002,True
4,launch,0,38,59,42,0.324,8.816107040459043e-83,5.0357603415102055e-79,True
4,launch line,1,19,23,42,0.126,7.957505955011493e-42,1.8340794777992807e-38,True
4,line,0,23,345,42,1.895,1.11502065496168e-20,1.2106359798863278e-17,True
4,pole sitter,1,3,9,42,0.049,1.2649786079222804e-05,0.0028408175999042307,True
4,sitter,0,3,9,42,0.049,1.2649786079222804e-05,0.0028408175999042307,True
5,10 minutes,1,2,4,43,0.022,0.00018400647647072845,0.030104651124306873,True
5,30,0,2,5,43,0.028,0.00030558175960590885,0.04673586641441896,True
5,class,0,2,3,43,0.017,9.233324353838993e-05,0.01660573135082257,True
5,expected,0,3,14,43,0.079,5.7746973566270894e-05,0.010931651872107212,True
5,extraordinary,0,3,16,43,0.09,8.814680094813818e-05,0.015981754402115002,True
5,falling,0,3,7,43,0.039,5.707385082657329e-06,0.0013859767516066345,True
5,lasting,0,2,3,43,0.017,9.233324353838993e-05,0.01660573135082257,True
5,light,0,3,13,43,0.073,4.555110861171706e-05,0.008839471853726646,True
5,minutes,0,4,9,43,0.051,1.070107080457516e-07,3.63272319902291e-05,True
5,rain,0,32,42,43,0.236,1.253534829152077e-70,5.4894797238227754e-67,True
5,rain coming,1,4,5,43,0.028,4.3164981136147456e-09,1.8293040521750026e-06,True
5,rain falling,1,3,3,43,0.017,1.6565278016339152e-07,5.5376080526070546e-05,True
5,temperature,0,3,19,43,0.107,0.00015074066091212295,0.025163538841157643,True
5,track,0,7,192,43,1.08,8.445500638500863e-05,0.015431656354432399,True
5,wet,0,5,16,43,0.09,1.8458025594740852e-08,7.174383344777143e-06,True
6,10th grid,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,abu,0,5,6,465,0.365,4.64310477550219e-06,0.0011552888882317724,True
6,abu dhabi,1,5,6,465,0.365,4.64310477550219e-06,0.0011552888882317724,True
6,arabian,0,8,8,465,0.486,1.7660086133557995e-10,8.624949724469573e-08,True
6,arabian grand,1,8,8,465,0.486,1.7660086133557995e-10,8.624949724469573e-08,True
6,australian,0,11,12,465,0.73,4.263721217258307e-13,2.8873744259717905e-10,True
6,australian grand,1,11,12,465,0.73,4.263721217258307e-13,2.8873744259717905e-10,True
6,austrian,0,8,11,465,0.669,2.473577770376605e-08,9.419384149594112e-06,True
6,austrian grand,1,8,11,465,0.669,2.473577770376605e-08,9.419384149594112e-06,True
6,azerbaijan,0,7,8,465,0.486,2.2331140356744057e-08,8.603448373922602e-06,True
6,azerbaijan grand,1,7,8,465,0.486,2.2331140356744057e-08,8.603448373922602e-06,True
6,belgian,0,11,13,465,0.791,2.6204174923566218e-12,1.6630916351490026e-09,True
6,belgian grand,1,11,13,465,0.791,2.6204174923566218e-12,1.6630916351490026e-09,True
6,british,0,20,22,465,1.338,6.668130120172779e-23,8.111409839516843e-20,True
6,british grand,1,20,22,465,1.338,6.668130120172779e-23,8.111409839516843e-20,True
6,canadian,0,8,10,465,0.608,7.124539932646618e-09,2.941968529710007e-06,True
6,canadian grand,1,8,10,465,0.608,7.124539932646618e-09,2.941968529710007e-06,True
6,chinese,0,4,5,465,0.304,6.427790750158071e-05,0.012028742801577914,True
6,chinese grand,1,4,5,465,0.304,6.427790750158071e-05,0.012028742801577914,True
6,dhabi,0,5,6,465,0.365,4.64310477550219e-06,0.0011552888882317724,True
6,dhabi grand,1,5,6,465,0.365,4.64310477550219e-06,0.0011552888882317724,True
6,dutch,0,12,12,465,0.73,2.2342729894910666e-15,1.8816015914575536e-12,True
6,dutch grand,1,12,12,465,0.73,2.2342729894910666e-15,1.8816015914575536e-12,True
6,emilia,0,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,emilia romagna,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,end grand,1,6,9,465,0.547,3.515901083112447e-06,0.0009201295232967746,True
6,ends,0,5,8,465,0.486,3.9105825384954265e-05,0.007668010322050375,True
6,fifth grand,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,final,0,18,108,465,6.567,7.84042313851838e-05,0.014446611924908705,True
6,final grand,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,formula grand,1,6,6,465,0.365,4.904087520047315e-08,1.7847074848579944e-05,True
6,grand,0,445,516,465,31.377,0.0,0.0,True
6,grand prix,1,445,516,465,31.377,0.0,0.0,True
6,grands,0,10,12,465,0.73,3.7242935648684284e-11,2.0302190513616374e-08,True
6,grands prix,1,10,12,465,0.73,3.7242935648684284e-11,2.0302190513616374e-08,True
6,grid,0,13,62,465,3.77,6.997270688772273e-05,0.013002453097710694,True
6,home,0,16,90,465,5.473,8.825407275520565e-05,0.015981754402115002,True
6,hungarian,0,7,9,465,0.547,9.52230265208819e-08,3.278924365381073e-05,True
6,hungarian grand,1,7,9,465,0.547,9.52230265208819e-08,3.278924365381073e-05,True
6,italian,0,11,13,465,0.791,2.6204174923566218e-12,1.6630916351490026e-09,True
6,italian grand,1,11,13,465,0.791,2.6204174923566218e-12,1.6630916351490026e-09,True
6,japanese,0,7,9,465,0.547,9.52230265208819e-08,3.278924365381073e-05,True
6,japanese grand,1,7,9,465,0.547,9.52230265208819e-08,3.278924365381073e-05,True
6,lap grand,1,9,9,465,0.547,1.0565073128728895e-11,6.1688757660439445e-09,True
6,lead,0,57,325,465,19.763,1.28737644710439e-13,9.448623917027171e-11,True
6,lead british,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,lead grand,1,28,29,465,1.763,1.1216801505979731e-33,1.9389717298020964e-30,True
6,lead saudi,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,leading grand,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,leads,0,16,98,465,5.959,0.00024831026564526963,0.03851476913744149,True
6,leads grand,1,5,5,465,0.304,8.14718191917426e-07,0.0002362790666254829,True
6,line wins,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,meters grand,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,moment grand,1,4,5,465,0.304,6.427790750158071e-05,0.012028742801577914,True
6,opening,0,11,52,465,3.162,0.00023167442835803008,0.03610493440090695,True
6,place grand,1,15,16,465,0.973,7.009989534600305e-18,6.924393872914659e-15,True
6,position grand,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,prix,0,454,527,465,32.046,0.0,0.0,True
6,prix comes,1,5,5,465,0.304,8.14718191917426e-07,0.0002362790666254829,True
6,prix going,1,6,7,465,0.426,3.256106166137423e-07,0.00010209408202445587,True
6,prix got,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,prix grand,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,prix lights,1,4,5,465,0.304,6.427790750158071e-05,0.012028742801577914,True
6,prix row,1,4,5,465,0.304,6.427790750158071e-05,0.012028742801577914,True
6,prix second,1,5,6,465,0.365,4.64310477550219e-06,0.0011552888882317724,True
6,prix time,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,prix underway,1,17,32,465,1.946,3.8694866997358463e-13,2.7040302375771095e-10,True
6,prix victories,1,5,6,465,0.365,4.64310477550219e-06,0.0011552888882317724,True
6,prix victory,1,11,11,465,0.669,3.757909371751935e-14,2.904112362489895e-11,True
6,prix win,1,8,9,465,0.547,1.5048871669903879e-09,6.67925866386923e-07,True
6,prix winner,1,8,8,465,0.486,1.7660086133557995e-10,8.624949724469573e-08,True
6,prix year,1,7,11,465,0.669,7.83874334225344e-07,0.00022884949896264178,True
6,retirement,0,6,16,465,0.973,0.0002320698918004152,0.03612371339475278,True
6,retirement grand,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,romagna,0,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,romagna grand,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,row,0,14,46,465,2.797,3.0792498674676807e-07,9.67797920068024e-05,True
6,saudi,0,11,12,465,0.73,4.263721217258307e-13,2.8873744259717905e-10,True
6,saudi arabian,1,8,8,465,0.486,1.7660086133557995e-10,8.624949724469573e-08,True
6,saudi grand,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,second grand,1,5,7,465,0.426,1.5436840172723303e-05,0.003271016636341446,True
6,seventh grand,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,spanish,0,8,13,465,0.791,1.730050384991892e-07,5.739573216633707e-05,True
6,spanish grand,1,8,13,465,0.791,1.730050384991892e-07,5.739573216633707e-05,True
6,start grand,1,8,11,465,0.669,2.473577770376605e-08,9.419384149594112e-06,True
6,started,0,13,60,465,3.648,4.8662944637926904e-05,0.009429414476035819,True
6,started grand,1,6,6,465,0.365,4.904087520047315e-08,1.7847074848579944e-05,True
6,stop grand,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,takes,0,33,158,465,9.608,2.3000458116817433e-10,1.0988029765654571e-07,True
6,takes lead,1,14,36,465,2.189,8.571824848250664e-09,3.508199567799935e-06,True
6,time wins,1,5,6,465,0.365,4.64310477550219e-06,0.0011552888882317724,True
6,underway,0,18,47,465,2.858,8.247388417229176e-11,4.232456643366798e-08,True
6,victories,0,11,17,465,1.034,3.323548004517828e-10,1.5762976268647444e-07,True
6,victories row,1,4,5,465,0.304,6.427790750158071e-05,0.012028742801577914,True
6,victory,0,25,85,465,5.169,1.514828236012094e-11,8.65269888410108e-09,True
6,win,0,42,148,465,9.0,5.7839332351876574e-18,5.756591005348589e-15,True
6,win grand,1,10,10,465,0.608,6.307506345509786e-13,4.2278313961617025e-10,True
6,winner,0,17,43,465,2.615,1.5394087056635463e-10,7.689785479667454e-08,True
6,winner australian,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,winning,0,6,15,465,0.912,0.00015283764808259653,0.02535252380618586,True
6,wins,0,88,123,465,7.479,2.6008637852995223e-81,1.4237128360729585e-77,True
6,wins abu,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,wins australian,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,wins austrian,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,wins azerbaijan,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,wins belgian,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,wins british,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,wins canadian,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,wins dutch,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,wins emilia,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,wins grand,1,32,34,465,2.067,2.190825743846994e-37,4.497217545681917e-34,True
6,wins italian,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,wins japanese,1,3,3,465,0.182,0.00022348534561824672,0.03520456926372036,True
6,won grand,1,4,4,465,0.243,1.350735605385008e-05,0.0029379841207460397,True
6,year,0,20,107,465,6.506,5.392685851444166e-06,0.001316857800035927,True
7,away,0,10,194,36,0.913,1.2547339321518939e-08,5.041037463926214e-06,True
7,away formula,1,3,3,36,0.014,9.58399522215878e-08,3.278924365381073e-05,True
7,begins,0,5,9,36,0.042,2.1533469218585103e-10,1.0324748365185534e-07,True
7,begins lights,1,3,3,36,0.014,9.58399522215878e-08,3.278924365381073e-05,True
7,begins red,1,2,3,36,0.014,6.445800551326614e-05,0.012028742801577914,True
7,come lights,1,4,8,36,0.038,2.8576548363341423e-08,1.07881397062711e-05,True
7,flag,0,8,132,36,0.621,1.2842204140803136e-07,4.3149805913098534e-05,True
7,flag come,1,2,4,36,0.019,0.00012853389247291408,0.02173264949487974,True
7,formula goes,1,2,4,36,0.019,0.00012853389247291408,0.02173264949487974,True
7,grand,0,25,516,36,2.429,9.175997346553227e-22,1.030346861026305e-18,True
7,grand prix,1,25,516,36,2.429,9.175997346553227e-22,1.030346861026305e-18,True
7,green,0,7,48,36,0.226,1.7720989069480082e-09,7.786329966528479e-07,True
7,green flag,1,7,26,36,0.122,1.7036406153200745e-11,9.564849977704705e-09,True
7,lights,0,34,105,36,0.494,7.744030555905868e-64,2.749675022466728e-60,True
7,lights away,1,10,56,36,0.264,4.188327199429522e-14,3.1991027566991444e-11,True
7,lights grand,1,2,3,36,0.014,6.445800551326614e-05,0.012028742801577914,True
7,lights time,1,8,9,36,0.042,9.394670077193953e-19,9.567706791173897e-16,True
7,prix,0,25,527,36,2.481,1.548988549702379e-21,1.724575590726269e-18,True
7,prix underway,1,15,32,36,0.151,2.235158962216871e-28,3.3368891343204963e-25,True
7,racing,0,8,144,36,0.678,2.5219777705701297e-07,8.104514856070065e-05,True
7,racing lights,1,4,4,36,0.019,4.137517560586601e-10,1.9344146157993783e-07,True
7,red,0,12,38,36,0.179,3.7966146378109685e-20,4.0224519730407565e-17,True
7,red lights,1,12,13,36,0.061,1.9605050513015202e-28,2.960497834710213e-25,True
7,time,0,10,484,36,2.279,5.3496083930214e-05,0.010245045951043433,True
7,time grand,1,3,6,36,0.028,1.8982425083485603e-06,0.0005247244703962908,True
7,underway,0,16,47,36,0.221,1.5815780148983833e-27,2.283312014124066e-24,True
8,black,0,4,4,118,0.062,5.3901412561826796e-08,1.9400964319787827e-05,True
8,checkered,0,26,32,118,0.494,3.551021516371326e-43,8.48216368608726e-40,True
8,checkered flag,1,26,32,118,0.494,3.551021516371326e-43,8.48216368608726e-40,True
8,chequered,0,15,16,118,0.247,4.237346421214184e-27,5.8598486677203645e-24,True
8,chequered flag,1,15,16,118,0.247,4.237346421214184e-27,5.8598486677203645e-24,True
8,driver,0,15,207,118,3.194,5.718529561447497e-07,0.0001703577187448359,True
8,driver checkered,1,3,3,118,0.046,3.582803457587863e-06,0.0009211240450960139,True
8,driver look,1,3,3,118,0.046,3.582803457587863e-06,0.0009211240450960139,True
8,flag,0,100,132,118,2.037,2.648539777740515e-179,2.4853897274316994e-175,True
8,flag flies,1,6,6,118,0.093,1.1888102707050032e-11,6.85004991772546e-09,True
8,flag fly,1,4,4,118,0.062,5.3901412561826796e-08,1.9400964319787827e-05,True
8,flag flying,1,3,3,118,0.046,3.582803457587863e-06,0.0009211240450960139,True
8,flag sector,1,6,7,118,0.108,8.217120069007293e-11,4.232456643366798e-08,True
8,flag wins,1,3,3,118,0.046,3.582803457587863e-06,0.0009211240450960139,True
8,flags,0,6,10,118,0.154,2.3734114717985203e-09,1.0290736155742654e-06,True
8,flies,0,6,7,118,0.108,8.217120069007293e-11,4.232456643366798e-08,True
8,fly,0,4,6,118,0.093,7.893447319208916e-07,0.00022993559534554116,True
8,going green,1,3,4,118,0.062,1.4169509592665965e-05,0.0030170721106095363,True
8,got yellow,1,6,7,118,0.108,8.217120069007293e-11,4.232456643366798e-08,True
8,green,0,25,48,118,0.741,8.12717927649353e-34,1.4236217395048187e-30,True
8,green flag,1,17,26,118,0.401,1.3499537468997183e-25,1.791429529825226e-22,True
8,nation,0,14,127,118,1.96,7.1435266789785975e-09,2.941968529710007e-06,True
8,nation driver,1,13,75,118,1.157,8.156131357232425e-11,4.232456643366798e-08,True
8,racing,0,11,144,118,2.222,1.2294522736630784e-05,0.0027752666993945117,True
8,red,0,12,38,118,0.586,1.995603442932655e-13,1.4405186698830796e-10,True
8,red flag,1,10,19,118,0.293,4.277634517603853e-14,3.248430707426149e-11,True
8,sector,0,8,28,118,0.432,6.082196565540875e-09,2.536681447601581e-06,True
8,sees,0,9,22,118,0.339,1.5328955577545628e-11,8.71799509937504e-09,True
8,sees checkered,1,6,6,118,0.093,1.1888102707050032e-11,6.85004991772546e-09,True
8,sees chequered,1,3,3,118,0.046,3.582803457587863e-06,0.0009211240450960139,True
8,waved,0,3,4,118,0.062,1.4169509592665965e-05,0.0030170721106095363,True
8,yellow,0,24,31,118,0.478,6.758742723523548e-39,1.4556337443370977e-35,True
8,yellow flag,1,18,21,118,0.324,8.205177498799505e-31,1.330819011212696e-27,True
8,yellow flags,1,3,5,118,0.077,3.502433722183461e-05,0.006929755010324916,True
9,2023,0,3,7,134,0.123,0.00017492362089288786,0.028906623419401305,True
9,2025,0,6,16,134,0.28,1.7947675655300142e-07,5.909508363134615e-05,True
9,best,0,7,73,134,1.279,0.00026988758153546015,0.04156711712989756,True
9,best formula,1,4,4,134,0.07,9.019409685700696e-08,3.1514201246505703e-05,True
9,career,0,9,34,134,0.596,4.305878733055161e-09,1.8293040521750026e-06,True
9,champion,0,10,75,134,1.314,6.139985559599058e-07,0.0001820947965998366,True
9,champion formula,1,3,3,134,0.053,5.2629288272897815e-06,0.001292378574979481,True
9,championship,0,18,170,134,2.979,7.043131224660027e-10,3.2580929851089287e-07,True
9,driving,0,5,31,134,0.543,0.00018060500656168522,0.02967720827243168,True
9,formula,0,128,176,134,3.084,2.6261629765894796e-228,6.90029574424839e-224,True
9,formula 2022,1,3,3,134,0.053,5.2629288272897815e-06,0.001292378574979481,True
9,formula 2025,1,4,4,134,0.07,9.019409685700696e-08,3.1514201246505703e-05,True
9,formula career,1,7,8,134,0.14,3.4200052202612387e-12,2.139555265795431e-09,True
9,formula champion,1,3,3,134,0.053,5.2629288272897815e-06,0.001292378574979481,True
9,formula podium,1,4,4,134,0.07,9.019409685700696e-08,3.1514201246505703e-05,True
9,formula returns,1,3,3,134,0.053,5.2629288272897815e-06,0.001292378574979481,True
9,formula world,1,13,15,134,0.263,8.292276885178547e-22,9.473097113627972e-19,True
9,personal,0,4,7,134,0.123,3.0297318973067047e-06,0.0008041591552545788,True
9,personal best,1,3,5,134,0.088,5.128558150348488e-05,0.009864852936459487,True
9,podium,0,24,185,134,3.242,7.399096436734935e-15,5.963580941549011e-12,True
9,podium formula,1,9,11,134,0.193,6.350658529958364e-15,5.214525718948813e-12,True
9,returns,0,4,6,134,0.105,1.3163516836166817e-06,0.0003767691041107302,True
9,season,0,11,122,134,2.138,8.502824577310531e-06,0.001980615393029696,True
9,sport,0,3,5,134,0.088,5.128558150348488e-05,0.009864852936459487,True
9,stand,0,4,17,134,0.298,0.00017973175008668797,0.029626647928969532,True
9,time,0,26,484,134,8.481,2.1305676517403999e-07,6.962822283956388e-05,True
9,time formula,1,12,20,134,0.35,5.694376147610613e-17,5.2314990263530904e-14,True
9,time year,1,3,6,134,0.105,0.00010125481132335308,0.017976286611374098,True
9,victory,0,9,85,134,1.489,1.5884885881286177e-05,0.0033497476204492017,True
9,victory formula,1,3,6,134,0.105,0.00010125481132335308,0.017976286611374098,True
9,welcome,0,4,7,134,0.123,3.0297318973067047e-06,0.0008041591552545788,True
9,welcome formula,1,3,3,134,0.053,5.2629288272897815e-06,0.001292378574979481,True
9,win,0,11,148,134,2.593,5.258346508123696e-05,0.010084971253303047,True
9,win formula,1,3,4,134,0.07,2.0781133018588098e-05,0.004259192092745757,True
9,world,0,18,145,134,2.541,4.905973029621479e-11,2.6307229091410263e-08,True
9,world championship,1,14,72,134,1.262,1.6326631400227453e-11,9.205697540069879e-09,True
10,bold,0,3,12,62,0.097,0.00010600496385734157,0.018768878883722515,True
10,braking,0,6,84,62,0.681,5.516850352770268e-05,0.010473724450080154,True
10,chicane,0,60,91,62,0.738,3.805996918773695e-124,3.125104070005081e-120,True
10,chicane going,1,2,3,62,0.024,0.000193036361918211,0.03146444799425172,True
