cluster_id,term,is_bigram,in_cluster,corpus_docfreq,cluster_size,expected,p_value,q_value_fdr,significant
10,goes chicane,1,3,3,62,0.024,5.076564415995029e-07,0.00015296759787058784,True
10,going chicane,1,6,7,62,0.057,1.5427460070349992e-12,1.0033653436645052e-09,True
10,make chicane,1,2,3,62,0.024,0.000193036361918211,0.03146444799425172,True
10,second chicane,1,7,9,62,0.073,5.778097373598779e-14,4.313087048601779e-11,True
11,amazing,0,8,24,55,0.173,2.8387025290009937e-12,1.7929681896636277e-09,True
11,awesome,0,3,3,55,0.022,3.521514210831031e-07,0.00010836201170749239,True
11,beautiful,0,3,10,55,0.072,4.077290136464642e-05,0.007959258082736684,True
11,champions,0,3,13,55,0.094,9.569843062431231e-05,0.01715208324924919,True
11,congrats,0,2,3,55,0.022,0.00015168424135672003,0.025193007449406387,True
11,deserve,0,3,3,55,0.022,3.521514210831031e-07,0.00010836201170749239,True
11,difficult,0,4,24,55,0.173,2.28740101234719e-05,0.00463034815713597,True
11,drive,0,8,73,55,0.525,3.963680665418443e-08,1.4605877630631642e-05,True
11,executed,0,2,3,55,0.022,0.00015168424135672003,0.025193007449406387,True
11,fantastic,0,7,15,55,0.108,4.1297272760099104e-12,2.5591842010050848e-09,True
11,good,0,10,215,55,1.546,2.4217703675043527e-06,0.0006587215399611839,True
11,good job,1,4,7,55,0.05,8.251012629610775e-08,2.9139382667412504e-05,True
11,good weekend,1,2,3,55,0.022,0.00015168424135672003,0.025193007449406387,True
11,great,0,9,133,55,0.957,3.5867055695109187e-07,0.00011009510067758562,True
11,great job,1,4,6,55,0.043,3.555121924518103e-08,1.3231096259362332e-05,True
11,guys,0,14,49,55,0.352,9.300050527266124e-20,9.696852683096144e-17,True
11,job,0,14,36,55,0.259,5.582607384070424e-22,6.548398461514608e-19,True
11,job guys,1,3,3,55,0.022,3.521514210831031e-07,0.00010836201170749239,True
11,job mate,1,3,3,55,0.022,3.521514210831031e-07,0.00010836201170749239,True
11,love,0,5,25,55,0.18,7.613619905936681e-07,0.0002232694037415932,True
11,mate,0,13,31,55,0.223,5.615384552806223e-21,6.147723008412253e-18,True
11,nice,0,6,51,55,0.367,1.4698412583487072e-06,0.00041527282829423605,True
11,really,0,7,160,55,1.151,0.00013434632545192868,0.02261313851848948,True
11,really good,1,3,14,55,0.101,0.00012117807468227966,0.02056833428870694,True
11,really really,1,3,10,55,0.072,4.077290136464642e-05,0.007959258082736684,True
11,thank,0,21,43,55,0.309,1.1840717085025306e-35,2.2222657825175495e-32,True
11,thank guys,1,4,6,55,0.043,3.555121924518103e-08,1.3231096259362332e-05,True
11,thanks,0,7,19,55,0.137,3.1631596031048556e-11,1.7534314599894665e-08,True
11,unbelievable,0,7,19,55,0.137,3.1631596031048556e-11,1.7534314599894665e-08,True
11,weekend,0,15,61,55,0.439,4.959509475156681e-20,5.212484134465473e-17,True
11,weekend thank,1,3,3,55,0.022,3.521514210831031e-07,0.00010836201170749239,True
11,world champions,1,3,7,55,0.05,1.2075769834307554e-05,0.00273212148029215,True
11,yeah,0,13,298,55,2.143,1.2238703807548824e-07,4.122748593385985e-05,True
11,year,0,6,107,55,0.77,0.00010834417346066707,0.019128717090790684,True
11,yes,0,6,78,55,0.561,1.8065150347141367e-05,0.003791257495217323,True
11,yes yes,1,2,3,55,0.022,0.00015168424135672003,0.025193007449406387,True
12,campaign,0,3,6,139,0.109,0.00011294140710241196,0.019757377229675733,True
12,career,0,6,34,139,0.618,2.8636529482920004e-05,0.005743744576103967,True
12,career podium,1,3,3,139,0.055,5.879109920669612e-06,0.0014068885806600615,True
12,come home,1,6,13,139,0.236,5.0043171869745975e-08,1.8161524164529687e-05,True
12,comes home,1,10,28,139,0.509,2.824584032448226e-11,1.57907468871029e-08,True
12,complete,0,6,22,139,0.4,1.901175617377865e-06,0.0005247244703962908,True
12,complete podium,1,5,6,139,0.109,1.0923407539478942e-08,4.415611042789494e-06,True
12,completes,0,8,15,139,0.273,5.630424694060189e-11,3.0069214414912655e-08,True
12,completes podium,1,7,11,139,0.2,1.7508749891378847e-10,8.624949724469573e-08,True
12,double podium,1,3,3,139,0.055,5.879109920669612e-06,0.0014068885806600615,True
12,final,0,9,108,139,1.963,0.0001423315773410717,0.02382032268122374,True
12,final podium,1,3,3,139,0.055,5.879109920669612e-06,0.0014068885806600615,True
12,finish,0,12,53,139,0.963,1.1386277984869752e-10,5.731355005901335e-08,True
12,finish season,1,3,6,139,0.109,0.00011294140710241196,0.019757377229675733,True
12,gonna podium,1,3,3,139,0.055,5.879109920669612e-06,0.0014068885806600615,True
12,home,0,22,90,139,1.636,1.774808867073894e-19,1.821619450942968e-16,True
12,home finish,1,3,7,139,0.127,0.00019501642851706038,0.03174780460081453,True
12,home podium,1,3,4,139,0.073,2.3202641036991216e-05,0.004689646413655012,True
12,home second,1,5,16,139,0.291,6.865516644253153e-06,0.0016164231445437317,True
12,place,0,24,622,139,11.306,0.00031041701616975066,0.04725532551137562,True
12,place podium,1,8,9,139,0.164,8.634772529543658e-14,6.373044246299594e-11,True
12,places,0,15,94,139,1.709,9.979428237456986e-11,5.0425283235544197e-08,True
12,podium,0,127,185,139,3.363,1.910639514411779e-214,3.585888240648026e-210,True
12,podium finish,1,6,8,139,0.145,8.802383222008822e-10,4.0014598552755397e-07,True
12,podium place,1,6,6,139,0.109,3.239645456797348e-11,1.788284292152136e-08,True
12,podium places,1,14,18,139,0.327,6.360106216540183e-22,7.329520300913886e-19,True
12,podium season,1,4,5,139,0.091,5.156074829371742e-07,0.00015430170541766333,True
12,return,0,3,8,139,0.145,0.0003078760286445122,0.04697737646829435,True
12,rostrum,0,4,5,139,0.091,5.156074829371742e-07,0.00015430170541766333,True
12,season,0,11,122,139,2.218,1.2082591797967202e-05,0.00273212148029215,True
12,seventh podium,1,3,3,139,0.055,5.879109920669612e-06,0.0014068885806600615,True
12,stand,0,5,17,139,0.309,9.584527014181198e-06,0.002205213346786461,True
12,stand podium,1,5,7,139,0.127,3.7673446871512265e-08,1.3981318520315806e-05,True
12,step,0,7,19,139,0.345,2.3669808795709948e-08,9.092528655980088e-06,True
12,step podium,1,6,12,139,0.218,2.7353931306522793e-08,1.0356340286241322e-05,True
12,time,0,23,484,139,8.798,1.7728222927400827e-05,0.003732472780945851,True
13,2022,0,5,15,158,0.31,8.979612533105063e-06,0.00208060948174464,True
13,2024,0,6,11,158,0.227,3.0022485981035976e-08,1.1301530424769576e-05,True
13,2025,0,8,16,158,0.331,3.112656982597134e-10,1.481624723716236e-07,True
13,champion,0,33,75,158,1.55,7.630600325558294e-37,1.4962354453291737e-33,True
13,champion world,1,4,5,158,0.103,8.635786934050301e-07,0.0002491989449986295,True
13,champions,0,6,13,158,0.269,1.0774689957225677e-07,3.6482878036610325e-05,True
13,championship,0,74,170,158,3.512,2.548769545351085e-85,1.594510227571639e-81,True
13,championship battle,1,5,9,158,0.186,4.1668288108334547e-07,0.00012701190298191554,True
13,championship lead,1,5,11,158,0.227,1.477366202909264e-06,0.00041650313792576714,True
13,championship leader,1,10,22,158,0.455,5.5720968042169694e-12,3.3123972386914416e-09,True
13,championship points,1,3,5,158,0.103,8.396024336415057e-05,0.015362619682741847,True
13,constructors,0,12,25,158,0.517,1.641467259960622e-14,1.2913137888897405e-11,True
13,constructors champions,1,3,4,158,0.083,3.410224456170325e-05,0.006767698612595659,True
13,constructors championship,1,5,12,158,0.248,2.490468896332704e-06,0.0006760079374475317,True
13,constructors title,1,3,3,158,0.062,8.65722019958353e-06,0.002009453994594498,True
13,contenders,0,4,15,158,0.31,0.00020050109333112493,0.03260028668003696,True
13,gap world,1,3,3,158,0.062,8.65722019958353e-06,0.002009453994594498,True
13,leader,0,11,58,158,1.198,2.03857436568305e-08,7.90028748867187e-06,True
13,points,0,15,110,158,2.273,5.93016170556541e-09,2.4811494402240805e-06,True
13,score,0,4,13,158,0.269,0.00010847410663012317,0.019128717090790684,True
