tau,retains_of_clustered_pct,clustered_below_tau,clustered_total,p1_of_clustered,admits_of_noise_pct,youden_j,separation_optimal_tau,separation_optimal_j
0.4,96.37,58,1598,0.34,73.09,0.233,0.55,0.518
