noise_sentences,noise_pct,median_nearest_cosine,pct_above_coverage_tau,mean_token_count,least_similar_example,most_similar_example
2402,40.3,0.492,76.1,16.1,"Each admin box connects via USB.  [Friday Night O'Reilly Auto Parts Racing League, 2026-05-30]","Max the Flippy in third in on the back straightaway.  [Friday Night O'Reilly Auto Parts Racing League, 2026-05-30]"
